case,video,frame,key,infer_ms,stability_iou_prev,iou,precision,recall,f1,pred_pixels,gt_pixels
candidate_raw,VID_20260319_160039_00_018,frame_000864,VID_20260319_160039_00_018/frame_000864,11.733399995137006,0.6685615997599192,0.9275020982963755,0.966190835965219,0.9586142686675487,0.9623876405801571,749146.0,755067.0
candidate_raw,VID_20260319_160039_00_018,frame_000896,VID_20260319_160039_00_018/frame_000896,11.740799993276596,0.6717217831539087,0.9084643591438117,0.9127085948513656,0.9949073701775195,0.9520370184448959,867531.0,795856.0
candidate_raw,VID_20260319_160039_00_018,frame_000928,VID_20260319_160039_00_018/frame_000928,19.538499996997416,0.5725436211449345,0.9277099379075143,0.9693658710945751,0.9557297437280244,0.9624995126751513,738588.0,749126.0
candidate_raw,VID_20260319_160039_00_018,frame_000960,VID_20260319_160039_00_018/frame_000960,11.920299992198125,0.7302435558543554,0.9395569364359602,0.9740699003519361,0.9636593597284779,0.9688366644832261,620283.0,626984.0
candidate_raw,VID_20260319_160039_00_018,frame_000992,VID_20260319_160039_00_018/frame_000992,19.797999993897974,0.7906446988327015,0.9746689837460459,0.992541579677451,0.9818602433419179,0.9871720189750993,713690.0,721454.0
candidate_raw,VID_20260319_160039_00_018,frame_001024,VID_20260319_160039_00_018/frame_001024,19.486899982439354,0.7331716808148672,0.9728736959575378,0.9857183038376293,0.9867829898712763,0.9862503595146286,888830.0,887871.0
candidate_raw,VID_20260319_160039_00_018,frame_001056,VID_20260319_160039_00_018/frame_001056,19.64879999286495,0.8223587744454325,0.9515940721951179,0.9657956042253157,0.984782663655363,0.9751967232866025,967975.0,949312.0
candidate_raw,VID_20260319_160039_00_018,frame_001088,VID_20260319_160039_00_018/frame_001088,11.720800015609711,0.7449778977197012,0.9658793909368539,0.9779675844693168,0.9873645252444422,0.982643589825271,1009331.0,999725.0
candidate_raw,VID_20260319_160039_00_018,frame_001120,VID_20260319_160039_00_018/frame_001120,19.941299979109317,0.8704102680352884,0.9238416463976289,0.9608919424195225,0.9599353299568394,0.9604133979815974,987418.0,988402.0
candidate_raw,VID_20260319_160039_00_018,frame_001152,VID_20260319_160039_00_018/frame_001152,19.66230000834912,0.842032048948275,0.939702234414199,0.9574335325954012,0.9806729383945629,0.9689139062089025,1046528.0,1021728.0
candidate_raw,VID_20260319_160039_00_018,frame_001184,VID_20260319_160039_00_018/frame_001184,11.807999981101602,0.9280444565161536,0.9517418249751773,0.9588810798919805,0.9922378013481559,0.9752743040051229,1054624.0,1019170.0
candidate_raw,VID_20260319_160039_00_018,frame_001216,VID_20260319_160039_00_018/frame_001216,11.713300016708672,0.9057824804261299,0.9176307803434318,0.9276292892941305,0.988390292303946,0.9570463613220599,1054515.0,989689.0
candidate_raw,VID_20260319_160039_00_018,frame_001248,VID_20260319_160039_00_018/frame_001248,11.729099991498515,0.9276816494053902,0.9604981994982742,0.9688676500580428,0.9910865156730002,0.9798511416578527,1034583.0,1011389.0
candidate_raw,VID_20260319_160039_00_018,frame_001280,VID_20260319_160039_00_018/frame_001280,11.637399991741404,0.8956394867371351,0.9515205806784757,0.9627911896136863,0.9878469094752652,0.9751581306384841,945475.0,921494.0
candidate_raw,VID_20260319_160039_00_018,frame_001312,VID_20260319_160039_00_018/frame_001312,11.706500023137778,0.948229434554624,0.9765381602053221,0.9810204017382677,0.9953430584254515,0.9881298321140226,921147.0,907892.0
candidate_raw,VID_20260319_160039_00_018,frame_001344,VID_20260319_160039_00_018/frame_001344,11.697999987518415,0.9099224217210877,0.9840419948642645,0.9896256280614083,0.9942990225021321,0.9919568208853223,918899.0,914580.0
candidate_raw,VID_20260319_160039_00_018,frame_001376,VID_20260319_160039_00_018/frame_001376,11.770600016461685,0.8683828175332391,0.9829421581029796,0.987180180301945,0.995651433050472,0.9913977108069865,887844.0,880290.0
candidate_raw,VID_20260319_160039_00_018,frame_001408,VID_20260319_160039_00_018/frame_001408,11.696300003677607,0.6951482393577894,0.9824450658080551,0.9906966742710994,0.991593344802569,0.9911448067365289,702222.0,701587.0
candidate_raw,VID_20260319_160039_00_018,frame_001440,VID_20260319_160039_00_018/frame_001440,11.653599998680875,0.6007765298092494,0.9680219998068409,0.983413374644978,0.984089253140551,0.9837511978035318,774600.0,774068.0
candidate_raw,VID_20260319_160039_00_018,frame_001472,VID_20260319_160039_00_018/frame_001472,19.903100008377805,0.517414926520356,0.886873220748902,0.9081350554203607,0.9742799089464496,0.940045373474431,465172.0,433591.0
candidate_raw,VID_20260319_160039_00_018,frame_001504,VID_20260319_160039_00_018/frame_001504,19.690199987962842,0.885340192595479,0.9230125157129584,0.9499947123638434,0.9701471274192844,0.959965167330958,444433.0,435201.0
candidate_raw,VID_20260319_160039_00_018,frame_001536,VID_20260319_160039_00_018/frame_001536,11.711400002241135,0.8475303419878237,0.9257517809945564,0.952073751383851,0.9710016546222711,0.9614445538941172,444412.0,435749.0
candidate_raw,VID_20260319_160039_00_018,frame_001568,VID_20260319_160039_00_018/frame_001568,11.825699999462813,0.9023559923032866,0.9099323648641383,0.9563735406801307,0.9493374377936432,0.952842500188603,442415.0,445694.0
candidate_raw,VID_20260319_160039_00_018,frame_001600,VID_20260319_160039_00_018/frame_001600,14.803600002778694,0.8926815889960127,0.9228967481829602,0.9418606441114056,0.9786491667828197,0.9599025522873766,454735.0,437641.0
candidate_raw,VID_20260319_160039_00_018,frame_001632,VID_20260319_160039_00_018/frame_001632,19.73050000378862,0.6722142662302236,0.834370538797533,0.8565001454043667,0.969963945541624,0.9097077402305858,526119.0,464575.0
candidate_raw,VID_20260319_160039_00_018,frame_001664,VID_20260319_160039_00_018/frame_001664,14.469899993855506,0.739300591706291,0.8442798392626781,0.8697814344135486,0.9664382270768224,0.9155658716089544,536498.0,482841.0
candidate_raw,VID_20260319_160039_00_018,frame_001696,VID_20260319_160039_00_018/frame_001696,19.629199989140034,0.742003296816071,0.9071516548705297,0.9188500575589548,0.9861595815278916,0.9513156990466113,549871.0,512340.0
candidate_raw,VID_20260319_160039_00_018,frame_001728,VID_20260319_160039_00_018/frame_001728,14.48129999334924,0.6413564362097558,0.8893595288803009,0.9109239528296418,0.9740719756765289,0.9414402238279824,741737.0,693651.0
candidate_raw,VID_20260319_160039_00_018,frame_001760,VID_20260319_160039_00_018/frame_001760,14.58190000266768,0.5939342761397677,0.9727974053486562,0.9870037234118436,0.9854198614625717,0.9862111565143021,1051455.0,1053145.0
candidate_raw,VID_20260319_160039_00_018,frame_001792,VID_20260319_160039_00_018/frame_001792,14.491200010525063,0.7406785589965216,0.9177030066670981,0.9223364428031378,0.9945557159502068,0.957085642017149,983769.0,912333.0
candidate_raw,VID_20260319_160139_00_019,frame_000000,VID_20260319_160139_00_019/frame_000000,14.622099988628179,1.0,0.9686004254320691,0.9857166879666375,0.9823885359569718,0.9840497979365014,892020.0,895042.0
candidate_raw,VID_20260319_160139_00_019,frame_000032,VID_20260319_160139_00_019/frame_000032,14.47690001805313,0.5783290665366071,0.9247488765121498,0.9537286733045428,0.9681869074199916,0.9609034069814794,784287.0,772575.0
candidate_raw,VID_20260319_160139_00_019,frame_000064,VID_20260319_160139_00_019/frame_000064,14.767899992875755,0.7589041629525409,0.9417017478366791,0.9709019089754073,0.9690512396518447,0.9699756915662908,750874.0,752308.0
candidate_raw,VID_20260319_160139_00_019,frame_000096,VID_20260319_160139_00_019/frame_000096,14.423799992073327,0.9427805357811915,0.9579161868798605,0.9826044092354479,0.9744412700829563,0.9785058148034395,742487.0,748707.0
candidate_raw,VID_20260319_160139_00_019,frame_000128,VID_20260319_160139_00_019/frame_000128,14.3744999950286,0.9789168396791935,0.9655157532419298,0.9892009073381577,0.9758012074945017,0.9824553699449156,746359.0,756608.0
candidate_raw,VID_20260319_160139_00_019,frame_000160,VID_20260319_160139_00_019/frame_000160,11.845800006994978,0.9560463368031991,0.9609765662027172,0.9836242930907303,0.9766008714631449,0.9800999999337836,752395.0,757806.0
candidate_raw,VID_20260319_160139_00_019,frame_000192,VID_20260319_160139_00_019/frame_000192,11.875900003360584,0.9753157427093581,0.8936846302338359,0.9913830303684126,0.9006809288467335,0.9438579328000165,741560.0,816238.0
candidate_raw,VID_20260319_160139_00_019,frame_000224,VID_20260319_160139_00_019/frame_000224,11.69569999910891,0.9751086873052419,0.9806760596266074,0.9971262860629014,0.9834556045790116,0.9902437653651271,724498.0,734569.0
candidate_raw,VID_20260319_160139_00_019,frame_000256,VID_20260319_160139_00_019/frame_000256,11.75499998498708,0.985233140380432,0.9648112595407081,0.996333276688399,0.968249237044526,0.9820905238157493,723807.0,744801.0
candidate_raw,VID_20260319_160139_00_019,frame_000288,VID_20260319_160139_00_019/frame_000288,11.956700007431209,0.9480986317710822,0.9624388155077571,0.9878611333125068,0.9739572986097315,0.9808599462080431,739443.0,749999.0
candidate_raw,VID_20260319_160139_00_019,frame_000320,VID_20260319_160139_00_019/frame_000320,14.536900009261444,0.8530030549141167,0.8682018851032199,0.8799342441750616,0.9848749954540128,0.9294518884989252,830953.0,742413.0
candidate_raw,VID_20260319_160139_00_019,frame_000352,VID_20260319_160139_00_019/frame_000352,14.523200021358207,0.8432948914005818,0.912418648658445,0.9453857201503797,0.9631880956370636,0.9542038813504601,772179.0,757907.0
candidate_raw,VID_20260319_160139_00_019,frame_000384,VID_20260319_160139_00_019/frame_000384,12.227200000779703,0.8229443874666792,0.9076661311656986,0.922909833824503,0.9821279999207615,0.9515985175152846,859513.0,807688.0
candidate_raw,VID_20260319_160139_00_019,frame_000416,VID_20260319_160139_00_019/frame_000416,14.479499979643151,0.7481204269647389,0.8539619143174194,0.8727500683419315,0.9754108619204559,0.9212291878518184,910861.0,814994.0
candidate_raw,VID_20260319_160139_00_019,frame_000448,VID_20260319_160139_00_019/frame_000448,14.483700011624023,0.7463718810666395,0.9523868490398558,0.9831891309386417,0.9681524391248185,0.9756128499925313,837018.0,850018.0
candidate_raw,VID_20260319_160139_00_019,frame_000480,VID_20260319_160139_00_019/frame_000480,14.343799994094297,0.8135214048440289,0.9467496257089911,0.9556076758196256,0.9903040157508471,0.9726465213668062,985328.0,950806.0
candidate_raw,VID_20260319_160139_00_019,frame_000512,VID_20260319_160139_00_019/frame_000512,11.819200008176267,0.8155338922691661,0.8883237529492314,0.8922916619251697,0.9950190179939906,0.9408595867756522,1010581.0,906247.0
candidate_raw,VID_20260319_160139_00_019,frame_000544,VID_20260319_160139_00_019/frame_000544,11.749299999792129,0.767123338562259,0.965444420967668,0.9680580123441014,0.9972113357182283,0.9824184399906262,892086.0,866006.0
