case,infer_ms_mean,infer_ms_p10,infer_ms_p90,stability_iou_prev_mean,stability_iou_prev_p10,stability_iou_prev_p90,iou_mean,iou_p10,iou_p90,precision_mean,precision_p10,precision_p90,recall_mean,recall_p10,recall_p90,f1_mean,f1_p10,f1_p90,pred_pixels_mean,pred_pixels_p10,pred_pixels_p90,gt_pixels_mean,gt_pixels_p10,gt_pixels_p90,count
baseline_raw,15.603745614434796,11.744969995925203,19.796649989439175,0.8719276176253605,0.7542073523575036,0.9677238559811423,0.9260148350978992,0.8289665951942214,0.9926833644379122,0.9464388378043319,0.8583728087568036,0.9992973391431869,0.9781509745322295,0.9477829275814028,0.9998639969288524,0.9601131460751027,0.9064862531763197,0.9963282437077311,863974.1403508772,719093.6,1036061.5,835587.7149122807,697866.4,1019491.5,228
candidate_confhold,14.58237675583325,11.848649999592453,19.684590006363578,0.8712272402648681,0.7413043167138161,0.9834070382202195,0.9338695377710234,0.8790652133775605,0.9771553551529599,0.9511539114536707,0.903016051327744,0.995568991401984,0.9815356595899161,0.9621408658914135,0.9980776916219041,0.96497416120606,0.9356387642415203,0.9884457001820395,865210.850877193,705650.1,1066836.9000000001,835587.7149122807,697866.4,1019491.5,228
candidate_raw,14.191190789636478,11.699119996046647,19.66601000749506,0.8566757914350446,0.7368971103832682,0.9722485467913635,0.9214769738301011,0.8665446256870152,0.9675849502697036,0.9381048870081901,0.8784605114851833,0.9811330269578904,0.981573975705612,0.9635179805010536,0.9977047531822699,0.9582678849839982,0.9284994016835084,0.9835254421866523,875926.2850877193,723375.6,1067616.4,835587.7149122807,697866.4,1019491.5,228
finetuned_confhold,14.000481578062917,11.849120011902414,19.627539996872656,0.8833867674961222,0.747456137944545,0.9842372211675942,0.9641486232627293,0.9391779262573197,0.9847713073677131,0.9813054608565374,0.9624075340670891,0.9966361310057906,0.9823359674023443,0.9682245853621333,0.9976818658576818,0.9815010532983774,0.968634313144319,0.992327230400531,837916.7719298246,697182.7,1046255.6,835587.7149122807,697866.4,1019491.5,228
finetuned_raw,14.386666227661056,11.658169984002598,19.708670003456064,0.8769887662530287,0.7458422132639311,0.9801686327928566,0.9626809992943393,0.9335198356358418,0.9843454315652818,0.9789580416192809,0.9567858092900734,0.995756351337819,0.9831328429983107,0.9689637096335839,0.9974478785138979,0.9807414453184837,0.9656169471539555,0.9921109654390717,840216.1535087719,702357.3,1042762.0,835587.7149122807,697866.4,1019491.5,228
