frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.336625576019287,2026-03-05T17:21:48.757003,2069.62,0.0,4.99,17.03,1.01,0.0,0.0,2110.62,0.0,0.198,0.198,STRAIGHT,1.5,1.5,"CMD,0.2,1.50",4.0,0.0144,1.781,0.023,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,1,86.8,137,10,0,,,,,,0,,,,285973,156063,4318
1,2.5056512355804443,2026-03-05T17:21:48.926029,72.06,0.0,5.0,17.0,0.0,0.0,0.0,114.07,5.95,0.33,0.264,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0144,1.781,0.023,1,0.9494,0,NORMAL,2.595,-0.068,1,1,1,1,1,86.8,153,9,0,,,,,,0,,,,275006,146961,3489
2,2.6306533813476562,2026-03-05T17:21:49.051031,72.0,0.0,6.0,17.0,0.0,0.0,1.0,111.96,6.8,0.418,0.33,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0144,1.781,0.023,1,0.9539,0,NORMAL,6.142,-0.139,1,1,1,1,1,86.8,149,8,0,,,,,,0,,,,282699,153532,4043
3,2.752655267715454,2026-03-05T17:21:49.173033,69.0,0.0,5.0,17.0,0.0,0.0,0.0,108.0,7.23,0.476,0.418,STRAIGHT,1.5,1.5,"CMD,0.4,1.50",4.0,0.0144,1.781,0.023,1,0.9759,0,NORMAL,8.447,-0.095,1,1,1,1,1,86.8,154,12,0,,,,,,0,,,,283233,154657,4243
4,2.872689723968506,2026-03-05T17:21:49.293067,70.03,0.0,7.0,16.03,0.0,0.0,0.0,108.04,7.46,0.516,0.476,STRAIGHT,1.5,1.5,"CMD,0.5,1.50",4.0,0.0144,1.781,0.023,1,0.968,0,NORMAL,9.224,-0.087,1,1,1,1,1,86.8,143,9,0,,,,,,0,,,,276198,149875,3889
5,2.9946610927581787,2026-03-05T17:21:49.415038,71.01,0.0,6.0,16.0,0.0,0.0,0.0,107.96,7.61,0.552,0.516,STRAIGHT,1.5,1.5,"CMD,0.5,1.50",4.0,0.0152,1.735,0.023,1,0.9631,0,NORMAL,11.876,-0.009,1,1,1,1,1,84.5,129,10,0,,,,,,0,,,,279874,150589,3811
6,3.116668462753296,2026-03-05T17:21:49.537046,70.0,0.0,6.0,18.01,0.0,0.0,0.0,109.01,7.7,0.588,0.552,STRAIGHT,1.5,1.5,"CMD,0.6,1.50",4.0,0.016,1.689,0.023,1,0.9653,0,NORMAL,15.547,0.029,1,1,1,1,1,82.2,143,12,0,,,,,,0,,,,281026,152947,3858
7,3.2326600551605225,2026-03-05T17:21:49.653038,68.0,0.0,5.0,16.0,1.0,0.0,0.0,105.0,7.81,0.612,0.588,STRAIGHT,1.5,1.5,"CMD,0.6,1.50",4.0,0.016,1.689,0.023,1,0.9705,0,NORMAL,19.901,0.066,1,1,1,1,1,82.2,143,12,0,,,,,,0,,,,278841,152430,3940
8,3.3506619930267334,2026-03-05T17:21:49.771040,68.0,0.0,5.0,15.0,0.0,0.0,0.0,104.0,7.9,0.628,0.612,STRAIGHT,1.5,1.5,"CMD,0.6,1.50",4.0,0.016,1.689,0.023,1,0.9549,0,NORMAL,22.382,0.153,1,1,1,1,1,82.2,137,11,0,,,,,,0,,,,269374,147693,3878
9,3.46966290473938,2026-03-05T17:21:49.890040,69.0,0.0,6.0,16.0,0.0,0.0,0.0,107.0,7.94,0.627,0.627,STRAIGHT,1.5,1.5,"CMD,0.6,1.50",4.0,0.0152,1.735,0.023,1,0.9574,0,NORMAL,22.308,0.191,1,1,1,1,1,84.5,130,12,0,,,,,,0,,,,275216,150229,3823
