frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,3.180717945098877,2026-03-17T15:10:08.666740,2494.42,114.99,10.0,46.0,29.0,0.0,0.0,2710.93,0.0,0.01,0.01,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.146,0.002,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,2,107.3,122,10,dijkstra,endpoint_arc,0.66461,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,285973,199079,4377
1,3.4719817638397217,2026-03-17T15:10:08.958004,78.1,37.13,14.0,43.0,28.0,0.0,0.0,232.26,3.43,0.018,0.014,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0008,2.1,0.002,1,0.9494,0,NORMAL,2.595,-0.068,1,1,1,1,2,105.0,127,10,dijkstra,endpoint_arc,0.64696,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,275006,193938,4171
2,3.7346725463867188,2026-03-17T15:10:09.220695,80.01,36.0,8.99,51.0,31.0,0.0,0.0,235.0,3.61,0.022,0.018,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0008,2.146,0.002,1,0.9539,0,NORMAL,6.142,-0.139,1,1,1,1,2,107.3,218,10,dijkstra,endpoint_arc,0.655,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,282699,196452,5028
3,3.985189914703369,2026-03-17T15:10:09.471212,76.01,36.0,8.99,47.0,34.0,0.0,0.0,229.0,3.73,0.025,0.022,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.146,0.002,1,0.9759,0,NORMAL,8.447,-0.095,1,1,1,1,2,107.3,225,11,dijkstra,endpoint_arc,0.65853,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,283233,197559,5177
4,4.239774942398071,2026-03-17T15:10:09.725797,75.0,38.86,13.0,45.72,31.25,0.0,0.75,230.58,3.78,0.027,0.025,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.146,0.002,1,0.968,0,NORMAL,9.224,-0.087,1,1,1,1,2,107.3,127,11,dijkstra,endpoint_arc,0.64347,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276198,192907,4326
5,4.499769449234009,2026-03-17T15:10:09.985791,77.99,39.0,13.0,43.0,29.0,0.0,1.0,233.0,3.79,0.028,0.027,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.192,0.002,1,0.9631,0,NORMAL,11.876,-0.009,1,1,1,1,2,109.6,111,11,dijkstra,endpoint_arc,0.6431,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,279874,192853,4234
6,4.742926597595215,2026-03-17T15:10:10.228949,81.0,36.12,12.04,37.0,31.0,0.0,0.0,221.16,3.84,0.028,0.028,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.237,0.002,1,0.9653,0,NORMAL,15.547,0.029,1,1,1,1,2,111.9,123,11,dijkstra,endpoint_arc,0.65593,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,281026,196721,4454
7,4.984926700592041,2026-03-17T15:10:10.470949,78.01,35.99,13.0,36.0,30.0,0.0,0.0,218.0,3.88,0.028,0.028,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.283,0.002,1,0.9705,0,NORMAL,19.901,0.066,1,1,1,1,2,114.2,129,13,dijkstra,endpoint_arc,0.65564,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,278841,196602,4534
8,5.240930795669556,2026-03-17T15:10:10.726953,77.7,36.99,10.0,42.0,32.0,0.0,0.0,228.0,3.88,0.027,0.028,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0006,2.374,0.002,1,0.9549,0,NORMAL,22.382,0.153,1,1,1,1,2,118.7,117,12,dijkstra,endpoint_arc,0.63893,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,269374,191551,4080
9,5.503310441970825,2026-03-17T15:10:10.989332,80.01,36.36,10.0,50.0,28.0,0.0,0.0,234.38,3.88,0.026,0.027,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0006,2.374,0.002,1,0.9574,0,NORMAL,22.308,0.191,1,1,1,1,2,118.7,141,10,dijkstra,endpoint_arc,0.64955,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,275216,194860,4549
