frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.5471935272216797,2026-03-04T15:52:49.437780,1924.44,109.45,0.0,15.62,15.62,0.0,0.0,2093.29,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,1,221.3,96,9,1,20.0,truck,20.00,,,0,,,,1022026,148174,5238
1,2.7048592567443848,2026-03-04T15:52:49.595446,27.08,0.0,0.0,1.03,0.0,0.0,0.0,110.75,6.34,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9993,0,NORMAL,0.259,0.013,0,1,221.3,96,9,1,20.0,truck,20.00,,,0,,,,1022026,148174,5238
2,2.8755407333374023,2026-03-04T15:52:49.766128,66.64,0.0,0.0,15.63,0.0,0.0,0.0,139.39,6.09,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8354,0,NORMAL,0.215,0.029,0,1,221.3,96,9,1,20.0,truck,20.00,,,0,,,,1022336,148174,5238
3,3.0012028217315674,2026-03-04T15:52:49.891790,26.16,0.0,6.0,10.14,0.0,0.0,1.03,89.74,6.61,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8357,0,NORMAL,0.472,0.047,0,1,221.8,79,8,1,20.0,truck,20.00,,,0,,,,859208,129088,4314
4,3.1568822860717773,2026-03-04T15:52:50.047469,78.13,0.0,0.0,15.62,0.0,0.0,0.0,140.65,6.56,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9495,0,NORMAL,0.305,0.064,0,1,221.3,83,8,1,20.0,truck,20.00,,,0,,,,857538,127871,4263
5,3.2660107612609863,2026-03-04T15:52:50.156598,19.75,0.0,0.0,15.61,0.0,0.0,0.0,93.5,6.96,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9527,0,NORMAL,0.783,0.098,0,1,183.4,44,8,1,20.0,truck,20.00,,,0,,,,817666,108852,3295
6,3.456850051879883,2026-03-04T15:52:50.347437,63.82,44.37,8.04,11.11,0.0,0.0,0.0,159.59,6.6,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9258,0,NORMAL,0.899,0.112,0,1,183.4,44,8,1,20.0,truck,20.00,,,0,,,,817309,108842,3314
7,3.5788421630859375,2026-03-04T15:52:50.469429,31.75,0.0,0.0,15.65,0.0,0.0,0.0,109.93,6.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9266,0,NORMAL,1.158,0.116,0,1,221.9,41,5,1,20.0,truck,20.00,,,0,,,,758100,91728,2304
8,3.7351555824279785,2026-03-04T15:52:50.625743,59.95,0.0,0.0,15.61,0.0,0.0,0.0,123.06,6.73,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9452,0,NORMAL,1.447,0.144,0,1,221.9,44,5,1,20.0,truck,20.00,,,0,,,,757813,91756,2316
9,3.844242811203003,2026-03-04T15:52:50.734830,31.25,0.0,15.63,0.0,0.0,0.0,0.0,93.46,6.94,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.946,0,NORMAL,1.797,0.173,0,1,175.2,37,5,1,20.0,truck,20.00,,,0,,,,716863,82887,2057
10,4.0000224113464355,2026-03-04T15:52:50.890610,82.99,0.0,6.0,4.16,0.0,0.0,0.0,123.95,6.88,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9539,0,NORMAL,2.359,0.204,0,1,169.0,41,6,1,20.0,truck,20.00,,,0,,,,750408,91883,2267
11,4.109436750411987,2026-03-04T15:52:51.000024,31.25,0.0,15.64,0.0,0.0,0.0,0.0,93.75,7.04,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9961,0,NORMAL,2.589,0.229,0,1,169.0,54,5,1,20.0,truck,20.00,,,0,,,,749598,91856,2323
12,4.327569961547852,2026-03-04T15:52:51.218157,70.92,31.22,0.0,13.0,0.0,0.0,0.0,185.89,6.74,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9287,0,NORMAL,5.697,0.336,0,0,0.0,62,14,1,20.0,truck,20.00,,,0,,,,791896,106615,3335
13,4.462665319442749,2026-03-04T15:52:51.353252,34.86,0.0,7.99,11.09,0.0,0.0,0.0,117.44,6.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9405,0,NORMAL,6.265,0.353,0,0,0.0,69,13,1,20.0,truck,20.00,,,0,,,,790394,106686,3086
14,4.614285945892334,2026-03-04T15:52:51.504873,66.92,0.0,0.0,15.66,0.0,0.0,0.0,129.48,6.77,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9175,0,NORMAL,6.879,0.386,0,0,0.0,86,8,1,20.0,truck,20.00,,,0,,,,804991,119037,3193
15,4.720263242721558,2026-03-04T15:52:51.610850,31.24,0.0,15.63,1.01,0.0,0.0,0.0,79.01,6.9,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.957,0,NORMAL,7.603,0.427,0,0,0.0,86,8,1,20.0,truck,20.00,,,0,,,,805049,119445,3193
16,4.875269651412964,2026-03-04T15:52:51.765857,78.12,0.0,0.0,15.64,0.0,0.0,0.0,122.52,6.87,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9493,0,NORMAL,8.728,0.464,0,1,167.9,83,10,1,20.0,truck,20.00,,,0,,,,841486,125566,3827
17,4.984694242477417,2026-03-04T15:52:51.875281,27.03,0.0,4.1,0.0,0.0,0.0,0.0,78.18,6.97,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9797,0,NORMAL,11.036,0.529,0,1,167.9,91,8,1,20.0,truck,20.00,,,0,,,,845382,127345,3592
18,5.18782114982605,2026-03-04T15:52:52.078408,78.14,31.21,0.0,15.62,0.0,0.0,0.0,171.84,6.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9494,0,NORMAL,10.243,0.54,0,0,0.0,96,9,1,20.0,truck,20.00,,,0,,,,846237,126369,3588
19,5.328534364700317,2026-03-04T15:52:52.219121,46.96,0.0,0.0,15.63,0.0,0.0,0.0,109.43,6.83,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.963,0,NORMAL,10.666,0.55,0,1,149.8,92,9,1,20.0,truck,20.00,,,0,,,,823638,113225,3490
20,5.493799686431885,2026-03-04T15:52:52.384387,68.78,0.0,6.0,10.15,1.0,0.0,0.0,134.01,6.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9312,0,NORMAL,10.631,0.584,0,1,222.3,73,7,1,20.0,truck,20.00,,,0,,,,861504,137172,3757
21,5.5936689376831055,2026-03-04T15:52:52.484256,31.25,0.0,15.62,0.0,0.0,0.0,0.0,75.65,6.89,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9731,0,NORMAL,11.153,0.632,0,1,222.6,59,7,1,20.0,truck,20.00,,,0,,,,864832,140267,3744
22,5.749947786331177,2026-03-04T15:52:52.640535,62.5,0.0,0.0,15.66,0.0,0.0,0.0,125.03,6.87,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.955,0,NORMAL,11.663,0.661,0,1,222.6,71,9,1,20.0,truck,20.00,,,0,,,,886293,145517,3926
23,5.875913143157959,2026-03-04T15:52:52.766500,29.0,0.0,1.07,15.67,0.0,0.0,0.0,94.75,6.91,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9638,0,NORMAL,12.125,0.674,0,1,221.3,59,7,1,20.0,truck,20.00,,,0,,,,904470,157275,3829
24,6.06386661529541,2026-03-04T15:52:52.954454,61.79,31.25,15.6,15.79,1.03,0.0,0.0,172.33,6.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9593,0,NORMAL,12.825,0.704,0,1,221.6,60,7,1,20.0,truck,20.00,,,0,,,,882879,154708,3817
25,6.204089879989624,2026-03-04T15:52:53.094677,44.35,0.0,2.08,15.65,0.0,0.0,0.0,108.95,6.84,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9843,0,NORMAL,12.894,0.764,0,1,222.0,57,4,1,20.0,truck,20.00,,,0,,,,870017,153807,3753
26,6.359327793121338,2026-03-04T15:52:53.249915,60.96,0.0,0.0,15.63,0.0,0.0,0.0,123.98,6.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.973,0,NORMAL,14.746,0.799,0,1,221.7,66,4,1,20.0,truck,20.00,,,0,,,,874679,153175,3757
27,6.468703031539917,2026-03-04T15:52:53.359290,15.62,0.0,15.63,0.0,0.0,0.0,0.0,78.13,6.89,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9909,0,NORMAL,16.274,0.806,0,1,221.2,40,4,1,20.0,truck,20.00,,,0,,,,860065,141503,3043
28,6.6252381801605225,2026-03-04T15:52:53.515825,70.11,0.0,6.0,1.04,0.0,0.0,0.0,119.56,6.87,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9643,0,NORMAL,17.469,0.814,0,1,221.2,40,4,1,20.0,truck,20.00,,,0,,,,862146,141611,3095
29,6.734649419784546,2026-03-04T15:52:53.625237,31.25,0.0,0.0,0.0,0.0,0.0,0.0,78.12,6.93,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9643,0,NORMAL,18.096,0.816,0,1,220.9,28,5,1,20.0,truck,20.00,,,0,,,,837007,118242,2862
30,6.93633770942688,2026-03-04T15:52:53.826925,78.14,31.27,15.76,12.02,1.0,0.0,0.0,170.44,6.85,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9721,0,NORMAL,19.717,0.86,0,1,221.8,55,5,1,20.0,truck,20.00,,,0,,,,858588,131814,3742
31,7.062381744384766,2026-03-04T15:52:53.952969,32.34,0.0,7.0,7.06,0.0,0.0,0.0,95.73,6.93,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9884,0,NORMAL,22.815,0.925,0,1,221.8,55,5,1,20.0,truck,20.00,,,0,,,,859994,131841,3765
32,7.218668222427368,2026-03-04T15:52:54.109255,62.49,0.0,15.63,0.0,0.0,0.0,0.0,125.0,6.88,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9235,0,NORMAL,26.441,0.978,0,1,220.9,38,5,1,20.0,truck,20.00,,,0,,,,839467,118657,2905
33,7.328115940093994,2026-03-04T15:52:54.218703,31.25,0.0,0.0,0.0,0.0,0.0,0.0,72.06,6.95,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.947,0,NORMAL,35.482,1.188,0,1,149.1,54,7,1,20.0,truck,20.00,,,0,,,,794067,97893,2688
34,7.494240760803223,2026-03-04T15:52:54.384828,71.83,0.0,6.01,9.03,0.0,0.0,0.0,134.88,6.86,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8995,0,NORMAL,36.864,1.2,0,1,149.1,74,8,1,20.0,truck,20.00,,,0,,,,814793,108455,3419
35,7.594026327133179,2026-03-04T15:52:54.484613,15.62,0.0,15.63,0.0,0.0,0.0,0.0,78.13,7.01,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9188,0,NORMAL,39.573,1.225,0,1,80.7,92,10,1,20.0,truck,20.00,,,0,,,,760583,100493,3364
36,7.79728102684021,2026-03-04T15:52:54.687868,62.64,31.21,15.65,0.0,15.62,0.0,0.0,172.0,6.87,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.7585,0,NORMAL,47.377,1.454,0,1,80.7,92,9,1,20.0,truck,20.00,,,0,,,,760990,95913,2967
