frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,3.4847652912139893,2026-03-05T17:10:48.874881,3099.05,0.0,7.0,26.0,1.0,0.0,0.0,3155.06,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0,0,0,0.0,116,18,0,,,,,,0,,,,285973,150193,4265
1,3.5827605724334717,2026-03-05T17:10:48.972876,1.0,0.0,4.0,0.0,0.0,0.0,0.0,33.0,10.31,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,2.595,-0.068,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,305345,150045,0
2,3.6417675018310547,2026-03-05T17:10:49.031883,2.0,0.0,4.0,0.0,0.0,0.0,0.0,35.0,12.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,6.142,-0.139,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,305345,149972,0
3,3.688762664794922,2026-03-05T17:10:49.078879,1.0,0.0,4.0,0.0,0.0,0.0,0.0,25.0,14.71,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,8.447,-0.095,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,305345,150621,0
4,3.861765146255493,2026-03-05T17:10:49.251881,87.0,0.0,7.0,24.0,0.0,0.0,0.0,151.0,10.61,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,9.224,-0.087,0,0,0,0,0,0.0,125,17,0,,,,,,0,,,,276198,139315,3847
5,3.9037680625915527,2026-03-05T17:10:49.293884,1.01,0.0,4.0,0.0,0.0,0.0,0.0,25.0,11.96,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,11.876,-0.009,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,283311,139563,0
6,3.943765640258789,2026-03-05T17:10:49.333881,1.0,0.0,3.0,0.0,0.0,0.0,0.0,24.0,13.07,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,15.547,0.029,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,283311,139486,0
7,3.98276686668396,2026-03-05T17:10:49.372883,1.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,14.08,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,19.901,0.066,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,283311,139455,0
8,4.1297690868377686,2026-03-05T17:10:49.519885,75.0,0.0,7.0,21.0,0.0,0.0,0.0,127.0,12.42,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9152,0,NORMAL,22.382,0.153,0,0,0,0,0,0.0,103,14,0,,,,,,0,,,,269374,135332,3679
9,4.166772127151489,2026-03-05T17:10:49.556888,1.0,0.0,2.0,0.0,0.0,0.0,1.0,22.0,13.2,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9152,0,NORMAL,22.308,0.191,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,279525,135258,0
10,4.215770721435547,2026-03-05T17:10:49.605886,1.0,0.0,3.0,0.0,0.0,0.0,0.0,29.0,13.68,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9152,0,NORMAL,24.093,0.198,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,279525,135673,0
11,4.255772352218628,2026-03-05T17:10:49.645888,2.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,14.27,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9152,0,NORMAL,26.949,0.151,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,279525,135601,0
12,4.399772882461548,2026-03-05T17:10:49.789889,73.0,0.0,7.0,22.0,1.0,0.0,0.0,129.0,13.11,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.87,0,NORMAL,27.608,-0.033,0,0,0,0,0,0.0,111,13,0,,,,,,0,,,,290871,147827,4129
13,4.44477915763855,2026-03-05T17:10:49.834895,1.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,13.54,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.87,0,NORMAL,27.28,-0.129,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,303700,147753,0
14,4.489774703979492,2026-03-05T17:10:49.879891,1.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,13.93,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.87,0,NORMAL,27.009,-0.247,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,303700,147679,0
15,4.529776096343994,2026-03-05T17:10:49.919892,1.0,0.0,3.0,0.0,0.0,0.0,0.0,23.0,14.35,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.87,0,NORMAL,28.283,-0.337,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,303700,147856,0
16,4.673777341842651,2026-03-05T17:10:50.063893,75.0,0.0,6.0,22.0,0.0,0.0,0.0,127.0,13.46,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8856,0,NORMAL,29.803,-0.353,0,0,0,0,0,0.0,133,13,0,,,,,,0,,,,290091,148453,4048
17,4.713792562484741,2026-03-05T17:10:50.103908,1.01,0.0,5.0,0.0,0.0,0.0,0.0,24.01,13.83,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8856,0,NORMAL,30.69,-0.371,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,313533,148379,0
