frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
12,139.0538947582245,2026-02-11T12:03:58.972666,1287.54,0.0,5.0,141.77,1.97,0.0,0.0,1437.28,0.11,48.93,-25.651,LEFT,1.159,0.967,"CMD,-25.7,0.97",1,1,220.8,908,1181,0,,,,,,0,,,,313813,140988,933
13,142.32914090156555,2026-02-11T12:04:02.247913,3090.18,0.0,5.0,144.0,3.03,0.0,0.0,3243.25,0.11,24.465,-4.219,STRAIGHT,0.3,0.799,"CMD,-4.2,0.80",0,1,0.0,1003,1275,0,,,,,,0,,,,315254,141164,1034
14,146.40212988853455,2026-02-11T12:04:06.320902,3935.03,0.0,4.99,101.0,0.0,0.0,0.0,4042.03,0.12,24.465,1.582,STRAIGHT,0.3,0.614,"CMD,1.6,0.61",0,1,0.0,950,1221,0,,,,,,0,,,,312180,142113,967
15,149.1299765110016,2026-02-11T12:04:09.048748,2567.11,0.0,6.0,123.74,1.0,0.0,0.0,2698.84,0.12,24.465,6.929,STRAIGHT,0.3,0.614,"CMD,6.9,0.61",0,1,0.0,775,991,0,,,,,,0,,,,320571,145686,775
16,154.1220018863678,2026-02-11T12:04:14.040773,4821.14,0.0,6.0,126.85,1.03,0.0,0.0,4957.01,0.13,24.465,29.358,RIGHT,0.3,0.472,"CMD,29.4,0.47",0,1,0.0,1015,1353,0,,,,,,0,,,,319940,145857,1023
17,155.80117988586426,2026-02-11T12:04:15.719951,1424.99,0.0,5.0,198.23,15.0,0.0,0.0,1645.21,0.13,-3.497,18.873,RIGHT,1.328,0.506,"CMD,18.9,0.51",1,3,472.6,1165,1341,0,,,,,,0,,,,292627,133554,1208
18,156.35555243492126,2026-02-11T12:04:16.274324,290.37,0.0,7.99,175.0,26.01,0.0,0.0,500.38,0.14,14.113,16.802,RIGHT,1.38,0.722,"CMD,16.8,0.72",1,3,490.8,1253,1365,0,,,,,,0,,,,292063,130868,1253
19,178.21181893348694,2026-02-11T12:04:38.130591,21679.31,0.0,4.96,93.0,12.0,0.0,0.0,21791.27,0.13,-2.862,11.337,STRAIGHT,1.5,0.962,"CMD,11.3,0.96",1,3,474.0,1222,1386,0,,,,,,0,,,,276282,125788,1234
20,220.92473983764648,2026-02-11T12:05:20.843511,42581.92,0.0,4.97,75.0,12.03,0.0,0.0,42675.91,0.1,17.43,9.93,STRAIGHT,1.5,1.202,"CMD,9.9,1.20",1,3,499.2,1288,1510,0,,,,,,0,,,,272509,124857,1320
21,228.96428894996643,2026-02-11T12:05:28.883061,7889.55,0.0,6.0,95.0,15.0,0.0,0.0,8007.55,0.1,-19.762,1.084,STRAIGHT,1.5,1.442,"CMD,1.1,1.44",1,3,491.2,1299,1502,0,,,,,,0,,,,280888,126784,1324
22,245.34173226356506,2026-02-11T12:05:45.260504,16088.44,0.0,10.0,219.0,17.0,0.0,0.0,16336.4,0.1,-3.752,1.033,STRAIGHT,1.5,1.476,"CMD,1.0,1.48",1,2,492.4,1171,1299,0,,,,,,0,,,,272152,118555,1174
23,292.1134834289551,2026-02-11T12:06:32.032255,46608.75,0.0,5.0,87.0,15.0,0.0,0.0,46717.75,0.09,17.733,1.757,STRAIGHT,1.5,1.5,"CMD,1.8,1.50",1,4,504.8,1208,1300,0,,,,,,0,,,,250370,112798,1224
24,333.4204993247986,2026-02-11T12:07:13.339271,41190.02,0.0,4.0,69.04,0.0,0.0,0.0,41264.05,0.08,8.866,4.103,STRAIGHT,0.3,1.26,"CMD,4.1,1.26",0,4,0.0,1184,1464,0,,,,,,0,,,,206846,76836,1233
25,353.0848398208618,2026-02-11T12:07:33.003612,19548.34,0.0,4.0,66.03,11.0,0.0,0.0,19630.37,0.08,-11.373,-1.658,STRAIGHT,1.5,1.26,"CMD,-1.7,1.26",1,3,475.0,1276,1472,0,,,,,,0,,,,250507,108290,1294
26,381.19840002059937,2026-02-11T12:08:01.117171,28009.55,0.0,4.03,64.98,2.0,0.0,0.0,28081.56,0.07,0.0,2.295,STRAIGHT,1.5,1.26,"CMD,2.3,1.26",1,1,345.6,859,963,0,,,,,,0,,,,211468,79079,926
27,391.5435321331024,2026-02-11T12:08:11.462304,10210.13,0.0,5.0,92.0,9.0,0.0,0.0,10317.13,0.07,-4.497,2.146,STRAIGHT,1.5,1.26,"CMD,2.1,1.26",1,2,464.9,1183,1350,0,,,,,,0,,,,244405,109164,1217
28,398.437707901001,2026-02-11T12:08:18.356480,6726.18,0.0,6.0,111.0,11.0,0.0,0.0,6856.18,0.08,-0.96,-1.593,STRAIGHT,1.5,1.26,"CMD,-1.6,1.26",1,2,474.8,1084,1185,0,,,,,,0,,,,260604,114141,1102
29,471.91044330596924,2026-02-11T12:09:31.829215,73340.73,0.0,4.0,81.01,1.0,0.0,0.0,73427.75,0.07,-0.48,-3.462,STRAIGHT,0.3,1.26,"CMD,-3.5,1.26",0,2,0.0,1069,1169,0,,,,,,0,,,,258779,110147,1069
30,472.1976399421692,2026-02-11T12:09:32.116412,166.56,0.0,4.04,75.97,6.01,0.0,0.0,253.99,0.07,-0.64,-1.316,STRAIGHT,1.5,1.26,"CMD,-1.3,1.26",1,2,470.6,1057,1157,0,,,,,,0,,,,258909,116371,1068
