frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,5.106200695037842,2026-03-17T15:48:09.312367,4084.93,147.0,16.0,57.0,41.0,0.0,1.0,4371.94,0.0,0.01,0.01,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.146,0.002,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,2,107.3,122,10,dijkstra,endpoint_arc,0.66461,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,285973,199079,4377
1,5.471726417541504,2026-03-17T15:48:09.677893,116.0,52.0,20.0,60.0,44.0,0.0,0.0,328.52,2.74,0.018,0.014,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0008,2.1,0.002,1,0.9494,0,NORMAL,2.595,-0.068,1,1,1,1,2,105.0,127,10,dijkstra,endpoint_arc,0.64696,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,275006,193938,4171
2,5.821733713150024,2026-03-17T15:48:10.027900,110.0,48.0,16.0,66.0,40.0,0.0,0.0,318.01,2.8,0.022,0.018,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0008,2.146,0.002,1,0.9539,0,NORMAL,6.142,-0.139,1,1,1,1,2,107.3,218,10,dijkstra,endpoint_arc,0.655,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,282699,196452,5028
3,6.161252737045288,2026-03-17T15:48:10.367420,114.52,43.0,16.0,68.6,39.4,0.0,0.57,313.52,2.84,0.025,0.022,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.146,0.002,1,0.9759,0,NORMAL,8.447,-0.095,1,1,1,1,2,107.3,225,11,dijkstra,endpoint_arc,0.65853,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,283233,197559,5177
4,6.481258153915405,2026-03-17T15:48:10.687425,117.6,44.4,14.0,47.01,33.0,0.0,0.0,292.0,2.91,0.027,0.025,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.146,0.002,1,0.968,0,NORMAL,9.224,-0.087,1,1,1,1,2,107.3,127,11,dijkstra,endpoint_arc,0.64347,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276198,192907,4326
5,6.800264596939087,2026-03-17T15:48:11.006431,115.0,44.0,13.0,47.0,36.0,0.0,0.0,290.0,2.95,0.028,0.027,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.192,0.002,1,0.9631,0,NORMAL,11.876,-0.009,1,1,1,1,2,109.6,111,11,dijkstra,endpoint_arc,0.6431,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,279874,192853,4234
6,7.134270906448364,2026-03-17T15:48:11.340438,115.0,49.0,18.0,57.0,40.0,0.0,0.0,310.0,2.96,0.028,0.028,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.237,0.002,1,0.9653,0,NORMAL,15.547,0.029,1,1,1,1,2,111.9,123,11,dijkstra,endpoint_arc,0.65593,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,281026,196721,4454
7,7.453275203704834,2026-03-17T15:48:11.659442,113.0,44.0,17.0,47.0,35.0,0.0,0.0,291.01,2.98,0.028,0.028,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0007,2.283,0.002,1,0.9705,0,NORMAL,19.901,0.066,1,1,1,1,2,114.2,129,13,dijkstra,endpoint_arc,0.65564,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,278841,196602,4534
8,7.781487464904785,2026-03-17T15:48:11.987654,118.02,45.19,16.0,52.0,37.32,0.0,0.0,300.54,2.99,0.027,0.028,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0006,2.374,0.002,1,0.9549,0,NORMAL,22.382,0.153,1,1,1,1,2,118.7,117,12,dijkstra,endpoint_arc,0.63893,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,269374,191551,4080
9,8.123496294021606,2026-03-17T15:48:12.329663,115.0,54.0,17.0,60.0,40.0,0.0,0.0,316.01,2.98,0.026,0.027,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",4.0,0.0006,2.374,0.002,1,0.9574,0,NORMAL,22.308,0.191,1,1,1,1,2,118.7,141,10,dijkstra,endpoint_arc,0.64955,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,275216,194860,4549
