frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,8.72337532043457,2026-03-17T14:15:43.793511,7595.13,203.1,15.62,31.25,15.62,0.0,0.0,7891.98,0.0,-3.24,-3.24,STRAIGHT,0.873,0.873,"CMD,-3.2,0.87",4.0,-0.2379,0.659,-8.355,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,1,284.2,145,9,dijkstra,fallback_centerline,0.35981,0.5079,-0.0226,1,0.4921,straight_center,straight,0.7149,0.6,5.8447,0.152,0,,,,,,0,,,,285973,107699,2626
1,8.848381757736206,2026-03-17T14:15:43.918518,0.0,31.29,15.59,0.0,0.0,0.0,0.0,78.13,8.0,-5.4,-4.32,STRAIGHT,1.297,1.085,"CMD,-4.3,1.08",4.0,-0.2379,0.659,-8.355,1,1.0,0,NORMAL,2.595,-0.068,1,1,1,1,5,431.0,0,0,dijkstra,template,0.35862,0.7922,0.0474,0,0.2078,left_gentle,left,0.7048,0.6182,6.0274,0.196,0,,,,,,0,,,,305345,107699,2626
2,9.004629850387573,2026-03-17T14:15:44.074766,78.12,31.25,0.0,0.0,0.0,0.0,0.0,140.62,7.11,-6.839,-5.4,STRAIGHT,1.335,1.168,"CMD,-5.4,1.17",4.0,-0.2379,0.659,-8.355,1,0.949,0,NORMAL,6.142,-0.139,1,1,1,1,5,431.0,0,0,dijkstra,template,0.35781,0.8304,0.032,0,0.1696,left_gentle,left,0.7116,0.6,5.8447,0.1664,0,,,,,,0,,,,282699,107234,0
3,9.162248134613037,2026-03-17T14:15:44.232384,63.86,31.25,0.0,0.0,15.62,0.0,0.0,141.99,6.84,-7.799,-6.839,STRAIGHT,1.333,1.209,"CMD,-6.8,1.21",4.0,-0.2379,0.659,-8.355,1,0.9759,0,NORMAL,8.447,-0.095,1,1,1,1,5,431.0,0,0,dijkstra,template,0.35434,0.829,0.0302,0,0.171,left_gentle,left,0.7085,0.6,5.8447,0.1796,0,,,,,,0,,,,283233,106242,0
4,9.302878856658936,2026-03-17T14:15:44.373015,78.13,31.25,0.0,0.0,0.0,0.0,0.0,125.01,6.9,-8.439,-7.799,STRAIGHT,1.333,1.234,"CMD,-7.8,1.23",4.0,-0.2379,0.659,-8.355,1,0.968,0,NORMAL,9.224,-0.087,1,1,1,1,5,431.0,0,0,dijkstra,template,0.34514,0.8291,0.0319,0,0.1709,left_gentle,left,0.708,0.6,5.8447,0.1819,0,,,,,,0,,,,276198,103401,0
5,9.460445642471313,2026-03-17T14:15:44.530582,62.5,46.88,0.0,0.0,0.0,0.0,0.0,140.63,6.78,-8.866,-8.439,STRAIGHT,1.227,1.233,"CMD,-8.4,1.23",4.0,-0.2379,0.659,-8.355,1,0.9631,0,NORMAL,11.876,-0.009,1,1,1,1,5,431.0,0,0,dijkstra,template,0.35159,0.72,0.0249,0,0.28,left_gentle,left,0.7056,0.6,5.8447,0.1926,0,,,,,,0,,,,279874,105351,0
6,9.61669921875,2026-03-17T14:15:44.686835,62.5,31.25,15.63,0.0,0.0,0.0,0.0,140.63,6.72,-9.15,-8.866,STRAIGHT,1.227,1.232,"CMD,-8.9,1.23",4.0,-0.2379,0.659,-8.355,1,0.9653,0,NORMAL,15.547,0.029,1,1,1,1,5,431.0,0,0,dijkstra,template,0.34798,0.72,0.0223,0,0.28,left_gentle,left,0.7037,0.6,5.8447,0.2005,0,,,,,,0,,,,281026,104307,0
7,9.772949457168579,2026-03-17T14:15:44.843086,62.5,31.25,15.62,0.0,0.0,0.0,0.0,140.63,6.67,-9.34,-9.15,STRAIGHT,1.227,1.232,"CMD,-9.2,1.23",4.0,-0.2379,0.659,-8.355,1,0.9705,0,NORMAL,19.901,0.066,1,1,1,1,5,431.0,0,0,dijkstra,template,0.34407,0.72,0.0203,0,0.28,left_gentle,left,0.7041,0.6,5.8447,0.1988,0,,,,,,0,,,,278841,102960,0
8,9.866702556610107,2026-03-17T14:15:44.936839,0.0,31.25,15.62,0.0,0.0,0.0,0.0,78.13,7.0,-9.466,-9.34,STRAIGHT,1.227,1.276,"CMD,-9.3,1.28",4.0,-0.2379,0.659,-8.355,1,0.9705,0,NORMAL,22.382,0.153,1,1,1,1,5,431.0,0,0,dijkstra,template,0.34343,0.72,0.0263,0,0.28,left_gentle,left,0.6966,0.6182,6.0274,0.2314,0,,,,,,0,,,,289693,103029,0
9,9.94484281539917,2026-03-17T14:15:45.014979,15.62,31.27,0.0,0.0,0.0,0.0,0.0,62.52,7.37,-7.031,-9.34,STRAIGHT,1.304,1.277,"CMD,-9.3,1.28",3.427,-0.0524,3.403,-0.306,1,0.9705,0,NORMAL,22.308,0.191,1,1,1,1,5,431.0,0,0,dijkstra,template,0.34343,0.7988,0.0309,0,0.2012,left_gentle,left,0.6843,0.6364,6.21,0.2846,0,,,,,,0,,,,289693,103068,0
