frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.7730536460876465,2026-03-05T15:15:07.400319,2173.91,116.96,6.03,27.05,0.0,0.0,0.0,2339.92,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0.0,116,18,0,,,,,,0,,,,285973,150193,4265
1,2.954052686691284,2026-03-05T15:15:07.581318,81.0,36.0,8.0,26.0,0.0,0.0,1.0,181.0,5.5,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9494,0,NORMAL,2.595,-0.068,0,0,0.0,115,16,0,,,,,,0,,,,275006,136809,3811
2,3.136108160018921,2026-03-05T15:15:07.763374,74.95,38.0,10.0,33.05,0.0,0.0,0.0,182.06,5.49,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9539,0,NORMAL,6.142,-0.139,0,0,0.0,120,17,0,,,,,,0,,,,282699,142933,4383
3,3.316065549850464,2026-03-05T15:15:07.943331,76.0,36.0,9.0,34.01,1.0,0.0,0.0,179.96,5.52,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9759,0,NORMAL,8.447,-0.095,0,0,0.0,112,18,0,,,,,,0,,,,283233,144846,4263
4,3.4860622882843018,2026-03-05T15:15:08.113328,74.0,35.0,7.0,29.99,1.0,0.0,0.0,170.0,5.6,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.968,0,NORMAL,9.224,-0.087,0,0,0.0,125,17,0,,,,,,0,,,,276198,139315,3847
5,3.657097816467285,2026-03-05T15:15:08.284363,75.0,35.01,8.99,29.03,1.0,0.0,0.0,171.04,5.65,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9631,0,NORMAL,11.876,-0.009,0,0,0.0,107,16,0,,,,,,0,,,,279874,139053,3724
6,3.8321025371551514,2026-03-05T15:15:08.459368,72.01,36.0,9.0,37.03,0.0,0.0,0.0,175.0,5.66,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9653,0,NORMAL,15.547,0.029,0,0,0.0,129,19,0,,,,,,0,,,,281026,143396,4070
7,4.009137868881226,2026-03-05T15:15:08.636403,75.0,35.0,11.01,33.04,1.0,0.0,0.0,177.04,5.66,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9705,0,NORMAL,19.901,0.066,0,0,0.0,130,17,0,,,,,,0,,,,278841,142386,4274
8,4.175175428390503,2026-03-05T15:15:08.802441,72.01,33.0,8.0,27.03,1.01,0.0,0.0,166.04,5.7,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9549,0,NORMAL,22.382,0.153,0,0,0.0,103,14,0,,,,,,0,,,,269374,135332,3679
9,4.340141773223877,2026-03-05T15:15:08.967407,74.0,35.05,7.95,26.0,1.0,0.0,0.0,164.97,5.74,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9574,0,NORMAL,22.308,0.191,0,0,0.0,90,11,0,,,,,,0,,,,275216,140097,3704
10,4.5061423778533936,2026-03-05T15:15:09.133408,73.0,33.05,8.99,26.0,0.0,0.0,0.0,166.0,5.77,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9126,0,NORMAL,24.093,0.198,0,0,0.0,92,10,0,,,,,,0,,,,254195,122143,2820
11,4.679148435592651,2026-03-05T15:15:09.306414,74.06,35.95,9.0,30.0,0.0,0.0,1.0,173.01,5.77,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9187,0,NORMAL,26.949,0.151,0,0,0.0,122,12,0,,,,,,0,,,,268445,126157,3269
12,4.844146966934204,2026-03-05T15:15:09.471412,72.0,36.0,8.0,29.0,0.0,0.0,0.0,165.0,5.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9053,0,NORMAL,27.608,-0.033,0,0,0.0,111,13,0,,,,,,0,,,,290871,147827,4129
