frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.8341283798217773,2026-03-05T16:46:18.025620,2164.54,118.0,7.0,27.0,0.0,0.0,0.0,2347.54,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0,0,0,0.0,9,4,1,20.0,truck,20.00,,,0,,,,1034145,64575,1332
1,3.069129228591919,2026-03-05T16:46:18.260621,96.0,38.0,9.0,24.0,0.0,0.0,0.0,234.0,4.26,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9616,0,NORMAL,0.259,0.013,0,0,0,0,0,0.0,9,4,1,20.0,truck,20.00,,,0,,,,1068855,65075,1431
2,3.3071298599243164,2026-03-05T16:46:18.498622,98.0,49.0,11.0,24.0,0.0,0.0,1.0,238.0,4.22,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9675,0,NORMAL,0.215,0.029,0,0,0,0,0,0.0,9,4,1,20.0,truck,20.00,,,0,,,,1050381,66433,1415
3,3.5356462001800537,2026-03-05T16:46:18.727138,92.52,32.0,9.0,22.0,1.0,0.0,0.0,228.52,4.27,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9622,0,NORMAL,0.472,0.047,0,0,0,0,0,0.0,9,4,1,20.0,truck,20.00,,,0,,,,1047160,67235,1433
4,3.773648977279663,2026-03-05T16:46:18.965141,96.0,37.0,10.0,37.0,0.0,0.0,0.0,237.0,4.26,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8602,0,NORMAL,0.305,0.064,0,0,0,0,0,0.0,91,8,1,20.0,truck,20.00,,,0,,,,901731,64222,1931
5,4.055649042129517,2026-03-05T16:46:19.247141,94.0,70.0,13.0,41.0,1.0,0.0,0.0,282.0,4.09,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9753,0,NORMAL,0.783,0.098,0,0,0,0,0,0.0,78,6,1,20.0,truck,20.00,,,0,,,,921883,72086,1718
6,4.290650844573975,2026-03-05T16:46:19.482142,94.0,39.0,10.0,36.0,0.0,0.0,0.0,235.0,4.12,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9835,0,NORMAL,0.899,0.112,0,0,0,0,0,0.0,78,6,1,20.0,truck,20.00,,,0,,,,931874,72566,1654
7,4.5206522941589355,2026-03-05T16:46:19.712144,92.0,36.0,11.0,31.0,1.0,0.0,0.0,230.0,4.15,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9709,0,NORMAL,1.158,0.116,0,0,0,0,0,0.0,83,7,1,20.0,truck,20.00,,,0,,,,948517,72250,1886
8,4.768657684326172,2026-03-05T16:46:19.960149,92.0,37.0,11.0,52.0,1.0,0.0,0.0,248.01,4.13,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9579,0,NORMAL,1.447,0.144,0,0,0,0,0,0.0,179,12,1,20.0,truck,20.00,,,0,,,,915629,73388,2678
9,4.987657308578491,2026-03-05T16:46:20.179149,90.01,32.99,8.0,30.0,0.0,0.0,1.0,219.0,4.18,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9601,0,NORMAL,1.797,0.173,0,0,0,0,0,0.0,98,4,1,20.0,truck,20.00,,,0,,,,879791,64161,1627
