frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,5.0276360511779785,2026-03-17T17:12:32.032581,4123.58,175.04,17.0,48.0,28.0,0.0,0.0,4411.62,0.0,-0.373,-0.373,STRAIGHT,1.5,1.5,"CMD,-0.4,1.50",4.0,-0.0271,3.99,-0.216,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,1,467.1,178,8,dijkstra,fallback_centerline,0.6614,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276033,237193,9628
1,5.164639472961426,2026-03-17T17:12:32.169585,13.0,2.0,18.0,42.0,22.0,0.0,0.0,136.0,7.3,-0.622,-0.497,STRAIGHT,1.5,1.5,"CMD,-0.5,1.50",4.0,-0.0271,3.989,-0.217,1,0.9928,0,NORMAL,2.595,-0.068,1,1,1,1,1,476.5,154,9,dijkstra,fallback_centerline,0.6639,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276702,238036,9132
2,5.427126169204712,2026-03-17T17:12:32.432071,87.94,52.33,17.8,46.09,28.01,0.0,1.0,262.49,5.01,-0.79,-0.622,STRAIGHT,1.5,1.5,"CMD,-0.6,1.50",4.0,-0.0273,3.989,-0.218,1,0.9536,0,NORMAL,6.142,-0.139,1,1,1,1,1,476.8,176,9,dijkstra,fallback_centerline,0.65514,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,274079,234814,9193
3,5.551133871078491,2026-03-17T17:12:32.556079,12.0,1.0,17.0,41.0,21.0,0.0,0.0,124.01,5.73,-0.904,-0.79,STRAIGHT,1.5,1.5,"CMD,-0.8,1.50",4.0,-0.0274,3.989,-0.219,1,0.9952,0,NORMAL,8.447,-0.095,1,1,1,1,1,477.0,174,9,dijkstra,fallback_centerline,0.65632,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,274059,235328,9118
4,6.214752435684204,2026-03-17T17:12:33.219697,89.93,47.27,18.0,48.0,430.43,0.0,0.0,663.62,3.37,-1.665,-0.904,STRAIGHT,1.5,1.5,"CMD,-0.9,1.50",3.734,-0.0773,3.676,-0.534,1,0.9625,0,NORMAL,9.224,-0.087,1,1,1,1,3,483.5,154,9,dijkstra,dt_corridor,0.64649,0.0,0.0,0,0.0,,,0.993,0.993,7.7195,0.3321,0,,,,,,0,,,,273498,231915,8634
5,6.667702674865723,2026-03-17T17:12:33.672648,11.78,2.0,15.18,30.03,359.72,0.0,0.0,452.95,3.05,-2.149,-1.665,STRAIGHT,1.5,1.5,"CMD,-1.7,1.50",3.836,-0.0756,3.776,-0.551,1,0.9964,0,NORMAL,11.876,-0.009,1,1,1,1,3,483.6,158,9,dijkstra,dt_corridor,0.64776,0.0,0.0,0,0.0,,,0.993,0.993,7.7284,0.3342,0,,,,,,0,,,,273465,232562,8728
6,7.250903606414795,2026-03-17T17:12:34.255849,73.23,49.06,17.22,41.05,371.77,0.0,0.0,583.2,2.7,-2.379,-2.149,STRAIGHT,1.5,1.5,"CMD,-2.1,1.50",3.894,-0.0689,3.842,-0.518,1,0.9454,0,NORMAL,15.547,0.029,1,1,1,1,3,483.8,158,10,dijkstra,dt_corridor,0.66394,0.0,0.0,0,0.0,,,0.993,0.993,7.8036,0.3356,0,,,,,,0,,,,280435,238073,9080
7,7.358674764633179,2026-03-17T17:12:34.363620,10.98,1.71,14.61,28.79,18.42,0.0,0.0,107.77,3.0,-2.344,-2.344,STRAIGHT,1.5,1.5,"CMD,-2.3,1.50",3.401,-0.0552,3.356,-0.313,1,0.9942,0,NORMAL,19.901,0.066,1,1,1,1,1,664.1,154,11,dijkstra,fallback_skeleton,0.6658,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,280416,238594,9074
8,7.579133033752441,2026-03-17T17:12:34.584078,72.21,45.86,17.0,35.0,22.0,0.0,0.0,220.46,3.14,-2.055,-2.344,STRAIGHT,1.5,1.5,"CMD,-2.3,1.50",4.0,-0.0358,3.974,-0.284,1,0.9296,0,NORMAL,22.382,0.153,1,1,1,1,1,473.9,153,8,dijkstra,fallback_centerline,0.61015,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,273437,218933,8023
9,7.6961517333984375,2026-03-17T17:12:34.701097,10.0,0.0,18.03,35.0,22.0,0.0,0.0,117.02,3.37,-1.894,-2.055,STRAIGHT,1.5,1.5,"CMD,-2.1,1.50",3.403,-0.0381,3.371,-0.217,1,0.996,0,NORMAL,22.308,0.191,1,1,1,1,1,660.1,148,8,dijkstra,fallback_skeleton,0.60957,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,273873,218731,7887
