frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.731034994125366,2026-03-16T15:46:09.069802,2195.06,113.97,9.0,0.0,3.0,0.0,0.0,2338.03,0.0,0.0,0.0,STRAIGHT,1.43,1.43,"CMD,0.0,1.43",4.0,0.0,4.0,0.0,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,5,400.0,0,0,dijkstra,template,0.63174,0.9286,0.075,0,0.0714,straight_center,straight,0.9442,0.9818,9.6804,0.2418,0,,,,,,0,,,,285973,189036,0
1,2.8210344314575195,2026-03-16T15:46:09.159801,1.0,32.0,4.0,0.0,3.0,0.0,0.0,67.0,11.11,0.0,0.0,STRAIGHT,1.468,1.449,"CMD,0.0,1.45",4.0,0.0,4.0,0.0,1,1.0,0,NORMAL,2.595,-0.068,1,1,1,1,5,400.0,0,0,dijkstra,template,0.63165,0.9671,0.0814,0,0.0329,straight_center,straight,0.9442,0.9818,9.6804,0.2416,0,,,,,,0,,,,305345,188901,0
2,2.9140355587005615,2026-03-16T15:46:09.252803,0.0,36.0,5.0,0.0,4.01,0.0,0.0,76.0,10.93,0.0,0.0,STRAIGHT,1.468,1.455,"CMD,0.0,1.46",4.0,0.0,4.0,0.0,1,1.0,0,NORMAL,6.142,-0.139,1,1,1,1,5,400.0,0,0,dijkstra,template,0.61841,0.9667,0.073,0,0.0333,straight_center,straight,0.9441,0.9636,9.4977,0.2424,0,,,,,,0,,,,305345,186870,0
3,3.009037971496582,2026-03-16T15:46:09.347805,1.0,35.0,5.99,0.0,3.0,0.0,0.0,76.0,10.79,0.0,0.0,STRAIGHT,1.467,1.458,"CMD,0.0,1.46",4.0,0.0,4.0,0.0,1,1.0,0,NORMAL,8.447,-0.095,1,1,1,1,5,400.0,0,0,dijkstra,template,0.60934,0.9663,0.0648,0,0.0337,straight_center,straight,0.9439,0.9636,9.4977,0.2429,0,,,,,,0,,,,305345,184048,0
4,3.202040910720825,2026-03-16T15:46:09.540808,94.0,35.0,11.0,0.0,4.0,0.0,1.0,175.0,8.49,0.0,0.0,STRAIGHT,1.469,1.46,"CMD,0.0,1.46",4.0,0.0,4.0,0.0,1,0.9265,0,NORMAL,9.224,-0.087,1,1,1,1,5,400.0,0,0,dijkstra,template,0.60998,0.968,0.0755,0,0.032,straight_center,straight,0.9484,0.9818,9.6804,0.2234,0,,,,,,0,,,,276198,182467,0
5,3.28904128074646,2026-03-16T15:46:09.627808,1.0,34.0,5.0,0.0,4.0,0.0,1.0,67.0,8.96,0.0,0.0,STRAIGHT,1.469,1.462,"CMD,0.0,1.46",4.0,0.0,4.0,0.0,1,0.9265,0,NORMAL,11.876,-0.009,1,1,1,1,5,400.0,0,0,dijkstra,template,0.60975,0.9681,0.0616,0,0.0319,straight_center,straight,0.9486,0.9818,9.6804,0.2226,0,,,,,,0,,,,283311,182367,0
6,3.3790416717529297,2026-03-16T15:46:09.717809,0.0,34.0,7.0,0.0,5.0,0.0,0.0,72.0,9.26,0.0,0.0,STRAIGHT,1.468,1.463,"CMD,0.0,1.46",4.0,0.0,4.0,0.0,1,0.9265,0,NORMAL,15.547,0.029,1,1,1,1,5,400.0,0,0,dijkstra,template,0.59783,0.9675,0.0474,0,0.0325,straight_center,straight,0.9484,0.9636,9.4977,0.2238,0,,,,,,0,,,,283311,179959,0
7,3.4730725288391113,2026-03-16T15:46:09.811840,1.0,33.03,5.0,0.0,4.0,0.0,0.0,72.03,9.43,0.0,0.0,STRAIGHT,1.468,1.463,"CMD,0.0,1.46",4.0,0.0,4.0,0.0,1,0.9265,0,NORMAL,19.901,0.066,1,1,1,1,5,400.0,0,0,dijkstra,template,0.58872,0.9668,0.0421,0,0.0332,straight_center,straight,0.9478,0.9636,9.4977,0.2261,0,,,,,,0,,,,283311,176783,0
8,3.6540777683258057,2026-03-16T15:46:09.992845,86.0,33.0,9.0,0.0,3.0,0.0,0.0,161.0,8.67,0.0,0.0,STRAIGHT,1.468,1.468,"CMD,0.0,1.47",4.0,0.0,4.0,0.0,1,0.9152,0,NORMAL,22.382,0.153,1,1,1,1,5,400.0,0,0,dijkstra,template,0.60401,0.9673,0.0392,0,0.0327,straight_center,straight,0.951,0.9818,9.6804,0.2123,0,,,,,,0,,,,269374,180724,0
9,3.7391140460968018,2026-03-16T15:46:10.077881,1.0,34.04,6.0,0.0,3.0,0.0,1.0,68.04,8.93,0.0,0.0,STRAIGHT,1.468,1.468,"CMD,0.0,1.47",4.0,0.0,4.0,0.0,1,0.9152,0,NORMAL,22.308,0.191,1,1,1,1,5,400.0,0,0,dijkstra,template,0.60378,0.9671,0.0337,0,0.0329,straight_center,straight,0.9512,0.9818,9.6804,0.2114,0,,,,,,0,,,,279525,180632,0
