frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.8227920532226562,2026-03-17T17:39:31.255776,2154.24,121.9,10.99,33.0,16.0,0.0,0.0,2363.13,0.0,-0.293,-0.293,STRAIGHT,1.5,1.5,"CMD,-0.3,1.50",3.508,-0.0213,3.502,-0.131,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,1,450.8,163,10,dijkstra,fallback_centerline,0.67441,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,624666,243268,6053
1,2.978799819946289,2026-03-17T17:39:31.411784,27.0,1.0,16.0,31.01,12.0,0.0,0.0,156.01,6.41,-0.489,-0.391,STRAIGHT,1.5,1.5,"CMD,-0.4,1.50",4.0,-0.0214,3.993,-0.171,1,0.9998,0,NORMAL,0.639,0.019,1,1,1,1,1,471.7,163,10,dijkstra,fallback_centerline,0.67441,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,624653,243268,6053
2,3.2074177265167236,2026-03-17T17:39:31.640402,71.48,39.0,13.0,32.01,16.99,0.0,0.14,228.62,5.2,-0.619,-0.489,STRAIGHT,1.5,1.5,"CMD,-0.5,1.50",4.0,-0.0213,3.993,-0.17,1,0.9937,0,NORMAL,1.37,0.044,1,1,1,1,1,472.0,173,9,dijkstra,fallback_centerline,0.6771,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,627837,244222,5917
3,3.3442888259887695,2026-03-17T17:39:31.777273,17.0,1.0,13.0,36.0,12.01,0.0,0.0,135.87,5.76,-0.705,-0.619,STRAIGHT,1.5,1.5,"CMD,-0.6,1.50",4.0,-0.0212,3.993,-0.17,1,0.9997,0,NORMAL,2.182,0.066,1,1,1,1,1,472.0,173,9,dijkstra,fallback_centerline,0.6771,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,627836,244222,5917
4,3.5625007152557373,2026-03-17T17:39:31.995485,69.31,35.9,16.0,28.0,17.0,0.0,0.0,217.21,5.41,-0.762,-0.705,STRAIGHT,1.5,1.5,"CMD,-0.7,1.50",4.0,-0.0212,3.994,-0.17,1,0.9951,0,NORMAL,3.099,0.093,1,1,1,1,1,472.6,180,9,dijkstra,fallback_centerline,0.67769,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,628533,244495,6186
5,3.7075107097625732,2026-03-17T17:39:32.140495,18.0,0.0,14.54,33.0,15.01,0.0,0.0,145.01,5.65,-0.8,-0.762,STRAIGHT,1.5,1.5,"CMD,-0.8,1.50",4.0,-0.0212,3.994,-0.17,1,0.9998,0,NORMAL,4.019,0.12,1,1,1,1,1,472.6,180,9,dijkstra,fallback_centerline,0.67769,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,628492,244495,6186
6,3.9304347038269043,2026-03-17T17:39:32.363419,72.36,38.99,16.0,28.98,13.0,0.0,0.0,222.92,5.42,-0.826,-0.8,STRAIGHT,1.5,1.5,"CMD,-0.8,1.50",4.0,-0.0213,3.994,-0.17,1,0.9961,0,NORMAL,5.063,0.147,1,1,1,1,1,472.6,172,10,dijkstra,fallback_centerline,0.68184,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,629968,245872,6051
7,4.086444139480591,2026-03-17T17:39:32.519428,22.0,1.0,16.0,32.01,13.0,0.0,1.0,156.01,5.54,-0.843,-0.826,STRAIGHT,1.5,1.5,"CMD,-0.8,1.50",4.0,-0.0213,3.994,-0.17,1,0.9998,0,NORMAL,6.139,0.176,1,1,1,1,1,472.6,172,10,dijkstra,fallback_centerline,0.68184,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,629949,245877,6051
8,4.782853364944458,2026-03-17T17:39:33.215837,71.0,36.0,16.0,29.01,491.68,0.0,1.02,696.41,4.08,-1.137,-0.843,STRAIGHT,1.5,1.5,"CMD,-0.8,1.50",3.822,-0.0418,3.8,-0.304,1,0.9943,0,NORMAL,7.419,0.203,1,1,1,1,3,483.3,164,11,dijkstra,dt_corridor,0.68693,0.0,0.0,0,0.0,,,0.958,0.958,7.5491,0.5215,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,629495,247602,6073
9,5.35310173034668,2026-03-17T17:39:33.786086,16.0,1.0,12.04,27.01,459.94,0.0,0.0,570.25,3.56,-1.333,-1.137,STRAIGHT,1.5,1.5,"CMD,-1.1,1.50",3.822,-0.0418,3.8,-0.304,1,0.9998,0,NORMAL,8.674,0.237,1,1,1,1,3,483.3,164,11,dijkstra,dt_corridor,0.68693,0.0,0.0,0,0.0,,,0.958,0.958,7.5491,0.5215,4,20.0,car;car;car;car,20.00;20.00;20.00;20.00,,,0,,,,629419,247605,6073
