frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,15.790998935699463,2026-02-11T11:59:50.298462,15333.14,0.0,6.0,105.0,7.0,0.0,0.0,15471.13,0.0,11.083,11.083,STRAIGHT,1.5,1.5,"CMD,11.1,1.50",1,2,548.8,1003,1185,0,,,,,,0,,,,284303,136256,1039
1,17.078363180160522,2026-02-11T11:59:51.585826,1073.8,0.0,4.97,82.0,7.03,0.0,0.0,1171.81,0.78,-7.046,2.018,STRAIGHT,1.5,1.5,"CMD,2.0,1.50",1,2,467.8,1176,1368,0,,,,,,0,,,,287891,132696,1206
2,17.2923264503479,2026-02-11T11:59:51.799790,89.99,0.0,4.99,76.0,0.0,0.0,0.0,173.0,1.33,-3.523,0.171,STRAIGHT,0.3,1.1,"CMD,0.2,1.10",0,2,0.0,734,871,0,,,,,,0,,,,300528,142067,771
3,17.49607229232788,2026-02-11T11:59:52.003536,90.74,0.0,4.02,67.98,2.0,0.0,0.0,165.75,1.76,-46.219,-11.426,STRAIGHT,1.5,1.2,"CMD,-11.4,1.20",1,1,241.8,953,1192,0,,,,,,0,,,,246590,130494,969
4,17.76707172393799,2026-02-11T11:59:52.274535,160.03,0.0,3.97,67.0,0.0,0.0,0.0,232.96,2.03,-23.109,-13.763,LEFT,0.3,1.02,"CMD,-13.8,1.02",0,1,0.0,881,1130,0,,,,,,0,,,,219814,122696,888
5,18.23926591873169,2026-02-11T11:59:52.746729,337.25,0.0,4.97,97.0,0.0,0.0,0.0,442.23,2.04,-23.109,-20.601,LEFT,0.3,0.78,"CMD,-20.6,0.78",0,1,0.0,918,1140,0,,,,,,0,,,,285696,135843,945
6,18.72677993774414,2026-02-11T11:59:53.234243,281.52,0.0,8.0,158.0,0.0,0.0,0.0,448.52,2.04,-23.109,-23.814,LEFT,0.3,0.54,"CMD,-23.8,0.54",0,1,0.0,829,1020,0,,,,,,0,,,,300705,139799,843
7,19.18275809288025,2026-02-11T11:59:53.690221,284.97,0.0,5.0,111.0,9.0,0.0,0.0,411.98,2.06,19.148,-19.28,LEFT,1.318,0.744,"CMD,-19.3,0.74",1,2,223.1,1002,1206,0,,,,,,0,,,,300635,138721,1014
8,19.641047477722168,2026-02-11T11:59:54.148511,303.3,0.0,6.0,108.05,0.95,0.0,0.0,419.3,2.08,-82.694,-26.575,LEFT,1.136,0.671,"CMD,-26.6,0.67",1,1,111.1,1153,1417,0,,,,,,0,,,,290770,131291,1183
9,20.06729555130005,2026-02-11T11:59:54.574759,282.2,0.0,5.0,101.03,4.99,0.0,0.0,394.22,2.11,-4.542,-22.861,LEFT,1.228,0.856,"CMD,-22.9,0.86",1,1,559.7,955,1127,0,,,,,,0,,,,300382,135404,955
10,20.60197639465332,2026-02-11T11:59:55.109440,389.69,0.0,5.0,86.02,8.98,0.0,0.0,491.68,2.08,-2.271,-18.694,LEFT,0.3,0.856,"CMD,-18.7,0.86",0,1,0.0,1179,1431,0,,,,,,0,,,,253536,118729,1225
11,21.085198879241943,2026-02-11T11:59:55.592662,329.7,0.0,4.99,105.53,2.0,0.0,0.0,443.22,2.08,-87.678,-31.608,LEFT,1.01,0.998,"CMD,-31.6,1.00",1,1,290.3,922,1066,0,,,,,,0,,,,267191,106076,961
12,21.578007698059082,2026-02-11T11:59:56.085471,347.86,0.0,4.0,104.95,1.0,0.0,0.0,458.8,2.07,48.93,-25.651,LEFT,1.159,0.967,"CMD,-25.7,0.97",1,1,220.8,908,1181,0,,,,,,0,,,,313813,140988,933
13,22.05382251739502,2026-02-11T11:59:56.561286,321.85,0.0,4.95,106.0,4.0,0.0,0.0,439.81,2.08,24.465,-4.219,STRAIGHT,0.3,0.799,"CMD,-4.2,0.80",0,1,0.0,1003,1275,0,,,,,,0,,,,315254,141164,1034
14,22.517722606658936,2026-02-11T11:59:57.025186,319.01,0.0,3.99,105.87,1.04,0.0,0.0,431.91,2.08,24.465,1.582,STRAIGHT,0.3,0.614,"CMD,1.6,0.61",0,1,0.0,950,1221,0,,,,,,0,,,,312180,142113,967
15,23.032422304153442,2026-02-11T11:59:57.539886,350.0,0.0,5.0,124.74,0.0,0.0,0.0,480.73,2.07,24.465,6.929,STRAIGHT,0.3,0.614,"CMD,6.9,0.61",0,1,0.0,775,991,0,,,,,,0,,,,320571,145686,775
16,23.568152904510498,2026-02-11T11:59:58.075616,363.0,0.0,4.99,127.73,0.0,0.0,0.0,497.73,2.06,24.465,29.358,RIGHT,0.3,0.472,"CMD,29.4,0.47",0,1,0.0,1015,1353,0,,,,,,0,,,,319940,145857,1023
17,24.279998540878296,2026-02-11T11:59:58.787462,519.81,0.0,7.0,138.04,11.0,0.0,0.0,676.85,2.0,-3.497,18.873,RIGHT,1.328,0.506,"CMD,18.9,0.51",1,3,472.6,1165,1341,0,,,,,,0,,,,292627,133554,1208
18,24.881415367126465,2026-02-11T11:59:59.388879,445.42,0.0,4.99,92.0,11.0,0.0,0.0,555.42,1.98,14.113,16.802,RIGHT,1.38,0.722,"CMD,16.8,0.72",1,3,490.8,1253,1365,0,,,,,,0,,,,292063,130868,1253
19,25.505693912506104,2026-02-11T12:00:00.013157,468.57,0.0,5.0,94.75,12.97,0.0,0.0,582.28,1.96,-2.862,11.337,STRAIGHT,1.5,0.962,"CMD,11.3,0.96",1,3,474.0,1222,1386,0,,,,,,0,,,,276282,125788,1234
20,26.06572151184082,2026-02-11T12:00:00.573185,409.04,0.0,4.96,86.0,14.0,0.0,0.0,514.99,1.95,17.43,9.93,STRAIGHT,1.5,1.202,"CMD,9.9,1.20",1,3,499.2,1288,1510,0,,,,,,0,,,,272509,124857,1320
21,26.568227291107178,2026-02-11T12:00:01.075690,357.97,0.0,5.99,86.54,12.0,0.0,0.0,463.53,1.95,-19.762,1.084,STRAIGHT,1.5,1.442,"CMD,1.1,1.44",1,3,491.2,1299,1502,0,,,,,,0,,,,280888,126784,1324
22,27.020711183547974,2026-02-11T12:00:01.528174,305.05,0.0,4.95,90.49,9.0,0.0,0.0,411.49,1.96,-3.752,1.033,STRAIGHT,1.5,1.476,"CMD,1.0,1.48",1,2,492.4,1171,1299,0,,,,,,0,,,,272152,118555,1174
23,27.455715894699097,2026-02-11T12:00:01.963179,295.0,0.0,4.0,80.0,16.0,0.0,0.0,396.0,1.97,17.733,1.757,STRAIGHT,1.5,1.5,"CMD,1.8,1.50",1,4,504.8,1208,1300,0,,,,,,0,,,,250370,112798,1224
24,27.86007833480835,2026-02-11T12:00:02.367542,281.27,0.0,5.0,76.0,1.0,0.0,0.0,365.37,1.99,8.866,4.103,STRAIGHT,0.3,1.26,"CMD,4.1,1.26",0,4,0.0,1184,1464,0,,,,,,0,,,,206846,76836,1233
25,28.27652883529663,2026-02-11T12:00:02.783992,283.48,0.0,3.96,75.01,12.99,0.0,0.0,376.44,2.0,-11.373,-1.658,STRAIGHT,1.5,1.26,"CMD,-1.7,1.26",1,3,475.0,1276,1472,0,,,,,,0,,,,250507,108290,1294
26,28.655842542648315,2026-02-11T12:00:03.163306,259.3,0.0,5.0,73.01,1.0,0.0,0.0,340.31,2.02,0.0,2.295,STRAIGHT,1.5,1.26,"CMD,2.3,1.26",1,1,345.6,859,963,0,,,,,,0,,,,211468,79079,926
27,29.02194619178772,2026-02-11T12:00:03.529409,236.0,0.0,4.0,82.49,9.61,0.0,0.0,333.11,2.04,-4.497,2.146,STRAIGHT,1.5,1.26,"CMD,2.1,1.26",1,2,464.9,1183,1350,0,,,,,,0,,,,244405,109164,1217
28,29.538972854614258,2026-02-11T12:00:04.046436,375.0,0.0,5.0,88.0,9.03,0.0,0.0,478.03,2.04,-0.96,-1.593,STRAIGHT,1.5,1.26,"CMD,-1.6,1.26",1,2,474.8,1084,1185,0,,,,,,0,,,,260604,114141,1102
29,30.002939224243164,2026-02-11T12:00:04.510402,325.0,0.0,4.0,92.04,1.96,0.0,0.0,425.0,2.04,-0.48,-3.462,STRAIGHT,0.3,1.26,"CMD,-3.5,1.26",0,2,0.0,1069,1169,0,,,,,,0,,,,258779,110147,1069
30,30.461069107055664,2026-02-11T12:00:04.968532,314.0,0.0,4.0,91.0,7.0,0.0,1.0,419.0,2.17,-0.64,-1.316,STRAIGHT,1.5,1.26,"CMD,-1.3,1.26",1,2,470.6,1057,1157,0,,,,,,0,,,,258909,116371,1068
31,30.899750232696533,2026-02-11T12:00:05.407213,278.68,0.0,5.0,93.0,9.01,0.0,0.0,387.69,2.13,-0.32,-1.38,STRAIGHT,1.5,1.26,"CMD,-1.4,1.26",1,2,475.2,1034,1107,0,,,,,,0,,,,258438,116217,1042
32,31.423180103302002,2026-02-11T12:00:05.930643,322.89,0.0,12.0,145.52,2.99,0.0,0.0,484.42,2.08,-86.878,-17.856,LEFT,1.354,1.231,"CMD,-17.9,1.23",1,1,438.7,1029,1151,0,,,,,,0,,,,243385,107919,1083
33,31.886542320251465,2026-02-11T12:00:06.394005,319.36,0.0,4.0,87.04,10.97,0.0,0.0,423.36,2.05,0.0,-17.664,LEFT,1.358,1.202,"CMD,-17.7,1.20",1,2,470.2,947,985,0,,,,,,0,,,,250304,109691,950
34,32.3267560005188,2026-02-11T12:00:06.834219,306.2,0.0,3.99,85.0,6.01,0.0,0.0,402.21,2.06,0.32,-17.504,LEFT,1.362,1.415,"CMD,-17.5,1.41",1,2,468.7,960,986,0,,,,,,0,,,,250756,113863,960
35,32.76112961769104,2026-02-11T12:00:07.268593,298.34,0.0,5.0,86.03,7.01,0.0,0.0,397.38,2.07,0.955,-17.185,LEFT,1.37,1.389,"CMD,-17.2,1.39",1,2,477.3,973,1002,0,,,,,,0,,,,253921,116323,973
36,33.22394275665283,2026-02-11T12:00:07.731406,320.33,0.0,4.03,92.48,5.99,0.0,0.0,423.83,2.07,0.0,-17.121,LEFT,1.372,1.363,"CMD,-17.1,1.36",1,2,456.6,970,991,0,,,,,,0,,,,256750,117805,970
37,33.68590211868286,2026-02-11T12:00:08.193365,322.95,0.0,4.0,86.0,7.0,0.0,0.0,420.95,2.06,0.0,0.255,STRAIGHT,1.5,1.393,"CMD,0.3,1.39",1,2,460.8,969,998,0,,,,,,0,,,,259121,120403,979
38,34.123968839645386,2026-02-11T12:00:08.631432,299.86,0.0,4.0,84.2,12.0,0.0,0.0,401.07,2.06,0.317,0.318,STRAIGHT,1.5,1.421,"CMD,0.3,1.42",1,3,480.6,958,979,0,,,,,,0,,,,261689,123953,970
39,34.6172239780426,2026-02-11T12:00:09.124687,352.06,0.0,4.0,89.16,7.94,0.0,0.0,454.17,2.07,0.0,0.254,STRAIGHT,1.5,1.448,"CMD,0.3,1.45",1,2,467.2,1031,1069,0,,,,,,0,,,,266419,128888,1039
40,35.04595446586609,2026-02-11T12:00:09.553418,297.77,0.0,4.0,82.0,7.0,0.0,0.0,391.77,2.08,0.318,0.127,STRAIGHT,1.5,1.474,"CMD,0.1,1.47",1,2,468.1,1002,1038,0,,,,,,0,,,,267432,131311,1021
41,35.42624592781067,2026-02-11T12:00:09.933709,238.0,0.0,5.0,90.0,7.0,0.0,0.0,340.99,2.09,-0.318,0.063,STRAIGHT,1.5,1.5,"CMD,0.1,1.50",1,2,472.4,1009,1045,0,,,,,,0,,,,268967,131673,1023
42,36.083142042160034,2026-02-11T12:00:10.590605,532.86,0.0,5.0,68.04,12.0,0.0,0.0,619.89,2.07,-35.134,-6.964,STRAIGHT,1.5,1.5,"CMD,-7.0,1.50",1,3,499.1,1272,1459,0,,,,,,0,,,,198984,113993,1311
43,36.686753034591675,2026-02-11T12:00:11.194216,457.0,0.0,5.0,90.88,14.0,0.0,0.0,567.87,2.05,18.937,-3.239,STRAIGHT,1.5,1.5,"CMD,-3.2,1.50",1,2,711.8,1310,1486,0,,,,,,0,,,,239473,110542,1339
44,37.09134650230408,2026-02-11T12:00:11.598810,221.0,0.0,4.99,109.01,22.0,0.0,0.0,358.01,2.06,-0.95,-3.429,STRAIGHT,1.5,1.5,"CMD,-3.4,1.50",1,4,477.7,1068,1124,0,,,,,,0,,,,263842,125986,1068
45,37.44836735725403,2026-02-11T12:00:11.955831,192.0,0.0,6.0,98.0,13.0,0.0,0.0,310.0,2.09,-0.63,-3.619,STRAIGHT,1.5,1.5,"CMD,-3.6,1.50",1,3,482.8,1020,1063,0,,,,,,0,,,,269084,132318,1020
46,37.95084810256958,2026-02-11T12:00:12.458311,337.47,0.0,7.0,97.0,15.0,0.0,0.0,458.47,2.12,-0.63,-3.681,STRAIGHT,1.5,1.5,"CMD,-3.7,1.50",1,3,480.5,1096,1170,0,,,,,,0,,,,266020,127491,1096
47,38.378857374191284,2026-02-11T12:00:12.886321,262.02,0.0,4.0,103.0,17.0,0.0,0.0,387.98,2.15,-0.63,3.22,STRAIGHT,1.5,1.5,"CMD,3.2,1.50",1,4,480.0,1068,1113,0,,,,,,0,,,,275461,135400,1068
48,38.864243030548096,2026-02-11T12:00:13.371706,335.41,0.0,3.96,92.0,11.0,0.0,1.01,444.37,2.17,-0.63,-0.694,STRAIGHT,1.5,1.5,"CMD,-0.7,1.50",1,3,482.3,1032,1098,0,,,,,,0,,,,266372,129512,1032
49,39.28088116645813,2026-02-11T12:00:13.788344,240.62,0.0,3.99,112.06,14.98,0.0,0.0,373.65,2.19,0.315,-0.441,STRAIGHT,1.5,1.5,"CMD,-0.4,1.50",1,4,477.4,1064,1098,0,,,,,,0,,,,276904,138178,1064
50,39.65188455581665,2026-02-11T12:00:14.159348,210.99,0.0,4.0,100.05,13.99,0.0,0.0,330.04,2.22,-0.313,-0.377,STRAIGHT,1.5,1.5,"CMD,-0.4,1.50",1,3,484.1,1022,1069,0,,,,,,0,,,,278214,138625,1022
51,39.99190640449524,2026-02-11T12:00:14.499370,167.05,0.0,4.96,100.01,16.99,0.0,0.0,291.02,2.24,0.311,-0.189,STRAIGHT,1.5,1.5,"CMD,-0.2,1.50",1,3,487.6,1083,1168,0,,,,,,0,,,,280793,141732,1083
52,40.36008906364441,2026-02-11T12:00:14.867552,212.19,0.0,4.96,97.0,7.01,0.0,0.0,323.19,2.25,0.0,-0.063,STRAIGHT,1.5,1.5,"CMD,-0.1,1.50",1,2,487.3,1036,1138,0,,,,,,0,,,,283568,142256,1036
53,40.81401872634888,2026-02-11T12:00:15.321482,302.92,0.0,3.99,93.01,13.0,0.0,1.0,415.93,2.24,0.0,0.063,STRAIGHT,1.5,1.5,"CMD,0.1,1.50",1,3,492.0,1161,1291,0,,,,,,0,,,,284406,143039,1165
54,41.20512127876282,2026-02-11T12:00:15.712585,247.0,0.0,5.0,91.14,6.96,0.0,0.0,351.09,2.24,0.0,-0.0,STRAIGHT,1.5,1.5,"CMD,-0.0,1.50",1,2,490.7,1036,1160,0,,,,,,0,,,,284981,142743,1064
55,41.57314944267273,2026-02-11T12:00:16.080613,224.03,0.0,3.97,90.05,9.95,0.0,0.0,329.0,2.25,-0.306,0.001,STRAIGHT,1.5,1.5,"CMD,0.0,1.50",1,3,496.8,1138,1273,0,,,,,,0,,,,288038,143848,1138
56,41.95746326446533,2026-02-11T12:00:16.464926,248.34,0.0,6.0,78.0,12.0,0.0,0.0,346.34,2.24,16.787,3.296,STRAIGHT,1.5,1.5,"CMD,3.3,1.50",1,3,522.4,1340,1591,0,,,,,,0,,,,262283,140498,1340
57,42.34267568588257,2026-02-11T12:00:16.850139,230.21,0.0,6.0,96.0,12.0,0.0,0.0,345.21,2.26,0.306,3.357,STRAIGHT,1.5,1.5,"CMD,3.4,1.50",1,3,497.8,1130,1262,0,,,,,,0,,,,293015,142779,1133
58,42.81613278388977,2026-02-11T12:00:17.323596,311.46,0.0,5.0,100.0,14.0,0.0,0.0,431.46,2.26,-0.305,3.297,STRAIGHT,1.5,1.5,"CMD,3.3,1.50",1,3,504.6,1137,1273,0,,,,,,0,,,,292027,144923,1141
