frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.8473947048187256,2026-03-17T14:47:11.663742,2198.31,112.71,10.17,29.72,22.4,0.0,0.0,2393.21,0.0,0.301,0.301,STRAIGHT,0.542,0.542,"CMD,0.3,0.54",4.0,0.0219,3.995,0.175,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,2,484.2,117,9,dijkstra,endpoint_arc,0.57717,0.2486,0.6247,1,0.7514,left_sharp,left,0.936,0.9818,9.6804,0.2772,0,,,,,,0,,,,285973,172914,4337
1,3.1212639808654785,2026-03-17T14:47:11.937611,81.68,35.11,12.77,28.03,25.88,0.0,0.0,216.71,3.66,0.945,0.623,STRAIGHT,0.546,0.544,"CMD,0.6,0.54",3.33,0.0542,3.296,0.297,1,0.9494,0,NORMAL,2.595,-0.068,1,1,1,1,1,549.1,132,10,dijkstra,fallback_skeleton,0.55816,0.2515,0.6381,1,0.7485,left_sharp,left,0.9401,0.9818,9.6804,0.2597,0,,,,,,0,,,,275006,167447,4173
2,3.3507814407348633,2026-03-17T14:47:12.167129,75.17,35.42,12.13,33.39,24.8,0.0,0.0,205.66,3.97,0.799,0.799,STRAIGHT,0.538,0.542,"CMD,0.8,0.54",4.0,0.0123,1.963,0.024,1,0.9539,0,NORMAL,6.142,-0.139,1,1,1,1,2,98.2,122,9,dijkstra,endpoint_arc,0.56781,0.2453,0.6046,1,0.7547,left_sharp,left,0.9385,0.9818,9.6804,0.2667,0,,,,,,0,,,,282699,170256,4091
3,3.581761598587036,2026-03-17T14:47:12.398109,76.81,37.46,12.55,29.22,23.16,0.0,0.0,205.77,4.09,1.298,0.945,STRAIGHT,0.547,0.543,"CMD,0.9,0.54",3.487,0.0557,3.45,0.335,1,0.9759,0,NORMAL,8.447,-0.095,1,1,1,1,1,556.0,135,10,dijkstra,fallback_skeleton,0.57147,0.2524,0.6448,1,0.7476,left_sharp,left,0.938,0.9818,9.6804,0.2688,0,,,,,,0,,,,283233,171415,4112
4,3.8160147666931152,2026-03-17T14:47:12.632362,74.75,33.96,11.13,38.88,22.02,0.0,0.0,210.41,4.13,1.642,1.298,STRAIGHT,0.537,0.542,"CMD,1.3,0.54",3.466,0.0565,3.429,0.335,1,0.968,0,NORMAL,9.224,-0.087,1,1,1,1,1,556.9,129,10,dijkstra,fallback_skeleton,0.55614,0.2447,0.5994,1,0.7553,left_sharp,left,0.9402,0.9818,9.6804,0.2591,0,,,,,,0,,,,276198,166739,3952
5,4.0363709926605225,2026-03-17T14:47:12.852718,75.52,36.37,10.96,33.3,20.6,0.0,0.0,201.25,4.21,1.877,1.642,STRAIGHT,0.538,0.541,"CMD,1.6,0.54",3.485,0.057,3.447,0.342,1,0.9631,0,NORMAL,11.876,-0.009,1,1,1,1,1,560.3,122,10,dijkstra,fallback_skeleton,0.55667,0.2454,0.6032,1,0.7546,left_sharp,left,0.9406,0.9818,9.6804,0.2575,0,,,,,,0,,,,279874,166954,3899
6,4.269344329833984,2026-03-17T14:47:13.085692,78.98,34.02,12.36,28.47,21.82,0.0,0.0,208.72,4.22,2.069,1.877,STRAIGHT,0.537,0.541,"CMD,1.9,0.54",3.521,0.0595,3.48,0.364,1,0.9653,0,NORMAL,15.547,0.029,1,1,1,1,1,565.6,155,11,dijkstra,fallback_skeleton,0.56705,0.2444,0.5991,1,0.7556,left_sharp,left,0.9389,0.9818,9.6804,0.2647,0,,,,,,0,,,,281026,170086,4420
7,4.4937584400177,2026-03-17T14:47:13.310106,77.35,34.21,12.15,31.79,19.76,0.0,0.0,202.05,4.25,2.245,2.069,STRAIGHT,0.535,0.54,"CMD,2.1,0.54",3.559,0.063,3.513,0.394,1,0.9705,0,NORMAL,19.901,0.066,1,1,1,1,1,564.9,159,11,dijkstra,fallback_skeleton,0.56655,0.2435,0.5935,1,0.7565,left_sharp,left,0.9395,0.9818,9.6804,0.2621,0,,,,,,0,,,,278841,169846,4247
8,4.723510265350342,2026-03-17T14:47:13.539858,76.14,35.53,11.49,30.06,23.4,0.0,0.0,205.41,4.26,2.377,2.245,STRAIGHT,0.536,0.539,"CMD,2.2,0.54",3.685,0.0641,3.636,0.429,1,0.9549,0,NORMAL,22.382,0.153,1,1,1,1,1,570.6,126,10,dijkstra,fallback_skeleton,0.55072,0.2442,0.5941,1,0.7558,left_sharp,left,0.9439,0.9818,9.6804,0.2432,0,,,,,,0,,,,269374,165161,4091
9,4.954817056655884,2026-03-17T14:47:13.771165,76.51,37.48,10.91,38.12,20.11,0.0,0.0,208.85,4.27,2.462,2.377,STRAIGHT,0.536,0.538,"CMD,2.4,0.54",3.772,0.0638,3.721,0.448,1,0.9574,0,NORMAL,22.308,0.191,1,1,1,1,1,563.5,120,8,dijkstra,fallback_skeleton,0.56008,0.2438,0.5938,1,0.7562,left_sharp,left,0.9413,0.9818,9.6804,0.2546,0,,,,,,0,,,,275216,167954,4157
10,5.194234132766724,2026-03-17T14:47:14.010582,81.93,37.5,9.97,38.66,24.05,0.0,0.0,219.25,4.26,2.503,2.462,STRAIGHT,0.539,0.538,"CMD,2.5,0.54",3.865,0.0627,3.813,0.463,1,0.9126,0,NORMAL,24.093,0.198,1,1,1,1,1,558.3,148,9,dijkstra,fallback_skeleton,0.51533,0.2465,0.6009,1,0.7535,left_sharp,left,0.9513,0.9818,9.6804,0.2109,0,,,,,,0,,,,254195,154550,3839
11,5.420494079589844,2026-03-17T14:47:14.236841,75.55,33.33,13.09,30.62,18.05,0.0,0.0,200.54,4.28,2.518,2.503,STRAIGHT,0.538,0.537,"CMD,2.5,0.54",4.0,0.0618,3.948,0.489,1,0.9187,0,NORMAL,26.949,0.151,1,1,1,1,1,562.7,135,11,dijkstra,fallback_skeleton,0.52862,0.2451,0.5965,1,0.7549,left_sharp,left,0.9469,0.9818,9.6804,0.2301,0,,,,,,0,,,,268445,158522,3830
12,5.650489568710327,2026-03-17T14:47:14.466837,80.61,34.01,10.27,39.33,20.57,0.0,0.0,210.34,4.28,2.538,2.518,STRAIGHT,0.534,0.537,"CMD,2.5,0.54",4.0,0.0625,3.947,0.495,1,0.9053,0,NORMAL,27.608,-0.033,1,1,1,1,1,579.0,194,11,dijkstra,fallback_skeleton,0.60382,0.2425,0.5942,1,0.7575,left_sharp,left,0.9318,0.9818,9.6804,0.2955,0,,,,,,0,,,,290871,181246,4810
13,5.88581657409668,2026-03-17T14:47:14.702164,78.88,35.95,11.62,42.71,19.28,0.0,0.0,214.74,4.28,2.553,2.538,STRAIGHT,0.534,0.536,"CMD,2.5,0.54",4.0,0.0626,3.947,0.496,1,0.9772,0,NORMAL,27.28,-0.129,1,1,1,1,1,591.1,143,9,dijkstra,fallback_skeleton,0.61769,0.242,0.5945,1,0.758,left_sharp,left,0.9283,0.9818,9.6804,0.3106,0,,,,,,0,,,,290413,185112,4481
14,6.14905047416687,2026-03-17T14:47:14.965398,80.87,36.9,11.09,56.01,28.74,0.0,0.0,240.98,4.24,2.556,2.553,STRAIGHT,0.533,0.536,"CMD,2.6,0.54",4.0,0.0621,3.947,0.492,1,0.9651,0,NORMAL,27.009,-0.247,1,1,1,1,1,598.3,292,12,dijkstra,fallback_skeleton,0.62236,0.2418,0.5946,1,0.7582,left_sharp,left,0.9264,0.9818,9.6804,0.3188,0,,,,,,0,,,,292563,186823,5425
15,6.436978101730347,2026-03-17T14:47:15.253325,79.36,38.46,12.58,63.28,30.06,0.0,0.36,258.23,4.18,2.606,2.556,STRAIGHT,0.531,0.535,"CMD,2.6,0.54",3.856,0.0657,3.801,0.482,1,0.9677,0,NORMAL,28.283,-0.337,1,1,1,1,1,612.2,306,14,dijkstra,fallback_skeleton,0.62488,0.2402,0.5862,1,0.7598,left_sharp,left,0.9262,0.9818,9.6804,0.3199,0,,,,,,0,,,,291729,187342,5723
16,6.700489521026611,2026-03-17T14:47:15.516837,80.71,35.98,11.99,57.25,27.08,0.0,0.0,239.75,4.15,2.663,2.606,STRAIGHT,0.531,0.534,"CMD,2.6,0.53",3.879,0.0674,3.82,0.5,1,0.9523,0,NORMAL,29.803,-0.353,1,1,1,1,1,621.6,288,12,dijkstra,fallback_skeleton,0.62605,0.2397,0.5837,1,0.7603,left_sharp,left,0.9252,0.9818,9.6804,0.3239,0,,,,,,0,,,,290091,187677,5412
17,6.933157444000244,2026-03-17T14:47:15.749505,77.28,34.29,11.01,39.08,25.21,0.0,1.0,213.47,4.16,1.944,2.606,STRAIGHT,0.531,0.534,"CMD,2.6,0.53",4.0,0.0123,1.963,0.024,1,0.9497,0,NORMAL,30.69,-0.371,1,1,1,1,2,98.2,240,15,dijkstra,endpoint_arc,0.59936,0.24,0.5818,1,0.76,left_sharp,left,0.9301,0.9818,9.6804,0.3029,0,,,,,,0,,,,277277,179771,5176
18,7.166987895965576,2026-03-17T14:47:15.983335,80.2,35.49,11.99,38.66,19.31,0.0,1.03,218.62,4.17,1.458,1.944,STRAIGHT,0.539,0.534,"CMD,1.9,0.53",4.0,0.0118,2.009,0.024,1,0.9407,0,NORMAL,29.983,-0.402,1,1,1,1,2,100.5,174,11,dijkstra,endpoint_arc,0.6219,0.2463,0.623,1,0.7537,left_sharp,left,0.9223,0.9818,9.6804,0.3366,0,,,,,,0,,,,278167,186614,4598
19,7.413287162780762,2026-03-17T14:47:16.229635,82.39,35.44,13.17,38.28,25.27,0.0,0.0,226.32,4.16,1.247,1.458,STRAIGHT,0.54,0.534,"CMD,1.5,0.53",4.0,0.02,3.996,0.16,1,0.9262,0,NORMAL,30.981,-0.397,1,1,1,1,2,406.2,165,16,dijkstra,endpoint_arc,0.58618,0.2468,0.6235,1,0.7532,left_sharp,left,0.9255,0.9818,9.6804,0.3229,0,,,,,,0,,,,259192,176001,4653
20,7.635929822921753,2026-03-17T14:47:16.452277,77.15,34.65,9.29,31.21,22.27,0.0,0.0,199.97,4.18,1.218,1.247,STRAIGHT,0.53,0.534,"CMD,1.2,0.53",4.0,0.0281,2.009,0.057,1,0.9044,0,NORMAL,33.188,-0.369,1,1,1,1,2,100.5,175,18,dijkstra,endpoint_arc,0.61791,0.2395,0.5871,1,0.7605,left_sharp,left,0.9197,0.9818,9.6804,0.3479,0,,,,,,0,,,,281440,185396,4999
21,7.871258974075317,2026-03-17T14:47:16.687606,79.82,36.5,9.84,32.5,27.14,0.0,0.0,214.18,4.18,1.15,1.218,STRAIGHT,0.537,0.534,"CMD,1.2,0.53",4.0,0.0246,3.995,0.197,1,0.9677,0,NORMAL,34.278,-0.344,1,1,1,1,2,395.6,123,12,dijkstra,endpoint_arc,0.6176,0.2444,0.6151,1,0.7556,left_sharp,left,0.919,0.8909,9.6804,0.3509,1,20.0,car,20.00,,,0,,,,281241,185577,4603
22,8.05335783958435,2026-03-17T14:47:16.869705,83.45,35.18,11.73,0.0,2.0,0.0,0.0,159.01,4.23,-0.617,1.15,STRAIGHT,1.285,0.628,"CMD,1.2,0.63",3.103,-0.1008,3.049,-0.48,1,0.9541,0,NORMAL,34.987,-0.407,1,1,1,1,3,536.7,0,0,dijkstra,template,0.6101,0.779,0.666,0,0.221,left_sharp,left,0.9173,0.8545,9.6804,0.3585,1,20.0,car,20.00,,,0,,,,271229,183227,0
23,8.251341342926025,2026-03-17T14:47:17.067689,97.07,36.66,13.3,0.0,4.0,0.0,0.0,176.61,4.26,-1.812,-0.617,STRAIGHT,1.336,0.728,"CMD,-0.6,0.73",3.306,-0.102,3.24,-0.551,1,0.9236,0,NORMAL,36.76,-0.43,1,1,1,1,3,536.7,0,0,dijkstra,template,0.58959,0.8316,0.7631,0,0.1684,left_sharp,left,0.9154,0.8364,9.6804,0.3667,1,20.0,car,20.00,,,0,,,,254744,177358,0
24,8.435904026031494,2026-03-17T14:47:17.252251,91.98,34.95,10.5,0.0,3.01,0.0,0.0,164.15,4.29,-2.611,-1.812,STRAIGHT,1.324,0.828,"CMD,-1.8,0.83",3.343,-0.1022,3.274,-0.564,1,0.8078,0,NORMAL,40.886,-0.509,1,1,1,1,3,536.7,0,0,dijkstra,template,0.52965,0.8192,0.7464,0,0.1808,left_sharp,left,0.9081,0.9091,9.4977,0.3983,1,20.0,car,20.00,,,0,,,,206638,159160,0
25,8.622161626815796,2026-03-17T14:47:17.438509,92.77,36.88,9.13,0.0,3.15,0.0,0.0,165.95,4.33,-3.143,-2.611,STRAIGHT,1.338,0.928,"CMD,-2.6,0.93",3.334,-0.1022,3.266,-0.561,1,0.8468,0,NORMAL,44.675,-0.713,1,1,1,1,3,536.7,0,0,dijkstra,template,0.52884,0.8339,0.7709,0,0.1661,left_sharp,left,0.911,0.8364,9.3151,0.3857,1,20.0,truck,20.00,,,0,,,,194308,158907,0
26,8.798365354537964,2026-03-17T14:47:17.614713,90.83,33.23,9.56,0.0,3.0,0.0,0.0,157.14,4.37,-3.499,-3.143,STRAIGHT,1.336,1.028,"CMD,-3.1,1.03",3.344,-0.1022,3.275,-0.565,1,0.7595,0,NORMAL,45.365,-0.528,1,1,1,1,3,536.7,0,0,dijkstra,template,0.53,0.8314,0.7587,0,0.1686,left_sharp,left,0.9203,0.8727,9.4977,0.3455,1,20.0,truck,20.00,,,0,,,,228521,159168,0
27,8.98298954963684,2026-03-17T14:47:17.799337,91.89,35.4,11.74,0.0,4.0,0.0,0.0,164.14,4.4,-3.736,-3.499,STRAIGHT,1.346,1.129,"CMD,-3.5,1.13",3.343,-0.1022,3.274,-0.564,1,0.8984,0,NORMAL,47.866,-0.298,1,1,1,1,3,536.7,0,0,dijkstra,template,0.56705,0.8417,0.7808,0,0.1583,left_sharp,left,0.916,0.8182,9.4977,0.3638,1,20.0,car,20.00,,,0,,,,239761,170359,0
28,9.172229528427124,2026-03-17T14:47:17.988577,95.36,35.66,12.07,0.0,3.0,0.0,0.0,169.8,4.43,-3.894,-3.736,STRAIGHT,1.35,1.231,"CMD,-3.7,1.23",3.35,-0.1023,3.28,-0.567,1,0.9139,0,NORMAL,51.406,-0.258,1,1,1,1,3,536.7,0,0,dijkstra,template,0.57258,0.8458,0.7862,0,0.1542,left_sharp,left,0.9185,0.8,9.4977,0.3531,2,20.0,car;truck,20.00;20.00,,,0,,,,251352,171887,0
29,9.369324445724487,2026-03-17T14:47:18.185672,97.42,37.62,13.63,0.0,3.17,0.0,0.0,175.23,4.45,-4.0,-3.894,STRAIGHT,1.348,1.333,"CMD,-3.9,1.33",3.353,-0.1023,3.283,-0.568,1,0.9516,0,NORMAL,51.071,-0.206,1,1,1,1,3,536.7,0,0,dijkstra,template,0.57174,0.8442,0.7818,0,0.1558,left_sharp,left,0.9206,0.7818,9.4977,0.344,1,20.0,car,20.00,,,0,,,,246341,171529,0
30,9.565601587295532,2026-03-17T14:47:18.381949,94.0,35.67,10.11,0.0,3.77,0.0,0.0,170.07,4.5,-4.071,-4.0,STRAIGHT,1.337,1.339,"CMD,-4.0,1.34",3.352,-0.1023,3.282,-0.567,1,0.9247,0,NORMAL,50.971,-0.102,1,1,1,1,3,536.7,0,0,dijkstra,template,0.56455,0.8327,0.7564,0,0.1673,left_sharp,left,0.9259,0.7818,9.6804,0.3211,2,20.0,car;person,20.00;20.00,,,0,,,,239198,169379,0
31,9.754577398300171,2026-03-17T14:47:18.570925,90.42,36.06,12.93,0.0,4.44,0.0,0.56,165.73,4.53,-4.117,-4.071,STRAIGHT,1.347,1.341,"CMD,-4.1,1.34",3.343,-0.1022,3.275,-0.564,1,0.9556,0,NORMAL,50.835,-0.057,1,1,1,1,3,536.7,0,0,dijkstra,template,0.56595,0.8428,0.7606,0,0.1572,left_sharp,left,0.9432,0.7455,9.4977,0.2461,1,20.0,car,20.00,,,0,,,,235673,169894,0
32,9.937726974487305,2026-03-17T14:47:18.754075,91.41,34.91,10.02,0.0,3.01,0.0,0.0,164.52,4.56,-4.148,-4.117,STRAIGHT,1.358,1.345,"CMD,-4.1,1.34",3.35,-0.1023,3.281,-0.567,1,0.9367,0,NORMAL,50.621,-0.039,1,1,1,1,3,536.7,0,0,dijkstra,template,0.56174,0.8549,0.7899,0,0.1451,left_sharp,left,0.9342,0.7636,9.4977,0.285,1,20.0,car,20.00,,,0,,,,233917,168765,0
33,10.130774736404419,2026-03-17T14:47:18.947122,91.06,37.78,11.45,0.0,3.0,0.0,0.0,168.86,4.59,-4.17,-4.148,STRAIGHT,1.358,1.347,"CMD,-4.1,1.35",3.359,-0.1023,3.289,-0.57,1,0.9553,0,NORMAL,50.381,-0.054,1,1,1,1,3,536.7,0,0,dijkstra,template,0.55752,0.8545,0.7896,0,0.1455,left_sharp,left,0.9337,0.7636,9.4977,0.2875,1,20.0,car,20.00,,,0,,,,236085,167423,0
34,10.321247577667236,2026-03-17T14:47:19.137595,95.16,36.17,11.18,0.0,3.0,0.0,0.0,167.72,4.62,-4.184,-4.17,STRAIGHT,1.349,1.349,"CMD,-4.2,1.35",3.359,-0.1023,3.289,-0.57,1,0.9259,0,NORMAL,50.144,-0.099,1,1,1,1,3,536.7,0,0,dijkstra,template,0.55025,0.8452,0.7814,0,0.1548,left_sharp,left,0.9231,0.7818,9.6804,0.3332,2,20.0,car;car,20.00;20.00,,,0,,,,237271,165174,0
