frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.453052282333374,2026-03-05T17:25:21.736977,2175.05,0.0,5.0,18.03,1.0,0.0,0.0,2217.05,0.0,0.1,0.1,STRAIGHT,1.5,1.5,"CMD,0.1,1.50",4.0,0.0072,2.511,0.023,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,1,123.3,128,12,0,,,,,,0,,,,285973,188447,4565
1,2.5230531692504883,2026-03-05T17:25:21.806978,1.0,0.0,3.04,0.0,0.0,0.0,0.0,23.03,14.29,0.166,0.133,STRAIGHT,1.5,1.5,"CMD,0.1,1.50",4.0,0.0072,2.511,0.023,1,1.0,0,NORMAL,2.595,-0.068,1,1,1,1,1,113.3,0,0,0,,,,,,0,,,,305345,188020,0
2,2.563027858734131,2026-03-05T17:25:21.846953,1.0,0.0,5.01,0.0,0.0,0.0,0.0,25.97,18.19,0.21,0.166,STRAIGHT,1.5,1.5,"CMD,0.2,1.50",4.0,0.0072,2.511,0.023,1,1.0,0,NORMAL,6.142,-0.139,1,1,1,1,1,108.3,0,0,0,,,,,,0,,,,305345,185956,0
3,2.599064350128174,2026-03-05T17:25:21.882989,1.0,0.0,3.03,0.0,0.0,0.0,1.02,21.05,20.55,0.24,0.21,STRAIGHT,1.5,1.5,"CMD,0.2,1.50",4.0,0.0072,2.511,0.023,1,1.0,0,NORMAL,8.447,-0.095,1,1,1,1,1,103.3,0,0,0,,,,,,0,,,,305345,184042,0
4,2.7320189476013184,2026-03-05T17:25:22.015944,75.04,0.0,7.99,16.76,1.0,0.0,0.0,119.0,14.34,0.259,0.24,STRAIGHT,1.5,1.5,"CMD,0.2,1.50",4.0,0.0072,2.511,0.023,1,0.9265,0,NORMAL,9.224,-0.087,1,1,1,1,1,123.3,116,11,0,,,,,,0,,,,276198,183500,4302
5,2.7660200595855713,2026-03-05T17:25:22.049945,1.0,0.0,3.01,0.0,0.0,0.0,0.0,21.0,15.98,0.273,0.259,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9265,0,NORMAL,11.876,-0.009,1,1,1,1,1,118.3,0,0,0,,,,,,0,,,,283311,183255,0
6,2.7980268001556396,2026-03-05T17:25:22.081952,0.0,0.0,3.01,0.0,0.0,0.0,0.0,18.01,17.44,0.281,0.273,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9265,0,NORMAL,15.547,0.029,1,1,1,1,1,113.3,0,0,0,,,,,,0,,,,283311,182729,0
7,2.830026149749756,2026-03-05T17:25:22.113951,1.01,0.0,2.99,0.0,0.0,0.0,0.0,19.01,18.57,0.287,0.281,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9265,0,NORMAL,19.901,0.066,1,1,1,1,1,108.3,0,0,0,,,,,,0,,,,283311,181509,0
8,2.9540534019470215,2026-03-05T17:25:22.237978,71.03,0.0,6.0,17.04,0.0,0.0,0.0,111.02,15.97,0.291,0.287,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9152,0,NORMAL,22.382,0.153,1,1,1,1,1,123.3,124,11,0,,,,,,0,,,,269374,182401,4338
9,2.9850234985351562,2026-03-05T17:25:22.268949,1.0,0.0,2.0,0.0,0.0,0.0,0.0,17.97,16.92,0.294,0.291,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9152,0,NORMAL,22.308,0.191,1,1,1,1,1,118.3,0,0,0,,,,,,0,,,,279525,182113,0
10,3.016021251678467,2026-03-05T17:25:22.299946,1.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,17.76,0.295,0.294,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9152,0,NORMAL,24.093,0.198,1,1,1,1,1,113.3,0,0,0,,,,,,0,,,,279525,182192,0
11,3.0490548610687256,2026-03-05T17:25:22.332980,1.03,0.0,2.0,0.0,0.0,0.0,0.0,20.03,18.46,0.296,0.295,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",4.0,0.0072,2.511,0.023,1,0.9152,0,NORMAL,26.949,0.151,1,1,1,1,1,108.3,0,0,0,,,,,,0,,,,279525,180249,0
