frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.7475643157958984,2026-03-04T15:34:49.562082,2063.1,134.42,8.0,13.0,1.04,0.0,0.0,2251.8,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0.0,96,9,1,20.0,truck,20.00,,,0,,,,1022026,148174,5238
1,2.9042649269104004,2026-03-04T15:34:49.718783,31.25,0.0,16.96,0.0,0.0,0.0,0.0,109.81,6.38,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9993,0,NORMAL,0.259,0.013,0,0,0.0,96,9,1,20.0,truck,20.00,,,0,,,,1022026,148174,5238
2,3.074462413787842,2026-03-04T15:34:49.888980,71.64,0.0,6.08,0.0,0.0,0.0,0.0,138.91,6.12,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8354,0,NORMAL,0.215,0.029,0,0,0.0,96,9,1,20.0,truck,20.00,,,0,,,,1022336,148174,5238
3,3.1995315551757812,2026-03-04T15:34:50.014049,22.08,0.0,0.0,15.66,0.0,0.0,0.0,93.78,6.64,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8357,0,NORMAL,0.472,0.047,0,0,0.0,79,8,1,20.0,truck,20.00,,,0,,,,859208,129088,4314
4,3.3554468154907227,2026-03-04T15:34:50.169964,62.13,0.0,15.66,0.0,0.0,0.0,0.0,124.64,6.58,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9495,0,NORMAL,0.305,0.064,0,0,0.0,83,8,1,20.0,truck,20.00,,,0,,,,857538,127871,4263
5,3.4648361206054688,2026-03-04T15:34:50.279354,15.6,0.0,15.67,0.0,0.0,0.0,0.0,78.14,6.97,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9527,0,NORMAL,0.783,0.098,0,0,0.0,44,8,1,20.0,truck,20.00,,,0,,,,817666,108852,3295
6,3.652193784713745,2026-03-04T15:34:50.466711,68.7,24.86,15.58,0.0,0.0,0.0,0.0,151.56,6.63,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9258,0,NORMAL,0.899,0.112,0,0,0.0,44,8,1,20.0,truck,20.00,,,0,,,,817309,108842,3314
7,3.7927494049072266,2026-03-04T15:34:50.607267,31.27,0.0,0.0,15.6,0.0,0.0,0.0,107.96,6.7,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9266,0,NORMAL,1.158,0.116,0,0,0.0,41,5,1,20.0,truck,20.00,,,0,,,,758100,91728,2304
8,3.9492456912994385,2026-03-04T15:34:50.763763,76.23,0.0,2.11,0.0,0.0,0.0,0.0,125.24,6.66,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9452,0,NORMAL,1.447,0.144,0,0,0.0,44,5,1,20.0,truck,20.00,,,0,,,,757813,91756,2316
9,4.061001777648926,2026-03-04T15:34:50.875519,26.3,0.0,0.0,0.0,0.0,0.0,0.0,80.5,6.85,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.946,0,NORMAL,1.797,0.173,0,1,175.2,37,5,1,20.0,truck,20.00,,,0,,,,716863,82887,2057
