frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.7314531803131104,2026-03-17T14:58:17.351388,2079.98,111.97,8.31,48.34,25.33,0.0,0.0,2290.12,0.0,-0.04,-0.04,STRAIGHT,1.5,1.5,"CMD,-0.0,1.50",4.0,-0.0029,2.1,-0.006,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,2,105.0,139,15,dijkstra,endpoint_arc,0.6189,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,285973,185988,5039
1,2.9927234649658203,2026-03-17T14:58:17.612658,76.47,35.35,9.08,30.31,27.2,0.0,0.0,206.88,3.83,-0.066,-0.053,STRAIGHT,1.5,1.5,"CMD,-0.1,1.50",4.0,-0.0029,2.1,-0.006,1,0.9494,0,NORMAL,2.595,-0.068,1,1,1,1,2,105.0,143,15,dijkstra,endpoint_arc,0.56684,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,275006,170360,4217
2,3.2226955890655518,2026-03-17T14:58:17.842631,75.08,34.28,12.14,34.12,27.88,0.0,0.0,209.57,4.07,-0.082,-0.066,STRAIGHT,1.5,1.5,"CMD,-0.1,1.50",4.0,-0.0028,2.146,-0.006,1,0.9539,0,NORMAL,6.142,-0.139,1,1,1,1,2,107.3,141,15,dijkstra,endpoint_arc,0.58579,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,282699,175954,4955
3,3.4516305923461914,2026-03-17T14:58:18.071566,71.09,31.11,9.01,46.22,27.42,0.0,0.0,207.82,4.17,-0.853,-0.082,STRAIGHT,1.5,1.5,"CMD,-0.1,1.50",4.0,-0.0581,3.949,-0.459,1,0.9759,0,NORMAL,8.447,-0.095,1,1,1,1,1,534.1,216,18,dijkstra,fallback_skeleton,0.59428,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,283233,178489,5369
4,3.665621757507324,2026-03-17T14:58:18.285557,71.05,33.5,12.08,31.16,22.08,0.0,0.0,194.68,4.28,-0.607,-0.607,STRAIGHT,1.5,1.5,"CMD,-0.6,1.50",4.0,-0.0028,2.146,-0.006,1,0.968,0,NORMAL,9.224,-0.087,1,1,1,1,2,107.3,148,16,dijkstra,endpoint_arc,0.57428,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276198,172560,4457
5,3.8766062259674072,2026-03-17T14:58:18.496541,69.33,35.71,10.0,33.55,24.1,0.0,0.0,192.85,4.37,-0.875,-0.853,STRAIGHT,1.5,1.5,"CMD,-0.9,1.50",4.0,-0.0342,3.989,-0.274,1,0.9631,0,NORMAL,11.876,-0.009,1,1,1,1,2,285.6,132,14,dijkstra,endpoint_arc,0.56994,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,279874,171157,4181
6,4.097456216812134,2026-03-17T14:58:18.717391,71.74,35.33,10.27,39.23,23.08,0.0,0.0,200.87,4.4,-1.076,-0.875,STRAIGHT,1.5,1.5,"CMD,-0.9,1.50",4.0,-0.0358,3.988,-0.286,1,0.9653,0,NORMAL,15.547,0.029,1,1,1,1,2,284.5,186,15,dijkstra,endpoint_arc,0.5906,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,281026,177312,5239
7,4.3227314949035645,2026-03-17T14:58:18.942667,71.32,33.34,5.15,40.68,29.25,0.0,0.0,200.93,4.4,-1.141,-1.076,STRAIGHT,1.5,1.5,"CMD,-1.1,1.50",4.0,-0.0309,3.991,-0.247,1,0.9705,0,NORMAL,19.901,0.066,1,1,1,1,2,279.3,148,16,dijkstra,endpoint_arc,0.58498,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,278841,175776,4882
8,4.527071714401245,2026-03-17T14:58:19.147007,69.73,32.4,8.95,28.54,26.14,0.0,0.0,186.14,4.46,-1.124,-1.124,STRAIGHT,1.5,1.5,"CMD,-1.1,1.50",4.0,-0.0264,3.994,-0.211,1,0.9549,0,NORMAL,22.382,0.153,1,1,1,1,2,274.5,121,13,dijkstra,endpoint_arc,0.55626,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,269374,167137,4006
9,4.745195388793945,2026-03-17T14:58:19.365131,71.62,32.86,10.03,30.16,26.17,0.0,0.0,195.0,4.47,-1.042,-1.124,STRAIGHT,1.5,1.5,"CMD,-1.1,1.50",4.0,-0.0213,3.996,-0.17,1,0.9574,0,NORMAL,22.308,0.191,1,1,1,1,2,285.8,121,14,dijkstra,endpoint_arc,0.57657,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,275216,173071,4726
