frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
156,38.12899589538574,2026-02-17T13:00:09.153794,97.0,0.0,4.04,90.0,3.97,0.0,0.0,215.96,4.1,-20.513,-4.987,STRAIGHT,1.5,1.478,"CMD,-5.0,1.48",0.9106,0,NORMAL,50.0,0.471,1,2,431.2,771,982,0,,,,,,0,,,,484384,189698,771
157,38.37169694900513,2026-02-17T13:00:09.396495,97.0,0.0,4.66,90.04,3.0,0.0,1.0,216.67,4.1,-17.526,-10.199,STRAIGHT,1.5,1.5,"CMD,-10.2,1.50",0.98,0,NORMAL,50.015,0.431,1,2,438.2,767,945,0,,,,,,0,,,,487755,190891,767
158,38.6196985244751,2026-02-17T13:00:09.644497,99.03,0.0,6.0,92.0,4.0,0.0,0.0,221.99,4.09,-20.513,-10.622,STRAIGHT,1.5,1.5,"CMD,-10.6,1.50",0.9662,0,NORMAL,50.175,0.312,1,2,430.8,772,985,0,,,,,,0,,,,481360,187708,772
159,38.87131214141846,2026-02-17T13:00:09.896111,97.03,0.0,5.0,92.61,8.0,0.0,0.0,224.61,4.09,32.539,-8.571,STRAIGHT,1.5,1.5,"CMD,-8.6,1.50",0.9611,0,NORMAL,50.27,0.27,1,3,563.0,1036,1245,0,,,,,,0,,,,481072,192562,1036
160,39.12030816078186,2026-02-17T13:00:10.145107,98.03,0.0,5.0,91.0,8.0,0.0,0.0,221.0,4.08,22.788,-1.85,STRAIGHT,1.5,1.5,"CMD,-1.8,1.50",0.9567,0,NORMAL,50.298,0.273,1,3,531.2,1043,1228,0,,,,,,0,,,,491992,203785,1043
161,39.376305103302,2026-02-17T13:00:10.401104,100.04,0.0,5.0,94.03,6.97,0.0,0.0,227.03,4.07,31.529,1.918,STRAIGHT,1.5,1.5,"CMD,1.9,1.50",0.9813,0,NORMAL,50.27,0.298,1,3,551.1,1091,1352,0,,,,,,0,,,,488947,200695,1091
162,39.627341747283936,2026-02-17T13:00:10.652140,99.03,0.0,6.0,91.0,6.96,0.0,0.0,221.97,4.07,30.603,9.926,STRAIGHT,1.5,1.5,"CMD,9.9,1.50",0.9875,0,NORMAL,50.313,0.3,1,3,545.0,1075,1308,0,,,,,,0,,,,487014,199614,1075
163,39.88033676147461,2026-02-17T13:00:10.905135,98.04,0.0,5.0,92.0,7.0,0.0,0.0,223.0,4.06,31.627,26.695,RIGHT,1.133,1.454,"CMD,26.7,1.45",0.9656,0,NORMAL,50.333,0.301,1,3,548.6,1076,1311,0,,,,,,0,,,,484773,197801,1076
164,40.13033843040466,2026-02-17T13:00:11.155137,96.03,0.0,5.0,92.0,8.0,0.0,0.0,220.99,4.06,3.536,26.695,RIGHT,1.133,1.408,"CMD,26.7,1.41",0.9325,0,NORMAL,50.488,0.27,1,3,466.5,1178,1455,0,,,,,,0,,,,480085,193532,1178
165,40.37834334373474,2026-02-17T13:00:11.403142,96.04,0.0,5.0,91.0,7.36,0.0,0.65,220.0,4.06,15.642,26.695,RIGHT,1.133,1.362,"CMD,26.7,1.36",0.9675,0,NORMAL,50.005,0.278,1,3,517.1,1063,1309,0,,,,,,0,,,,472311,186420,1063
166,40.622339487075806,2026-02-17T13:00:11.647138,97.04,0.0,4.0,92.0,6.0,0.0,0.0,217.0,4.06,-23.515,26.695,RIGHT,1.133,1.316,"CMD,26.7,1.32",0.8914,0,NORMAL,50.014,0.268,1,2,383.8,1434,2193,0,,,,,,0,,,,454828,157908,1475
167,40.85492277145386,2026-02-17T13:00:11.879721,96.03,0.0,5.0,65.58,16.0,0.0,0.0,203.58,4.07,-37.376,19.215,RIGHT,1.32,1.294,"CMD,19.2,1.29",0.7886,0,NORMAL,50.021,0.219,1,4,555.7,1876,2371,0,,,,,,0,,,,438479,162872,1891
168,41.07589101791382,2026-02-17T13:00:12.100689,96.03,0.0,4.99,62.0,9.97,0.0,0.0,193.96,4.09,5.528,10.585,STRAIGHT,1.5,1.294,"CMD,10.6,1.29",0.8293,0,NORMAL,50.065,0.217,1,3,435.4,1617,2079,0,,,,,,0,,,,401271,162844,1659
169,41.30192255973816,2026-02-17T13:00:12.326721,96.03,0.0,5.0,67.0,11.0,0.0,1.0,201.0,4.1,-19.14,4.532,STRAIGHT,1.5,1.294,"CMD,4.5,1.29",0.8677,0,NORMAL,50.007,0.304,1,4,493.0,1309,1558,0,,,,,,0,,,,456470,181191,1342
170,41.552921295166016,2026-02-17T13:00:12.577720,96.03,0.0,5.0,92.0,7.01,0.0,0.0,221.01,4.1,5.774,4.532,STRAIGHT,1.5,1.294,"CMD,4.5,1.29",0.9678,0,NORMAL,50.025,0.288,1,3,461.2,1102,1320,0,,,,,,0,,,,461508,181470,1102
171,41.8069224357605,2026-02-17T13:00:12.831721,103.03,0.0,5.0,93.01,7.0,0.0,0.0,227.0,4.09,7.995,4.532,STRAIGHT,1.5,1.34,"CMD,4.5,1.34",0.9756,0,NORMAL,50.114,0.242,1,3,505.5,1064,1311,0,,,,,,0,,,,458519,179233,1064
172,42.05492329597473,2026-02-17T13:00:13.079722,97.04,0.0,4.0,92.0,7.0,0.0,1.0,221.99,4.08,7.363,5.651,STRAIGHT,1.5,1.386,"CMD,5.7,1.39",0.9842,0,NORMAL,50.228,0.205,1,3,495.9,1145,1493,0,,,,,,0,,,,452845,175510,1145
173,42.30492115020752,2026-02-17T13:00:13.329720,99.04,0.0,5.0,91.0,8.0,0.0,0.0,224.0,4.07,7.995,5.651,STRAIGHT,1.5,1.432,"CMD,5.7,1.43",0.9797,0,NORMAL,50.392,0.16,1,3,497.6,1148,1500,0,,,,,,0,,,,450503,173680,1148
174,42.54992341995239,2026-02-17T13:00:13.574722,95.04,0.0,5.0,90.99,6.0,0.0,0.0,219.0,4.07,0.0,5.651,STRAIGHT,1.5,1.477,"CMD,5.7,1.48",0.9779,0,NORMAL,50.497,0.152,1,2,812.8,1035,1282,0,,,,,,0,,,,445827,170991,1067
175,42.80088973045349,2026-02-17T13:00:13.825688,96.03,0.0,5.0,94.0,5.96,0.0,0.0,221.96,4.08,0.0,5.651,STRAIGHT,1.5,1.5,"CMD,5.7,1.50",0.9807,0,NORMAL,50.686,0.116,1,2,812.2,1023,1246,0,,,,,,0,,,,442663,169138,1053
176,43.05492329597473,2026-02-17T13:00:14.079722,97.03,0.0,4.0,92.01,7.0,0.0,0.0,222.0,4.07,0.0,2.887,STRAIGHT,1.5,1.5,"CMD,2.9,1.50",0.9787,0,NORMAL,50.896,0.091,1,2,783.6,1080,1316,0,,,,,,0,,,,437848,166009,1105
177,43.301923513412476,2026-02-17T13:00:14.326722,96.03,0.0,5.0,92.0,7.0,0.0,0.0,218.0,4.07,0.0,2.887,STRAIGHT,1.5,1.5,"CMD,2.9,1.50",0.9771,0,NORMAL,51.356,0.033,1,2,697.0,1140,1505,0,,,,,,0,,,,434865,164607,1156
178,43.55192494392395,2026-02-17T13:00:14.576723,96.03,0.0,5.0,92.0,7.0,0.0,0.0,221.03,4.07,7.853,3.681,STRAIGHT,1.5,1.5,"CMD,3.7,1.50",0.9705,0,NORMAL,51.532,0.021,1,3,489.2,1154,1535,0,,,,,,0,,,,429691,161686,1163
179,43.79992341995239,2026-02-17T13:00:14.824722,96.03,0.0,5.0,92.01,7.0,0.0,0.0,221.0,4.07,8.264,3.681,STRAIGHT,1.5,1.5,"CMD,3.7,1.50",0.9732,0,NORMAL,51.727,0.034,1,3,466.1,1131,1411,0,,,,,,0,,,,422601,157128,1131
180,44.050944566726685,2026-02-17T13:00:15.075743,97.03,0.0,5.0,92.97,7.03,0.0,0.0,223.02,4.07,8.484,3.927,STRAIGHT,1.5,1.5,"CMD,3.9,1.50",0.9777,0,NORMAL,52.082,0.038,1,3,468.6,1157,1451,0,,,,,,0,,,,418373,154284,1157
181,44.301525354385376,2026-02-17T13:00:15.326324,98.62,0.0,5.0,94.0,5.0,0.0,0.0,224.58,4.07,8.086,3.927,STRAIGHT,1.5,1.5,"CMD,3.9,1.50",0.9814,0,NORMAL,52.578,0.007,1,2,482.3,1131,1422,0,,,,,,0,,,,414170,151739,1143
182,44.55152702331543,2026-02-17T13:00:15.576325,96.03,0.0,4.0,96.0,6.0,0.0,0.0,222.99,4.07,7.779,7.816,STRAIGHT,1.5,1.5,"CMD,7.8,1.50",0.9785,0,NORMAL,53.173,-0.082,1,3,479.0,1135,1406,0,,,,,,0,,,,411559,150819,1135
183,44.793527364730835,2026-02-17T13:00:15.818326,97.04,0.0,5.0,92.0,2.0,0.0,0.0,217.04,4.06,3.89,7.816,STRAIGHT,0.3,1.35,"CMD,7.8,1.35",0.9781,0,NORMAL,53.13,-0.026,0,3,0.0,1111,1484,0,,,,,,0,,,,408034,148903,1159
184,45.03475999832153,2026-02-17T13:00:16.059558,98.04,0.0,4.96,89.03,2.0,0.0,1.0,216.23,4.06,3.89,7.816,STRAIGHT,0.3,1.2,"CMD,7.8,1.20",0.9645,0,NORMAL,53.164,-0.0,0,3,0.0,1171,1572,0,,,,,,0,,,,403805,146439,1236
185,45.27876377105713,2026-02-17T13:00:16.303562,98.04,0.0,5.0,87.01,2.99,0.0,0.0,216.0,4.06,3.89,7.816,STRAIGHT,0.3,1.05,"CMD,7.8,1.05",0.9591,0,NORMAL,53.856,-0.036,0,3,0.0,1255,1639,0,,,,,,0,,,,395224,141758,1286
186,45.51648235321045,2026-02-17T13:00:16.541281,96.76,0.0,4.96,85.03,1.0,0.0,0.0,209.72,4.06,-47.175,5.834,STRAIGHT,1.5,1.05,"CMD,5.8,1.05",0.9554,0,NORMAL,54.099,-0.056,1,1,262.4,1152,1547,0,,,,,,0,,,,389026,138570,1207
187,45.74748396873474,2026-02-17T13:00:16.772283,97.04,0.0,5.0,82.0,2.0,0.0,0.0,208.0,4.07,-23.587,3.89,STRAIGHT,0.3,0.9,"CMD,3.9,0.90",0.9262,0,NORMAL,54.181,-0.091,0,1,0.0,1136,1515,0,,,,,,0,,,,379139,133952,1169
188,45.977200508117676,2026-02-17T13:00:17.001999,99.75,0.0,5.0,80.0,0.97,0.0,0.0,205.68,4.08,-49.821,3.89,STRAIGHT,1.5,0.9,"CMD,3.9,0.90",0.9399,0,NORMAL,54.614,-0.114,1,1,280.9,1100,1467,0,,,,,,0,,,,364393,127952,1126
189,46.20620036125183,2026-02-17T13:00:17.230999,98.0,0.0,4.01,80.03,1.0,0.0,0.0,206.0,4.09,-50.389,-9.849,STRAIGHT,1.5,0.9,"CMD,-9.8,0.90",0.9598,0,NORMAL,55.071,-0.016,1,1,272.3,1051,1351,0,,,,,,0,,,,366560,128909,1084
190,46.428117752075195,2026-02-17T13:00:17.452916,97.95,0.0,5.0,73.0,1.0,0.0,0.0,198.92,4.11,-25.195,-24.391,LEFT,0.3,0.75,"CMD,-24.4,0.75",0.9437,0,NORMAL,54.88,-0.044,0,1,0.0,975,1248,0,,,,,,0,,,,357882,125664,993
191,46.82111620903015,2026-02-17T13:00:17.845915,100.03,0.0,4.97,241.03,1.0,0.0,0.0,370.0,4.03,-25.195,-25.195,LEFT,0.3,0.75,"CMD,-25.2,0.75",0.945,0,NORMAL,54.97,0.013,0,1,0.0,1033,1296,0,,,,,,0,,,,351956,123337,1033
192,47.025864362716675,2026-02-17T13:00:18.050663,97.03,0.0,4.0,64.0,1.0,0.0,0.0,185.74,4.06,-25.195,-25.195,LEFT,0.3,0.75,"CMD,-25.2,0.75",0.8991,0,NORMAL,55.121,0.06,0,1,0.0,928,1155,0,,,,,,0,,,,343925,120009,952
193,47.22986173629761,2026-02-17T13:00:18.254660,97.04,0.0,4.0,57.0,1.0,0.0,0.0,182.0,4.08,-25.195,-25.195,LEFT,0.3,0.75,"CMD,-25.2,0.75",0.8035,0,NORMAL,54.868,0.116,0,1,0.0,901,982,0,,,,,,0,,,,318124,112440,929
194,47.43225431442261,2026-02-17T13:00:18.457053,95.43,0.0,4.0,56.0,4.0,0.0,0.0,180.38,4.11,-1.287,-25.195,LEFT,1.17,0.709,"CMD,-25.2,0.71",0.8451,0,NORMAL,54.396,0.203,1,2,460.3,1033,1233,0,,,,,,0,,,,289370,104687,1048
195,47.63525366783142,2026-02-17T13:00:18.660052,96.03,0.0,4.0,58.0,0.0,0.0,0.0,180.0,4.14,-0.644,-25.195,LEFT,0.3,0.709,"CMD,-25.2,0.71",0.8762,0,NORMAL,53.69,0.286,0,2,0.0,819,978,0,,,,,,0,,,,285134,103802,925
196,47.83625650405884,2026-02-17T13:00:18.861055,95.05,0.0,4.98,53.0,2.0,0.0,0.0,177.02,4.15,-0.644,-25.195,LEFT,0.3,0.559,"CMD,-25.2,0.56",0.7187,0,NORMAL,53.849,0.296,0,2,0.0,865,949,0,,,,,,0,,,,257389,97637,879
197,48.03925395011902,2026-02-17T13:00:19.064052,98.03,0.0,5.0,48.0,7.0,0.0,0.0,179.99,4.16,-9.838,-17.516,LEFT,1.362,0.542,"CMD,-17.5,0.54",0.7605,0,NORMAL,53.911,0.328,1,3,472.6,930,1073,0,,,,,,0,,,,214824,90372,930
198,48.238253593444824,2026-02-17T13:00:19.263052,94.03,0.0,5.0,51.0,4.0,0.0,0.0,176.0,4.18,-46.432,-17.516,LEFT,1.362,0.674,"CMD,-17.5,0.67",0.8891,0,NORMAL,53.953,0.323,1,2,539.9,767,899,0,,,,,,0,,,,219596,90937,812
199,48.43462419509888,2026-02-17T13:00:19.459423,95.41,0.0,4.0,49.0,2.0,0.0,0.0,173.37,4.21,-16.169,-13.003,LEFT,1.475,0.821,"CMD,-13.0,0.82",0.8813,0,NORMAL,54.191,0.316,1,1,482.4,815,996,0,,,,,,0,,,,206126,89304,821
200,48.62962579727173,2026-02-17T13:00:19.654424,94.03,0.0,4.0,48.0,3.01,0.0,0.0,171.0,4.25,-11.437,-10.638,STRAIGHT,1.5,0.971,"CMD,-10.6,0.97",0.9065,0,NORMAL,53.781,0.299,1,2,470.4,704,835,0,,,,,,0,,,,199983,88492,711
201,48.83464527130127,2026-02-17T13:00:19.859444,98.05,0.0,4.0,55.0,3.0,0.0,0.0,182.02,4.28,-3.857,-6.847,STRAIGHT,1.5,1.121,"CMD,-6.8,1.12",0.9059,0,NORMAL,48.576,0.217,1,2,461.2,671,719,0,,,,,,0,,,,213818,90183,671
202,49.03377604484558,2026-02-17T13:00:20.058574,94.0,0.0,4.0,54.0,1.0,0.0,0.0,175.13,4.31,86.855,-6.847,STRAIGHT,1.5,1.162,"CMD,-6.8,1.16",0.9481,0,NORMAL,47.477,0.147,1,1,295.0,606,636,0,,,,,,0,,,,213696,90536,638
203,49.23477506637573,2026-02-17T13:00:20.259574,95.0,0.0,5.0,54.0,1.0,0.0,0.0,179.0,4.34,43.428,-6.847,STRAIGHT,0.3,1.162,"CMD,-6.8,1.16",0.9501,0,NORMAL,46.818,0.115,0,1,0.0,679,719,0,,,,,,0,,,,215272,91501,679
204,49.43377614021301,2026-02-17T13:00:20.458575,95.0,0.0,4.0,56.0,3.0,0.0,0.0,178.0,4.37,-2.927,-6.847,STRAIGHT,1.5,1.312,"CMD,-6.8,1.31",0.9545,0,NORMAL,46.07,0.093,1,2,448.9,696,768,0,,,,,,0,,,,218889,93329,702
205,49.635775327682495,2026-02-17T13:00:20.660574,95.0,0.0,4.01,55.99,3.0,0.0,0.0,180.0,4.41,-3.459,-3.658,STRAIGHT,1.5,1.33,"CMD,-3.7,1.33",0.8604,0,NORMAL,45.441,0.037,1,2,467.3,681,713,0,,,,,,0,,,,218386,92881,685
206,49.83077883720398,2026-02-17T13:00:20.855577,94.0,0.0,4.0,47.0,3.0,0.0,0.0,171.0,4.44,-27.816,-3.658,STRAIGHT,1.5,1.347,"CMD,-3.7,1.35",0.7605,0,NORMAL,45.495,0.028,1,2,504.0,776,927,0,,,,,,0,,,,200118,89058,796
207,50.022313356399536,2026-02-17T13:00:21.047112,94.04,0.0,4.0,45.96,4.0,0.0,0.0,169.53,4.48,19.335,-3.193,STRAIGHT,1.5,1.35,"CMD,-3.2,1.35",0.8566,0,NORMAL,45.87,0.084,1,3,481.7,760,854,0,,,,,,0,,,,199281,90135,760
208,50.21934700012207,2026-02-17T13:00:21.244145,95.04,0.0,5.0,47.0,4.99,0.0,0.0,174.03,4.52,9.567,3.32,STRAIGHT,1.5,1.35,"CMD,3.3,1.35",0.8783,0,NORMAL,46.889,0.102,1,3,465.7,801,906,0,,,,,,0,,,,216949,94084,801
209,50.416316509246826,2026-02-17T13:00:21.441115,94.0,0.0,4.0,48.0,4.0,0.0,0.0,173.96,4.56,-34.658,3.32,STRAIGHT,1.5,1.35,"CMD,3.3,1.35",0.7807,0,NORMAL,48.669,0.077,1,2,515.9,818,947,0,,,,,,0,,,,190363,89184,818
210,50.60431361198425,2026-02-17T13:00:21.629112,93.03,0.0,4.0,44.97,2.0,0.0,0.0,165.96,4.6,0.0,-1.464,STRAIGHT,1.5,1.35,"CMD,-1.5,1.35",0.8153,0,NORMAL,50.052,0.044,1,1,385.1,678,845,0,,,,,,0,,,,173659,85077,678
211,50.79931426048279,2026-02-17T13:00:21.824113,98.0,0.0,4.0,47.0,4.0,0.0,0.0,173.95,4.64,-44.315,-3.193,STRAIGHT,1.5,1.5,"CMD,-3.2,1.50",0.8448,0,NORMAL,49.61,0.011,1,2,515.3,794,921,0,,,,,,0,,,,191307,88218,794
212,50.99294352531433,2026-02-17T13:00:22.017742,94.66,0.0,5.0,46.97,4.0,0.0,0.0,171.63,4.68,-17.733,-10.596,STRAIGHT,1.5,1.5,"CMD,-10.6,1.50",0.874,0,NORMAL,50.004,0.041,1,2,487.3,807,994,0,,,,,,0,,,,202882,90616,807
213,51.19194293022156,2026-02-17T13:00:22.216741,97.98,0.0,4.97,48.0,4.0,0.0,0.0,176.0,4.71,-20.037,-18.885,LEFT,1.328,1.478,"CMD,-18.9,1.48",0.9049,0,NORMAL,50.032,0.054,1,2,486.2,839,1044,0,,,,,,0,,,,207969,91824,847
214,51.382941007614136,2026-02-17T13:00:22.407739,93.03,0.0,5.0,47.97,3.0,0.0,0.0,167.95,4.75,-30.233,-18.885,LEFT,1.328,1.457,"CMD,-18.9,1.46",0.7546,0,NORMAL,50.063,0.055,1,2,473.5,748,901,0,,,,,,0,,,,188793,88120,748
215,51.57594347000122,2026-02-17T13:00:22.600742,94.03,0.0,4.0,48.97,2.0,0.0,0.0,170.96,4.79,86.73,-18.885,LEFT,1.328,1.435,"CMD,-18.9,1.44",0.8738,0,NORMAL,50.022,0.047,1,1,412.9,725,899,0,,,,,,0,,,,182664,87019,753
216,51.7689733505249,2026-02-17T13:00:22.793772,93.03,0.0,5.0,49.0,3.0,0.0,0.0,171.03,4.82,-33.207,-25.135,LEFT,1.172,1.394,"CMD,-25.1,1.39",0.8913,0,NORMAL,50.062,0.104,1,2,497.2,786,996,0,,,,,,0,,,,176071,85295,822
217,51.96567249298096,2026-02-17T13:00:22.990471,92.73,0.0,5.03,50.98,4.0,0.0,0.0,175.7,4.84,-33.207,-25.135,LEFT,1.172,1.353,"CMD,-25.1,1.35",0.0865,1,WARN,50.009,0.406,1,2,499.7,794,1020,0,,,,,,0,,,,173227,85085,830
218,52.1616952419281,2026-02-17T13:00:23.186494,92.03,0.0,4.0,51.0,3.0,0.0,0.0,173.03,4.87,-32.648,-31.441,LEFT,1.014,1.293,"CMD,-31.4,1.29",0.2778,1,WARN,50.037,-0.215,1,2,492.6,775,991,0,,,,,,0,,,,168390,84260,809
219,52.353665828704834,2026-02-17T13:00:23.378464,94.03,0.0,4.0,46.97,2.0,0.0,0.0,167.96,4.89,-33.528,-31.441,LEFT,1.014,1.232,"CMD,-31.4,1.23",0.3469,1,WARN,50.097,-0.591,1,1,497.0,659,844,0,,,,,,0,,,,166024,83416,680
220,52.541696310043335,2026-02-17T13:00:23.566495,92.03,0.0,5.0,46.0,2.0,0.0,0.0,167.0,5.07,-28.301,-31.441,LEFT,1.014,1.171,"CMD,-31.4,1.17",0.0506,2,WARN,54.304,-0.902,1,1,463.6,586,734,0,,,,,,0,,,,162335,82821,603
221,52.73469543457031,2026-02-17T13:00:23.759494,96.03,0.0,4.0,48.0,0.0,0.0,0.0,170.99,5.08,-14.15,-31.441,LEFT,0.3,1.043,"CMD,-31.4,1.04",0.0493,3,WARN,55.503,-0.868,0,1,0.0,696,868,0,,,,,,0,,,,151149,80378,698
222,52.91631054878235,2026-02-17T13:00:23.941109,91.03,0.0,4.0,41.61,2.0,0.0,0.0,160.61,5.1,-19.239,-30.475,LEFT,1.038,1.006,"CMD,-30.5,1.01",0.0041,4,WARN,61.569,-0.939,1,1,404.1,556,691,0,,,,,,0,,,,69954,54029,556
223,53.08931016921997,2026-02-17T13:00:24.114109,91.04,0.0,3.99,36.0,2.0,0.0,0.0,154.0,5.13,-18.935,-30.475,LEFT,1.038,0.97,"CMD,-30.5,0.97",0.1782,5,WARN,62.729,-0.846,1,1,371.9,656,834,0,,,,,,0,,,,58441,46880,716
224,53.26827573776245,2026-02-17T13:00:24.293074,95.04,0.0,5.0,34.96,3.0,0.0,0.0,160.96,5.15,-18.935,-23.77,LEFT,1.206,0.2,"CMD,-23.8,0.20",0.1562,6,LIMITED,62.246,-0.827,1,2,371.9,684,860,0,,,,,,0,,,,58822,46956,713
225,53.442843198776245,2026-02-17T13:00:24.467642,93.57,0.0,3.98,35.0,1.0,0.0,0.0,155.51,5.17,-6.74,-19.087,LEFT,1.323,0.993,"CMD,-19.1,0.99",0.6436,5,NORMAL,70.564,-0.765,1,1,290.7,416,527,0,,,,,,0,,,,54487,44412,416
226,53.69162392616272,2026-02-17T13:00:24.716423,97.03,0.0,4.0,35.0,1.0,0.0,0.0,162.03,5.13,-1.614,-18.935,LEFT,1.327,1.032,"CMD,-18.9,1.03",0.6723,4,NORMAL,70.711,-0.73,1,1,379.2,482,573,0,,,,,,0,,,,70081,47495,482
227,53.88568091392517,2026-02-17T13:00:24.910479,95.09,0.0,4.0,34.0,0.0,0.0,0.0,156.09,5.14,-0.807,-16.543,LEFT,0.3,0.943,"CMD,-16.5,0.94",0.728,3,NORMAL,70.711,-0.679,0,1,0.0,402,466,0,,,,,,0,,,,56867,41747,416
228,54.056687355041504,2026-02-17T13:00:25.081486,94.0,0.0,4.0,32.01,1.0,0.0,0.0,151.96,5.16,0.955,-10.445,STRAIGHT,1.5,1.004,"CMD,-10.4,1.00",0.6484,2,NORMAL,70.711,-0.614,1,1,318.6,365,410,0,,,,,,0,,,,42895,33673,365
229,54.221720457077026,2026-02-17T13:00:25.246519,92.03,0.0,3.0,34.0,1.0,0.0,0.0,149.03,5.18,-5.44,-6.09,STRAIGHT,1.5,1.154,"CMD,-6.1,1.15",0.5803,1,NORMAL,70.711,-0.534,1,1,278.2,378,452,0,,,,,,0,,,,63711,40246,378
230,54.39068365097046,2026-02-17T13:00:25.415482,95.0,0.0,4.0,29.0,1.0,0.0,0.0,152.96,5.22,2.981,-3.527,STRAIGHT,1.5,1.212,"CMD,-3.5,1.21",0.5247,0,NORMAL,70.711,-0.476,1,1,260.1,326,391,0,,,,,,0,,,,33157,27155,326
231,54.55968976020813,2026-02-17T13:00:25.584488,95.0,0.0,4.0,31.01,1.0,0.0,0.0,151.97,5.25,3.334,-1.21,STRAIGHT,1.5,1.269,"CMD,-1.2,1.27",0.8406,0,NORMAL,70.711,-0.435,1,1,273.2,352,425,0,,,,,,0,,,,38873,29997,352
232,54.72168302536011,2026-02-17T13:00:25.746481,92.0,0.0,4.01,27.99,0.0,0.0,0.0,146.0,5.29,1.667,0.074,STRAIGHT,0.3,1.156,"CMD,0.1,1.16",0.5007,0,NORMAL,70.711,-0.394,0,1,0.0,262,301,0,,,,,,0,,,,32059,27371,292
233,54.884687662124634,2026-02-17T13:00:25.909486,92.0,0.0,4.0,29.01,1.0,0.0,0.0,147.01,5.32,3.334,1.311,STRAIGHT,1.5,1.178,"CMD,1.3,1.18",0.4178,0,NORMAL,70.711,-0.359,1,1,270.8,361,444,0,,,,,,0,,,,39223,30586,361
234,55.052687644958496,2026-02-17T13:00:26.077486,94.0,0.0,3.0,33.01,0.0,0.0,0.0,152.0,5.35,1.667,1.667,STRAIGHT,0.3,1.05,"CMD,1.7,1.05",0.4517,0,NORMAL,67.835,-0.342,0,1,0.0,345,414,0,,,,,,0,,,,55161,37795,356
235,55.2176878452301,2026-02-17T13:00:26.242486,90.99,0.0,4.0,31.01,0.0,0.0,0.0,148.0,5.38,-1.102,1.667,STRAIGHT,1.5,1.2,"CMD,1.7,1.20",0.9046,0,NORMAL,65.677,-0.29,1,1,275.2,373,451,0,,,,,,0,,,,40303,30095,379
236,55.390716552734375,2026-02-17T13:00:26.415515,94.03,0.0,4.0,37.0,0.0,0.0,0.0,157.04,5.4,-0.551,1.667,STRAIGHT,0.3,1.05,"CMD,1.7,1.05",0.5705,0,NORMAL,58.241,-0.168,0,1,0.0,504,629,0,,,,,,0,,,,70246,43278,504
237,55.561135053634644,2026-02-17T13:00:26.585933,93.04,0.0,3.96,35.03,0.0,0.0,0.0,151.42,5.43,-0.551,1.667,STRAIGHT,0.3,0.9,"CMD,1.7,0.90",0.922,0,NORMAL,56.588,-0.133,0,1,0.0,477,559,0,,,,,,0,,,,66028,40694,511
238,55.7281014919281,2026-02-17T13:00:26.752900,92.0,0.0,4.0,33.0,0.0,0.0,0.0,149.96,5.46,-0.551,0.558,STRAIGHT,0.3,0.75,"CMD,0.6,0.75",0.7607,0,NORMAL,55.05,-0.063,0,1,0.0,403,506,0,,,,,,0,,,,51340,34649,403
239,55.897101640701294,2026-02-17T13:00:26.921900,91.0,0.0,4.0,35.0,1.0,0.0,0.0,153.0,5.48,-44.007,-0.551,STRAIGHT,1.5,0.75,"CMD,-0.6,0.75",0.7942,0,NORMAL,53.609,0.009,1,1,321.0,440,536,0,,,,,,0,,,,58815,37085,466
240,56.06310319900513,2026-02-17T13:00:27.087901,93.0,0.0,4.0,33.0,1.0,0.0,0.0,150.0,5.51,-43.29,-0.551,STRAIGHT,1.5,0.9,"CMD,-0.6,0.90",0.5224,0,NORMAL,52.554,0.03,1,1,252.7,467,572,0,,,,,,0,,,,52774,32918,471
241,56.23810124397278,2026-02-17T13:00:27.262900,95.03,0.0,4.0,35.97,2.0,0.0,0.0,159.0,5.53,-26.565,-0.826,STRAIGHT,1.5,0.9,"CMD,-0.8,0.90",0.5416,0,NORMAL,52.417,0.076,1,1,354.1,637,760,0,,,,,,0,,,,89111,43450,643
242,56.414103984832764,2026-02-17T13:00:27.438902,95.0,0.0,4.0,36.0,1.0,0.0,1.0,159.0,5.55,-26.206,-13.654,LEFT,1.459,1.045,"CMD,-13.7,1.04",0.4361,0,NORMAL,51.843,0.156,1,1,361.0,639,759,0,,,,,,0,,,,90040,43991,645
243,56.591102838516235,2026-02-17T13:00:27.615901,93.0,0.0,5.0,40.0,1.0,0.0,0.0,158.96,5.57,-13.103,-19.654,LEFT,0.3,0.895,"CMD,-19.7,0.89",0.6254,0,NORMAL,51.287,0.146,0,1,0.0,443,550,0,,,,,,0,,,,140366,55589,449
