frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
244,56.77510190010071,2026-02-17T13:00:27.799900,94.0,0.0,5.0,42.0,3.0,0.0,0.0,166.0,5.58,-10.548,-19.654,LEFT,1.309,1.021,"CMD,-19.7,1.02",0.8346,0,NORMAL,50.709,0.054,1,3,397.7,595,687,0,,,,,,0,,,,162479,58919,615
245,57.00910210609436,2026-02-17T13:00:28.033901,147.0,0.0,4.0,40.0,2.0,0.0,0.0,214.0,5.53,41.121,-19.654,LEFT,1.309,1.147,"CMD,-19.7,1.15",0.9141,0,NORMAL,50.436,0.153,1,2,422.5,543,666,0,,,,,,0,,,,144810,54552,545
246,57.1931369304657,2026-02-17T13:00:28.217935,95.03,0.0,4.0,42.0,1.0,0.0,0.0,164.04,5.55,-23.305,-24.755,LEFT,1.181,1.257,"CMD,-24.8,1.26",0.7779,0,NORMAL,50.029,0.155,1,1,385.7,499,590,0,,,,,,0,,,,177577,60425,516
247,57.38113880157471,2026-02-17T13:00:28.405937,95.04,0.0,4.0,48.0,1.0,0.0,0.0,168.0,5.56,-0.843,-18.204,LEFT,1.345,1.238,"CMD,-18.2,1.24",0.8877,0,NORMAL,50.167,0.152,1,1,354.3,342,341,0,,,,,,0,,,,179587,59870,342
248,57.57710814476013,2026-02-17T13:00:28.601906,97.0,0.0,4.04,48.97,1.0,0.0,0.0,174.97,5.55,-0.868,-11.825,STRAIGHT,1.5,1.238,"CMD,-11.8,1.24",0.9871,0,NORMAL,50.559,0.263,1,1,342.6,332,331,0,,,,,,0,,,,179197,58832,332
249,57.76913666725159,2026-02-17T13:00:28.793935,95.03,0.0,5.0,49.0,0.0,0.0,1.0,172.03,5.55,-0.868,-5.708,STRAIGHT,1.5,1.238,"CMD,-5.7,1.24",0.9873,0,NORMAL,51.188,0.351,1,1,343.1,330,329,0,,,,,,0,,,,180449,59134,330
250,57.95635271072388,2026-02-17T13:00:28.981151,95.04,0.0,3.99,49.22,1.0,0.0,0.0,168.21,5.55,-0.868,-0.868,STRAIGHT,1.5,1.243,"CMD,-0.9,1.24",0.9848,0,NORMAL,52.257,0.367,1,1,347.4,331,330,0,,,,,,0,,,,180383,58860,331
251,58.1513557434082,2026-02-17T13:00:29.176154,99.03,0.0,4.0,50.0,0.0,0.0,0.0,175.0,5.54,-0.434,-0.868,STRAIGHT,0.3,1.243,"CMD,-0.9,1.24",0.9795,0,NORMAL,53.31,0.387,0,1,0.0,297,297,0,,,,,,0,,,,178307,57648,325
252,58.34331822395325,2026-02-17T13:00:29.368116,95.03,0.0,4.0,48.96,0.0,0.0,1.0,171.97,5.52,-0.455,-0.855,STRAIGHT,1.5,1.267,"CMD,-0.9,1.27",0.9855,0,NORMAL,53.81,0.474,1,1,330.1,317,316,0,,,,,,0,,,,177430,56796,317
253,58.5396683216095,2026-02-17T13:00:29.564467,99.35,0.0,5.0,50.0,1.0,0.0,0.0,177.31,5.5,-0.451,-0.855,STRAIGHT,1.5,1.291,"CMD,-0.9,1.29",0.9877,0,NORMAL,54.854,0.563,1,1,329.4,318,317,0,,,,,,0,,,,177093,56486,318
254,58.73167181015015,2026-02-17T13:00:29.756470,96.03,0.0,4.0,49.0,1.0,0.0,0.0,172.0,5.48,0.0,-0.649,STRAIGHT,1.5,1.331,"CMD,-0.6,1.33",0.9794,0,NORMAL,55.821,0.6,1,1,331.3,319,318,0,,,,,,0,,,,175954,55933,319
