frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.332019329071045,2026-03-05T17:16:36.597572,2063.06,0.0,4.0,17.03,0.0,0.0,0.0,2103.06,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0,0,0,0.0,137,12,0,,,,,,0,,,,285973,156543,4416
1,2.3999857902526855,2026-03-05T17:16:36.665538,1.0,0.0,3.0,0.0,0.0,0.0,0.0,23.99,14.5,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,2.595,-0.068,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,305345,156395,0
2,2.4319889545440674,2026-03-05T17:16:36.697541,1.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,19.81,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,6.142,-0.139,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,305345,156321,0
3,2.463998794555664,2026-03-05T17:16:36.729551,1.0,0.0,3.01,0.0,0.0,0.0,0.0,19.01,22.56,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,8.447,-0.095,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,305345,156247,0
4,2.5919976234436035,2026-03-05T17:16:36.857550,72.01,0.0,6.0,18.01,0.0,0.0,0.0,115.01,15.33,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,9.224,-0.087,0,0,0,0,0,0.0,143,11,0,,,,,,0,,,,276198,150355,3987
5,2.623002052307129,2026-03-05T17:16:36.888554,1.0,0.0,3.01,0.0,0.0,0.0,0.0,19.01,17.12,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,11.876,-0.009,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,283311,150281,0
6,2.654994487762451,2026-03-05T17:16:36.920547,1.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,18.52,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,15.547,0.029,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,283311,150207,0
7,2.6849896907806396,2026-03-05T17:16:36.950542,1.0,0.0,2.0,0.0,0.0,0.0,0.0,17.99,19.78,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9265,0,NORMAL,19.901,0.066,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,283311,150388,0
8,2.807023048400879,2026-03-05T17:16:37.072575,70.03,0.0,4.98,15.0,0.0,0.0,0.0,110.03,16.81,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9152,0,NORMAL,22.382,0.153,0,0,0,0,0,0.0,137,13,0,,,,,,0,,,,269374,148173,3976
9,2.836026191711426,2026-03-05T17:16:37.101578,1.03,0.0,2.0,0.0,0.0,0.0,0.0,17.0,17.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9152,0,NORMAL,22.308,0.191,0,0,0,0,0,0.0,0,0,0,,,,,,0,,,,279525,148099,0
