frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.839022636413574,2026-03-05T15:09:28.412912,2247.06,111.97,7.0,25.0,1.0,0.0,0.0,2408.03,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0.0,116,18,0,,,,,,0,,,,285973,150193,4265
1,3.0080227851867676,2026-03-05T15:09:28.581912,80.0,33.0,6.0,23.0,1.0,0.0,0.0,169.0,5.92,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9494,0,NORMAL,2.595,-0.068,0,0,0.0,115,16,0,,,,,,0,,,,275006,136809,3811
2,3.190037250518799,2026-03-05T15:09:28.763927,80.0,35.0,9.0,36.0,0.0,0.0,0.0,181.01,5.71,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9539,0,NORMAL,6.142,-0.139,0,0,0.0,120,17,0,,,,,,0,,,,282699,142933,4383
3,3.3680269718170166,2026-03-05T15:09:28.941916,81.0,35.0,10.0,27.0,0.0,0.0,0.0,177.99,5.67,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9759,0,NORMAL,8.447,-0.095,0,0,0.0,112,18,0,,,,,,0,,,,283233,144846,4263
4,3.5640289783477783,2026-03-05T15:09:29.137919,81.0,42.0,10.0,35.0,0.0,0.0,0.0,196.0,5.52,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.968,0,NORMAL,9.224,-0.087,0,0,0.0,125,17,0,,,,,,0,,,,276198,139315,3847
5,3.746030330657959,2026-03-05T15:09:29.319920,81.0,34.0,9.0,30.0,0.0,0.0,0.0,182.0,5.51,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9631,0,NORMAL,11.876,-0.009,0,0,0.0,107,16,0,,,,,,0,,,,279874,139053,3724
6,3.9170327186584473,2026-03-05T15:09:29.490922,78.0,35.01,7.99,28.0,0.0,0.0,0.0,171.0,5.57,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9653,0,NORMAL,15.547,0.029,0,0,0.0,129,19,0,,,,,,0,,,,281026,143396,4070
7,4.091034412384033,2026-03-05T15:09:29.664924,77.0,33.0,9.0,31.0,0.0,0.0,1.0,173.0,5.59,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9705,0,NORMAL,19.901,0.066,0,0,0.0,130,17,0,,,,,,0,,,,278841,142386,4274
8,4.260037422180176,2026-03-05T15:09:29.833927,77.0,33.0,10.0,23.0,1.0,0.0,0.0,169.0,5.63,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9549,0,NORMAL,22.382,0.153,0,0,0.0,103,14,0,,,,,,0,,,,269374,135332,3679
9,4.429039716720581,2026-03-05T15:09:30.002929,78.0,34.0,9.0,23.0,0.0,0.0,0.0,168.0,5.66,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9574,0,NORMAL,22.308,0.191,0,0,0.0,90,11,0,,,,,,0,,,,275216,140097,3704
10,4.599041700363159,2026-03-05T15:09:30.172931,78.0,34.0,8.0,30.0,0.0,0.0,0.0,170.0,5.68,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9126,0,NORMAL,24.093,0.198,0,0,0.0,92,10,0,,,,,,0,,,,254195,122143,2820
11,4.775042295455933,2026-03-05T15:09:30.348932,79.0,33.0,7.0,33.0,0.0,0.0,0.0,174.0,5.68,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9187,0,NORMAL,26.949,0.151,0,0,0.0,122,12,0,,,,,,0,,,,268445,126157,3269
12,4.9340434074401855,2026-03-05T15:09:30.507933,76.0,32.0,7.0,23.0,0.0,0.0,0.0,159.0,5.73,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9053,0,NORMAL,27.608,-0.033,0,0,0.0,111,13,0,,,,,,0,,,,290871,147827,4129
13,5.09904670715332,2026-03-05T15:09:30.672936,78.0,34.0,7.0,24.0,1.0,0.0,0.0,165.0,5.75,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9772,0,NORMAL,27.28,-0.129,0,0,0.0,108,13,0,,,,,,0,,,,290413,150964,4343
14,5.269048690795898,2026-03-05T15:09:30.842938,78.0,32.0,9.01,28.0,0.0,0.0,0.0,169.0,5.76,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9651,0,NORMAL,27.009,-0.247,0,0,0.0,124,14,0,,,,,,0,,,,292563,151024,4268
15,5.436050653457642,2026-03-05T15:09:31.009940,81.0,32.0,8.0,23.0,1.0,0.0,0.0,167.0,5.78,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9677,0,NORMAL,28.283,-0.337,0,0,0.0,118,16,0,,,,,,0,,,,291729,149347,4169
16,5.618052244186401,2026-03-05T15:09:31.191942,82.0,36.0,9.0,34.0,0.0,0.0,0.0,182.0,5.76,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9523,0,NORMAL,29.803,-0.353,0,0,0.0,133,13,0,,,,,,0,,,,290091,148453,4048
17,5.7770538330078125,2026-03-05T15:09:31.350943,78.0,31.0,8.0,21.0,0.0,0.0,0.0,159.0,5.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9497,0,NORMAL,30.69,-0.371,0,0,0.0,98,12,0,,,,,,0,,,,277277,140688,4010
18,5.948055744171143,2026-03-05T15:09:31.521945,79.0,33.01,7.99,30.0,0.0,0.0,0.0,171.0,5.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9407,0,NORMAL,29.983,-0.402,0,0,0.0,116,13,0,,,,,,0,,,,278167,144737,4035
19,6.116057872772217,2026-03-05T15:09:31.689947,81.0,34.0,7.0,26.0,0.0,0.0,0.0,168.0,5.8,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9262,0,NORMAL,30.981,-0.397,0,0,0.0,103,13,0,,,,,,0,,,,259192,135100,3752
20,6.288059949874878,2026-03-05T15:09:31.861949,79.0,31.0,7.0,32.0,1.0,0.0,0.0,172.0,5.8,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9044,0,NORMAL,33.188,-0.369,0,0,0.0,116,12,0,,,,,,0,,,,281440,143694,3887
21,6.465061902999878,2026-03-05T15:09:32.038951,82.0,35.0,9.0,28.0,1.0,0.0,0.0,177.0,5.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9677,0,NORMAL,34.278,-0.344,0,0,0.0,110,13,1,20.0,car,20.00,,,0,,,,281241,143524,4086
22,6.642065048217773,2026-03-05T15:09:32.215954,78.0,34.0,9.0,31.0,0.0,0.0,1.0,177.0,5.78,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9541,0,NORMAL,34.987,-0.407,0,0,0.0,101,14,1,20.0,car,20.00,,,0,,,,271229,141081,3865
23,6.811065196990967,2026-03-05T15:09:32.384955,81.0,32.0,8.0,23.0,0.0,0.0,0.0,169.0,5.79,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9236,0,NORMAL,36.76,-0.43,0,0,0.0,75,17,1,20.0,car,20.00,,,0,,,,254744,138714,4134
24,6.977067232131958,2026-03-05T15:09:32.550957,81.0,34.0,6.99,20.0,0.0,0.0,0.0,165.0,5.8,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8078,0,NORMAL,40.886,-0.509,0,0,0.0,77,11,1,20.0,car,20.00,,,0,,,,206638,117479,3147
25,7.146069526672363,2026-03-05T15:09:32.719959,81.0,35.0,8.0,21.0,0.0,0.0,1.0,169.0,5.8,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8468,0,NORMAL,44.675,-0.713,0,0,0.0,96,13,1,20.0,truck,20.00,,,0,,,,194308,125202,3571
26,7.305071115493774,2026-03-05T15:09:32.878961,78.0,32.0,7.0,21.0,0.0,0.0,0.0,159.0,5.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.7595,0,NORMAL,45.365,-0.528,0,0,0.0,74,12,1,20.0,truck,20.00,,,0,,,,228521,120543,3518
27,7.491073131561279,2026-03-05T15:09:33.064963,83.0,36.0,9.0,35.0,0.0,0.0,0.0,186.0,5.8,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.8984,0,NORMAL,47.866,-0.298,0,0,0.0,146,18,1,20.0,car,20.00,,,0,,,,239761,132515,4351
28,7.6560752391815186,2026-03-05T15:09:33.229965,81.0,31.0,8.0,18.0,0.0,0.0,1.0,165.0,5.81,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9139,0,NORMAL,51.406,-0.258,0,0,0.0,71,16,2,20.0,car;truck,20.00;20.00,,,0,,,,251352,132432,3871
29,7.815078020095825,2026-03-05T15:09:33.388968,77.99,34.0,9.0,17.0,1.0,0.0,0.0,159.0,5.83,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9516,0,NORMAL,51.071,-0.206,0,0,0.0,59,15,1,20.0,car,20.00,,,0,,,,246341,132501,3896
30,7.984079837799072,2026-03-05T15:09:33.557969,84.0,32.0,8.0,23.0,0.0,0.0,0.0,168.0,5.83,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9247,0,NORMAL,50.971,-0.102,0,0,0.0,74,14,2,20.0,car;person,20.00;20.00,,,0,,,,239198,131314,3786
31,8.176081895828247,2026-03-05T15:09:33.749971,100.0,34.0,9.0,27.0,1.0,0.0,0.0,192.0,5.82,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9556,0,NORMAL,50.835,-0.057,0,0,0.0,72,17,1,20.0,car,20.00,,,0,,,,235673,132498,3973
32,8.36208462715149,2026-03-05T15:09:33.935974,100.01,31.0,9.0,22.0,0.0,0.0,0.0,185.0,5.81,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9367,0,NORMAL,50.621,-0.039,0,0,0.0,82,20,1,20.0,car,20.00,,,0,,,,233917,130334,4229
33,8.557603359222412,2026-03-05T15:09:34.131493,104.52,36.0,8.0,21.0,1.0,0.0,0.0,195.52,5.81,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9553,0,NORMAL,50.381,-0.054,0,0,0.0,69,12,1,20.0,car,20.00,,,0,,,,236085,128968,3856
34,8.76160740852356,2026-03-05T15:09:34.335497,108.0,36.0,10.0,28.0,0.0,0.0,0.0,204.0,5.78,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9259,0,NORMAL,50.144,-0.099,0,0,0.0,90,16,2,20.0,car;car,20.00;20.00,,,0,,,,237271,127404,3659
35,8.998613357543945,2026-03-05T15:09:34.572503,108.01,61.0,11.0,31.0,1.0,0.0,0.0,237.01,5.71,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.9699,0,NORMAL,50.045,-0.109,0,0,0.0,92,14,1,20.0,car,20.00,,,0,,,,239861,126402,3649
36,9.220611810684204,2026-03-05T15:09:34.794501,113.0,38.0,10.0,32.0,0.0,0.0,0.0,222.0,5.65,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.97,0,NORMAL,50.0,-0.152,0,0,0.0,94,16,2,20.0,car;car,20.00;20.00,,,0,,,,239634,126590,3985
37,9.42561411857605,2026-03-05T15:09:34.999504,103.0,35.0,11.0,29.0,0.0,0.0,0.0,205.0,5.61,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.969,0,NORMAL,50.038,-0.135,0,0,0.0,74,15,2,20.0,car;car,20.00;20.00,,,0,,,,242862,127812,3913
