frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.5668745040893555,2026-03-17T17:27:03.864988,1970.94,108.0,11.0,32.0,20.0,0.0,0.0,2158.91,0.0,-0.373,-0.373,STRAIGHT,1.5,1.5,"CMD,-0.4,1.50",4.0,-0.0271,3.99,-0.216,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,1,467.1,178,8,dijkstra,fallback_centerline,0.6614,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276033,237193,9628
1,2.6528751850128174,2026-03-17T17:27:03.950989,8.0,0.0,14.0,25.0,14.0,0.0,1.0,86.0,11.63,-0.622,-0.497,STRAIGHT,1.5,1.5,"CMD,-0.5,1.50",4.0,-0.0271,3.989,-0.217,1,0.9928,0,NORMAL,2.595,-0.068,1,1,1,1,1,476.5,154,9,dijkstra,fallback_centerline,0.6639,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,276702,238036,9132
2,2.82887601852417,2026-03-17T17:27:04.126990,55.01,33.0,14.0,34.0,18.0,0.0,0.0,176.0,7.63,-0.79,-0.622,STRAIGHT,1.5,1.5,"CMD,-0.6,1.50",4.0,-0.0273,3.989,-0.218,1,0.9536,0,NORMAL,6.142,-0.139,1,1,1,1,1,476.8,176,9,dijkstra,fallback_centerline,0.65514,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,274079,234814,9193
3,2.922877311706543,2026-03-17T17:27:04.220991,8.0,1.0,14.0,28.0,19.0,0.0,0.0,94.0,8.43,-0.904,-0.79,STRAIGHT,1.5,1.5,"CMD,-0.8,1.50",4.0,-0.0274,3.989,-0.219,1,0.9952,0,NORMAL,8.447,-0.095,1,1,1,1,1,477.0,174,9,dijkstra,fallback_centerline,0.65632,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,274059,235328,9118
4,3.3528807163238525,2026-03-17T17:27:04.650994,51.0,35.0,13.0,24.0,283.0,0.0,0.0,429.0,5.1,-1.665,-0.904,STRAIGHT,1.5,1.5,"CMD,-0.9,1.50",3.734,-0.0773,3.676,-0.534,1,0.9625,0,NORMAL,9.224,-0.087,1,1,1,1,3,483.5,154,9,dijkstra,dt_corridor,0.64649,0.0,0.0,0,0.0,,,0.993,0.993,7.7195,0.3321,0,,,,,,0,,,,273498,231915,8634
5,3.676882743835449,2026-03-17T17:27:04.974996,7.0,0.0,11.0,23.0,261.0,0.0,1.0,324.0,4.5,-2.149,-1.665,STRAIGHT,1.5,1.5,"CMD,-1.7,1.50",3.836,-0.0756,3.776,-0.551,1,0.9964,0,NORMAL,11.876,-0.009,1,1,1,1,3,483.6,158,9,dijkstra,dt_corridor,0.64776,0.0,0.0,0,0.0,,,0.993,0.993,7.7284,0.3342,0,,,,,,0,,,,273465,232562,8728
6,4.1178858280181885,2026-03-17T17:27:05.415999,54.03,36.97,15.0,23.0,293.0,0.0,0.0,441.0,3.87,-2.379,-2.149,STRAIGHT,1.5,1.5,"CMD,-2.1,1.50",3.894,-0.0689,3.842,-0.518,1,0.9454,0,NORMAL,15.547,0.029,1,1,1,1,3,483.8,158,10,dijkstra,dt_corridor,0.66394,0.0,0.0,0,0.0,,,0.993,0.993,7.8036,0.3356,0,,,,,,0,,,,280435,238073,9080
7,4.434922218322754,2026-03-17T17:27:05.733036,7.0,1.0,11.0,23.0,254.03,0.0,0.0,317.04,3.75,-2.427,-2.379,STRAIGHT,1.5,1.5,"CMD,-2.4,1.50",4.0,-0.0612,3.955,-0.486,1,0.9942,0,NORMAL,19.901,0.066,1,1,1,1,3,483.6,154,11,dijkstra,dt_corridor,0.6658,0.0,0.0,0,0.0,,,0.993,0.993,7.8191,0.3369,0,,,,,,0,,,,280416,238594,9074
8,4.597888946533203,2026-03-17T17:27:05.896003,52.0,33.96,11.0,25.0,20.0,0.0,1.0,162.97,3.94,-1.99,-2.379,STRAIGHT,1.5,1.5,"CMD,-2.4,1.50",4.0,-0.027,3.989,-0.216,1,0.9296,0,NORMAL,22.382,0.153,1,1,1,1,1,472.2,153,8,dijkstra,fallback_centerline,0.61015,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0,,,,,,0,,,,273437,218933,8023
9,4.958893060684204,2026-03-17T17:27:06.257007,9.0,0.0,13.0,25.0,286.01,0.0,0.0,361.0,3.76,-1.923,-1.99,STRAIGHT,1.5,1.5,"CMD,-2.0,1.50",4.0,-0.0434,3.976,-0.346,1,0.996,0,NORMAL,22.308,0.191,1,1,1,1,3,483.7,148,8,dijkstra,dt_corridor,0.60957,0.0,0.0,0,0.0,,,0.993,0.993,7.8971,0.3188,0,,,,,,0,,,,273873,218731,7887
