frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
102,41.72046709060669,2026-02-11T16:20:47.678447,85.0,0.0,6.04,78.0,13.0,0.0,0.0,207.02,4.38,0.289,0.3,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",1,3,533.8,1373,1621,0,,,,,,0,,,,337887,176762,1383
103,41.947479486465454,2026-02-11T16:20:47.905459,86.01,0.0,5.01,71.0,12.03,0.0,0.0,197.04,4.37,0.886,0.303,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",1,4,529.9,1136,1178,0,,,,,,0,,,,346059,179085,1136
104,42.16848540306091,2026-02-11T16:20:48.126465,83.01,0.0,5.0,69.03,13.01,0.0,0.0,192.0,4.38,0.868,0.303,STRAIGHT,1.5,1.5,"CMD,0.3,1.50",1,4,539.1,1126,1162,0,,,,,,0,,,,352277,180917,1126
105,42.395055532455444,2026-02-11T16:20:48.353035,82.61,0.0,5.0,69.0,13.0,0.0,0.0,194.6,4.38,1.454,0.579,STRAIGHT,1.5,1.5,"CMD,0.6,1.50",1,4,537.3,1135,1171,0,,,,,,0,,,,353971,180337,1135
106,42.63202619552612,2026-02-11T16:20:48.590006,85.01,0.0,6.0,80.03,14.97,0.0,0.0,209.0,4.38,2.966,0.877,STRAIGHT,1.5,1.5,"CMD,0.9,1.50",1,4,529.8,1153,1239,0,,,,,,0,,,,338732,172266,1153
107,42.89302730560303,2026-02-11T16:20:48.851007,86.01,0.0,4.99,90.0,19.01,0.0,0.0,227.01,4.36,-16.029,0.579,STRAIGHT,1.5,1.5,"CMD,0.6,1.50",1,5,487.4,1347,1482,0,,,,,,0,,,,341677,174040,1370
108,43.131054401397705,2026-02-11T16:20:49.089034,84.97,0.0,5.0,71.03,10.0,0.0,0.0,199.03,4.46,2.616,0.877,STRAIGHT,1.5,1.5,"CMD,0.9,1.50",1,3,526.8,1019,1041,0,,,,,,0,,,,358160,180032,1019
109,43.3575644493103,2026-02-11T16:20:49.315544,87.0,0.0,6.03,68.51,9.0,0.0,0.0,196.5,4.44,2.891,1.17,STRAIGHT,1.5,1.5,"CMD,1.2,1.50",1,3,534.2,1021,1048,0,,,,,,0,,,,366648,182239,1021
110,43.56953430175781,2026-02-11T16:20:49.527514,82.03,0.0,5.0,70.0,8.97,0.0,0.0,184.97,4.44,1.469,1.461,STRAIGHT,1.5,1.5,"CMD,1.5,1.50",1,3,442.8,1184,1252,0,,,,,,0,,,,361142,178568,1196
111,43.823692083358765,2026-02-11T16:20:49.781672,92.01,0.0,7.0,86.03,18.13,0.0,0.0,227.12,4.42,5.618,2.042,STRAIGHT,1.5,1.5,"CMD,2.0,1.50",1,3,517.2,1062,1146,0,,,,,,0,,,,359728,177894,1086
112,44.063692808151245,2026-02-11T16:20:50.021672,84.04,0.0,6.0,74.0,16.0,0.0,0.0,204.0,4.4,4.201,2.754,STRAIGHT,1.5,1.5,"CMD,2.8,1.50",1,3,489.0,1124,1231,0,,,,,,0,,,,354304,176036,1132
113,44.296693563461304,2026-02-11T16:20:50.254673,88.04,0.0,6.96,75.05,10.99,0.0,0.0,204.03,4.38,4.376,2.929,STRAIGHT,1.5,1.5,"CMD,2.9,1.50",1,2,518.2,1086,1164,0,,,,,,0,,,,370653,184549,1095
114,44.51872944831848,2026-02-11T16:20:50.476709,86.04,0.0,5.0,70.0,9.02,0.0,0.0,193.02,4.36,4.041,3.466,STRAIGHT,1.5,1.5,"CMD,3.5,1.50",1,3,488.6,1119,1231,0,,,,,,0,,,,372886,187059,1119
115,44.73773002624512,2026-02-11T16:20:50.695710,83.04,0.0,5.0,74.0,5.97,0.0,0.0,189.97,4.35,5.14,4.121,STRAIGHT,1.5,1.5,"CMD,4.1,1.50",1,2,507.4,1135,1386,0,,,,,,0,,,,379100,186546,1156
116,44.986109495162964,2026-02-11T16:20:50.944089,85.42,0.0,6.99,94.0,15.03,0.0,0.0,221.43,4.33,7.396,4.288,STRAIGHT,1.5,1.5,"CMD,4.3,1.50",1,4,598.5,1274,1551,0,,,,,,0,,,,388408,190529,1295
117,45.23813605308533,2026-02-11T16:20:51.196116,86.04,0.0,4.99,85.97,18.03,0.0,0.0,218.03,4.32,5.557,4.758,STRAIGHT,1.5,1.5,"CMD,4.8,1.50",1,4,531.3,1379,1887,0,,,,,,0,,,,390062,184717,1379
118,45.48155617713928,2026-02-11T16:20:51.439536,84.46,0.0,5.97,80.03,15.0,0.0,0.0,211.46,4.32,7.923,5.348,STRAIGHT,1.5,1.5,"CMD,5.3,1.50",1,4,559.0,1356,1856,0,,,,,,0,,,,403257,190734,1356
119,45.700533866882324,2026-02-11T16:20:51.658514,82.03,0.0,4.96,74.0,6.03,0.0,0.98,189.97,4.32,7.615,5.348,STRAIGHT,1.5,1.5,"CMD,5.3,1.50",1,2,505.9,1012,1299,0,,,,,,0,,,,399360,186849,1014
120,45.92616248130798,2026-02-11T16:20:51.884142,82.67,0.0,4.97,79.03,9.96,0.0,0.0,197.6,4.32,0.674,5.348,STRAIGHT,1.5,1.5,"CMD,5.3,1.50",1,3,475.5,1195,1596,0,,,,,,0,,,,403098,188922,1195
121,46.191749572753906,2026-02-11T16:20:52.149729,94.01,0.0,6.99,99.03,12.55,0.0,0.0,237.57,4.28,1.317,5.348,STRAIGHT,1.5,1.5,"CMD,5.3,1.50",1,3,507.7,1186,1605,0,,,,,,0,,,,410003,190899,1205
122,46.45372796058655,2026-02-11T16:20:52.411708,90.92,0.0,6.0,94.99,10.0,0.0,1.0,229.88,4.25,-5.866,5.348,STRAIGHT,1.5,1.5,"CMD,5.3,1.50",1,3,407.8,1280,1618,0,,,,,,0,,,,416674,195911,1318
123,46.7277045249939,2026-02-11T16:20:52.685684,87.0,0.0,6.01,107.99,10.01,0.0,0.0,236.01,4.21,17.038,6.477,STRAIGHT,1.5,1.5,"CMD,6.5,1.50",1,3,581.8,1210,1502,0,,,,,,0,,,,436412,204889,1216
124,46.98828911781311,2026-02-11T16:20:52.946269,80.51,0.0,5.0,93.0,12.0,0.0,0.0,216.52,4.18,8.455,6.586,STRAIGHT,1.5,1.5,"CMD,6.6,1.50",1,3,411.2,1255,1584,0,,,,,,0,,,,421534,196893,1296
125,47.20929408073425,2026-02-11T16:20:53.167274,82.0,0.0,5.0,75.0,5.01,0.0,0.0,191.01,4.19,86.566,7.769,STRAIGHT,1.5,1.5,"CMD,7.8,1.50",1,2,450.0,890,1054,0,,,,,,0,,,,343522,154062,935
126,47.46845769882202,2026-02-11T16:20:53.426437,89.06,0.0,6.01,95.02,17.97,0.0,1.0,232.17,4.18,22.166,8.035,STRAIGHT,1.5,1.5,"CMD,8.0,1.50",1,5,494.3,1312,1542,0,,,,,,0,,,,457427,203846,1312
127,47.81648564338684,2026-02-11T16:20:53.774465,93.01,0.0,7.02,168.97,20.03,0.0,0.0,313.03,4.11,14.808,11.632,STRAIGHT,1.5,1.5,"CMD,11.6,1.50",1,5,519.5,1349,1599,0,,,,,,0,,,,472320,203699,1349
128,48.090545892715454,2026-02-11T16:20:54.048526,90.04,0.0,6.02,101.99,10.0,0.0,0.0,236.03,4.09,7.085,11.632,STRAIGHT,1.5,1.5,"CMD,11.6,1.50",1,3,535.8,1099,1219,0,,,,,,0,,,,484138,207855,1099
129,48.341559410095215,2026-02-11T16:20:54.299539,85.04,0.0,6.0,95.0,9.01,0.0,0.0,219.04,4.08,11.247,13.028,RIGHT,1.474,1.497,"CMD,13.0,1.50",1,3,535.5,1017,1110,0,,,,,,0,,,,497719,214163,1017
130,48.5765483379364,2026-02-11T16:20:54.534528,83.03,0.0,5.01,81.96,4.0,0.0,0.0,200.0,4.09,-33.843,13.028,RIGHT,1.474,1.494,"CMD,13.0,1.49",1,1,593.9,1251,1748,0,,,,,,0,,,,396938,174471,1266
131,48.899293422698975,2026-02-11T16:20:54.857273,110.01,0.0,7.0,114.81,23.97,0.0,0.0,284.78,4.04,19.573,13.028,RIGHT,1.474,1.49,"CMD,13.0,1.49",1,4,563.0,1443,1929,0,,,,,,0,,,,442544,195435,1476
132,49.19931077957153,2026-02-11T16:20:55.157291,90.05,0.0,5.97,112.0,9.0,0.0,0.0,241.02,4.0,-2.895,13.028,RIGHT,1.474,1.487,"CMD,13.0,1.49",1,3,450.0,1066,1191,0,,,,,,0,,,,505153,217511,1066
133,49.46136522293091,2026-02-11T16:20:55.419345,89.01,0.0,6.0,96.0,15.01,0.0,1.0,231.03,3.98,18.916,13.028,RIGHT,1.474,1.484,"CMD,13.0,1.48",1,4,509.0,1269,1426,0,,,,,,0,,,,486610,214791,1269
134,49.74439191818237,2026-02-11T16:20:55.702372,89.05,0.0,5.02,116.0,11.01,0.0,0.0,247.04,3.95,-2.573,9.166,STRAIGHT,1.5,1.484,"CMD,9.2,1.48",1,3,450.8,1070,1201,0,,,,,,0,,,,502201,216284,1070
135,50.09330081939697,2026-02-11T16:20:56.051280,95.92,0.0,10.0,170.0,12.0,0.0,1.0,315.99,3.89,14.112,9.166,STRAIGHT,1.5,1.484,"CMD,9.2,1.48",1,3,544.5,1018,1144,0,,,,,,0,,,,507050,220069,1018
