frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,2.7580020427703857,2026-03-05T15:04:12.638292,2179.07,107.97,5.0,1.0,0.0,0.0,0.0,2307.02,0.0,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,1.0,0,NORMAL,0.0,0.0,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
1,2.9090123176574707,2026-03-05T15:04:12.789302,80.0,38.0,7.0,0.0,1.01,0.0,0.0,151.01,6.62,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.0,1,WARN,2.595,-0.068,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
2,3.0550029277801514,2026-03-05T15:04:12.935293,75.0,35.0,7.0,1.0,0.0,0.0,0.0,144.99,6.76,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.0,2,WARN,6.142,-0.139,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
3,3.19500470161438,2026-03-05T15:04:13.075294,73.0,35.0,7.0,1.0,0.0,0.0,0.0,139.0,6.88,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.0,3,WARN,8.447,-0.095,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
4,3.3280062675476074,2026-03-05T15:04:13.209297,73.0,31.0,7.0,1.0,0.0,0.0,0.0,133.0,7.02,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.0,4,WARN,9.224,-0.087,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
5,3.461014747619629,2026-03-05T15:04:13.341305,69.0,34.02,6.98,1.0,0.0,0.0,0.0,132.01,7.11,0.0,0.0,STRAIGHT,0.3,0.3,"CMD,0.0,0.30",1.2,0.0,1.2,0.0,0,0.0,5,WARN,11.876,-0.009,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
6,3.6040101051330566,2026-03-05T15:04:13.484300,76.01,34.99,9.0,1.0,0.0,0.0,0.0,143.0,7.09,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,6,LIMITED,15.547,0.029,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
7,3.745011568069458,2026-03-05T15:04:13.625301,72.0,34.0,7.0,1.0,0.0,0.0,0.0,141.0,7.09,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,7,LIMITED,19.901,0.066,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
8,3.8910136222839355,2026-03-05T15:04:13.771304,71.0,39.0,9.0,0.0,1.0,0.0,0.0,146.0,7.06,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,8,LIMITED,22.382,0.153,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
9,4.033017158508301,2026-03-05T15:04:13.913307,74.0,36.0,6.0,1.0,0.0,0.0,0.0,142.0,7.06,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,9,LIMITED,22.308,0.191,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
10,4.1730194091796875,2026-03-05T15:04:14.053309,72.0,34.0,7.0,1.0,0.0,0.0,0.0,140.0,7.07,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,10,LIMITED,24.093,0.198,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
11,4.308018684387207,2026-03-05T15:04:14.188309,70.0,35.0,7.0,0.0,1.0,0.0,0.0,135.0,7.1,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,11,LIMITED,26.949,0.151,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
12,4.445021152496338,2026-03-05T15:04:14.325311,72.0,34.0,8.0,1.0,0.0,0.0,0.0,137.0,7.11,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,12,LIMITED,27.608,-0.033,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
13,4.584022760391235,2026-03-05T15:04:14.464313,72.01,32.0,10.0,1.0,0.0,0.0,0.0,139.0,7.12,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,13,LIMITED,27.28,-0.129,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
14,4.729024648666382,2026-03-05T15:04:14.609314,74.0,36.0,9.0,0.0,1.0,0.0,0.0,145.0,7.1,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,14,LIMITED,27.009,-0.247,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
15,4.8670268058776855,2026-03-05T15:04:14.747316,71.0,34.0,8.99,1.0,0.0,0.0,0.0,138.0,7.11,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,15,LIMITED,28.283,-0.337,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
16,5.002039670944214,2026-03-05T15:04:14.882329,71.97,33.0,8.01,1.0,0.0,0.0,0.0,134.01,7.13,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,16,LIMITED,29.803,-0.353,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
17,5.148030042648315,2026-03-05T15:04:15.028320,75.0,37.06,7.94,1.0,0.0,0.0,0.0,145.99,7.11,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,17,LIMITED,30.69,-0.371,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
18,5.286032199859619,2026-03-05T15:04:15.166322,73.0,36.0,7.01,1.0,0.0,0.0,0.0,138.0,7.12,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,18,LIMITED,29.983,-0.402,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
19,5.4270336627960205,2026-03-05T15:04:15.307324,76.0,35.0,7.0,0.0,1.0,0.0,0.0,141.0,7.12,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,19,LIMITED,30.981,-0.397,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
20,5.564036130905151,2026-03-05T15:04:15.444326,73.0,35.01,6.99,1.0,0.0,0.0,0.0,137.0,7.13,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,20,LIMITED,33.188,-0.369,0,0,0.0,0,0,0,,,,,,0,,,,0,0,0
21,5.70903754234314,2026-03-05T15:04:15.589327,77.01,34.99,9.0,1.0,0.0,0.0,0.0,145.0,7.12,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,21,LIMITED,34.278,-0.344,0,0,0.0,0,0,1,20.0,car,20.00,,,0,,,,0,0,0
22,5.859039783477783,2026-03-05T15:04:15.739330,75.0,38.0,8.0,0.0,1.0,0.0,0.0,149.0,7.09,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,22,LIMITED,34.987,-0.407,0,0,0.0,0,0,1,20.0,car,20.00,,,0,,,,0,0,0
23,6.0120415687561035,2026-03-05T15:04:15.892331,77.0,38.0,9.0,1.0,0.0,0.0,1.0,153.0,7.07,0.0,0.0,STRAIGHT,0.3,0.2,"CMD,0.0,0.20",1.2,0.0,1.2,0.0,0,0.0,23,LIMITED,36.76,-0.43,0,0,0.0,0,0,1,20.0,car,20.00,,,0,,,,0,0,0
