epoch,train_loss,val_loss,val_iou,val_precision,val_recall,val_accuracy,lr
1,0.09205459590088276,0.09245873274547713,0.9527502466103487,0.9776373982565073,0.9739764363865909,0.9816294332837302,1.9961946980917457e-05
2,0.08725076404688396,0.08872707432934217,0.9561649820889553,0.9801355352519889,0.9750603371708274,0.982999038938492,1.866025403784439e-05
3,0.08211128722896303,0.08559532718999045,0.956393069979523,0.9791429564383648,0.9762823238337205,0.9830703435019841,1.573576436351046e-05
4,0.07691585393839104,0.08236796483397484,0.9568717205339091,0.9788279541917585,0.9770947807124514,0.9832506200396826,1.1736481776669307e-05
5,0.07505426362610033,0.08391708944525038,0.957199979749976,0.9775711452372707,0.9786935282555987,0.9833566158234127,7.411809548974792e-06
6,0.07325552894412299,0.08364176468125412,0.9575264384652598,0.9774177385175341,0.9791887299751022,0.9834808407738095,3.5721239031346067e-06
7,0.07281047264397252,0.08307872180427824,0.958096132744188,0.9789902759378144,0.9782094125334373,0.9837283916170635,2.0000000000000003e-06
8,0.07275695056522895,0.08207643287522452,0.9577253569643077,0.978647620660076,0.9781649870293831,0.9835788070436507,2.0000000000000003e-06
