frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,gps_intent_family,planner_intent_family,turn_lock_family,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,planner_family,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
200,24.709482669830322,2026-03-24T02:48:12.337064,41.58,1.0,3.11,0.0,4.81,0.0,0.0,55.09,16.16,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.8614,0.72,0.7501,0,0.28,right_sharp,right,0.9572,0.9744,10.6405,0.1853,0,,,,,,0,,,,919388,204242,0
201,24.76673436164856,2026-03-24T02:48:12.394316,42.54,0.0,3.51,0.0,5.68,0.0,0.0,57.25,16.18,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86326,0.72,0.7499,0,0.28,right_sharp,right,0.9573,0.9744,10.6405,0.1851,0,,,,,,0,,,,923280,204601,0
202,24.822284698486328,2026-03-24T02:48:12.449866,39.89,0.0,4.06,0.0,6.53,0.0,0.0,55.55,16.27,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86153,0.72,0.7501,0,0.28,right_sharp,right,0.957,0.9744,10.6405,0.1862,0,,,,,,0,,,,921931,204305,0
203,24.873801946640015,2026-03-24T02:48:12.501383,38.41,0.0,3.69,0.0,4.38,0.0,0.0,51.52,16.3,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86229,0.72,0.7464,0,0.28,right_sharp,right,0.9571,0.9744,10.6405,0.1861,0,,,,,,0,,,,921324,204461,0
204,24.932323455810547,2026-03-24T02:48:12.559905,42.38,0.0,5.07,0.0,5.55,0.0,1.0,58.52,16.36,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86199,0.72,0.7463,0,0.28,right_sharp,right,0.957,0.9744,10.6405,0.1862,0,,,,,,0,,,,923290,204419,0
205,25.0002384185791,2026-03-24T02:48:12.627820,51.61,1.0,3.01,0.0,4.61,0.0,1.0,67.91,16.29,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86199,0.72,0.7463,0,0.28,right_sharp,right,0.957,0.9744,10.6405,0.1862,0,,,,,,0,,,,926006,204346,0
206,25.060428619384766,2026-03-24T02:48:12.688010,45.32,1.01,3.01,0.0,5.78,0.0,0.0,59.16,16.28,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86284,0.72,0.7461,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1842,0,,,,,,0,,,,923262,204451,0
207,25.121195554733276,2026-03-24T02:48:12.748777,47.79,0.0,3.02,0.0,5.92,0.0,0.0,59.76,16.35,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86351,0.72,0.7461,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1843,0,,,,,,0,,,,922092,204513,0
208,25.17909574508667,2026-03-24T02:48:12.806677,43.03,1.03,3.06,0.0,5.7,0.0,1.0,57.9,16.41,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86292,0.72,0.7461,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1837,0,,,,,,0,,,,924199,204335,0
209,25.243866443634033,2026-03-24T02:48:12.871448,50.69,0.0,3.51,0.0,4.5,0.0,0.0,63.77,16.43,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86385,0.72,0.7462,0,0.28,right_sharp,right,0.9574,0.9744,10.6405,0.1845,0,,,,,,0,,,,925545,204502,0
210,25.2983455657959,2026-03-24T02:48:12.925927,41.84,0.0,3.01,0.0,6.04,0.0,1.0,54.48,16.42,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86119,0.72,0.7463,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1841,0,,,,,,0,,,,922326,204026,0
211,25.35240077972412,2026-03-24T02:48:12.979982,41.26,0.0,3.53,0.0,4.02,0.0,0.0,54.06,16.45,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.8614,0.72,0.7463,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1843,0,,,,,,0,,,,920241,204045,0
212,25.416451454162598,2026-03-24T02:48:13.044033,48.66,0.0,3.52,0.0,6.24,0.0,0.0,63.04,16.46,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86208,0.72,0.7463,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1839,0,,,,,,0,,,,920447,204176,0
213,25.483330249786377,2026-03-24T02:48:13.110912,51.53,1.0,3.02,0.0,5.23,0.0,0.0,66.88,16.46,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.8622,0.72,0.7463,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1839,0,,,,,,0,,,,920250,204257,0
214,25.538068532943726,2026-03-24T02:48:13.165650,40.86,0.0,3.01,0.0,4.83,0.0,0.0,53.73,16.57,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86224,0.72,0.7464,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.184,0,,,,,,0,,,,919193,204236,0
215,25.589112043380737,2026-03-24T02:48:13.216693,38.03,1.0,3.01,0.0,4.92,0.0,0.0,51.04,16.72,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86271,0.72,0.7464,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1839,0,,,,,,0,,,,919305,204321,0
216,25.649737119674683,2026-03-24T02:48:13.277319,45.28,0.0,4.02,0.0,5.29,0.0,0.0,60.63,16.76,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86216,0.72,0.7497,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1841,0,,,,,,0,,,,916493,204237,0
217,25.713438034057617,2026-03-24T02:48:13.341020,48.06,0.0,3.02,0.0,5.02,0.0,0.0,62.69,16.74,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86229,0.72,0.7497,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1838,0,,,,,,0,,,,917046,204287,0
218,25.77378511428833,2026-03-24T02:48:13.401367,46.08,0.0,4.02,0.0,5.2,0.0,0.0,60.35,16.77,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86241,0.72,0.7497,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1835,0,,,,,,0,,,,915603,204305,0
219,25.824514627456665,2026-03-24T02:48:13.452096,37.35,0.0,3.52,0.0,5.26,0.0,0.0,50.73,16.92,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86123,0.72,0.7498,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1842,0,,,,,,0,,,,915049,204144,0
220,25.8848078250885,2026-03-24T02:48:13.512389,45.19,0.0,3.52,0.0,4.02,1.01,0.0,60.29,16.87,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86128,0.72,0.7499,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1841,0,,,,,,0,,,,916695,204213,0
221,25.94414520263672,2026-03-24T02:48:13.571727,44.67,0.0,4.53,0.0,5.09,0.0,0.0,59.34,16.96,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86275,0.72,0.7499,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1837,0,,,,,,0,,,,915701,204445,0
222,26.012770652770996,2026-03-24T02:48:13.640352,54.03,1.0,2.22,0.0,5.4,0.0,0.0,68.63,16.85,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86271,0.72,0.7497,0,0.28,right_sharp,right,0.9574,0.9744,10.6405,0.1844,0,,,,,,0,,,,915911,204464,0
223,26.070103406906128,2026-03-24T02:48:13.697685,43.61,1.0,3.01,0.0,4.68,0.0,0.0,56.33,16.9,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86279,0.72,0.7498,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1844,0,,,,,,0,,,,916358,204457,0
224,26.128514766693115,2026-03-24T02:48:13.756096,44.68,0.0,4.07,0.0,4.64,0.0,1.0,58.41,16.85,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86258,0.72,0.7497,0,0.28,right_sharp,right,0.9574,0.9744,10.6405,0.1844,0,,,,,,0,,,,914470,204295,0
225,26.194035530090332,2026-03-24T02:48:13.821617,52.73,0.0,3.52,0.0,5.25,0.0,0.0,65.52,16.77,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86191,0.72,0.7463,0,0.28,right_sharp,right,0.9573,0.9744,10.6405,0.185,0,,,,,,0,,,,916430,204225,0
226,26.259738445281982,2026-03-24T02:48:13.887320,50.55,1.0,3.01,0.0,4.61,0.0,0.0,65.7,16.77,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86195,0.72,0.7497,0,0.28,right_sharp,right,0.9574,0.9744,10.6405,0.1846,0,,,,,,0,,,,915852,204272,0
227,26.327661514282227,2026-03-24T02:48:13.955243,51.64,0.0,4.53,0.0,5.16,0.0,0.0,66.92,16.76,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86296,0.72,0.7464,0,0.28,right_sharp,right,0.9577,0.9744,10.6405,0.1834,0,,,,,,0,,,,917828,204475,0
228,26.38610076904297,2026-03-24T02:48:14.013682,44.67,1.01,2.51,0.0,5.25,0.0,1.0,58.44,16.74,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86355,0.72,0.7464,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1826,0,,,,,,0,,,,917248,204552,0
229,26.442884922027588,2026-03-24T02:48:14.070466,42.02,1.0,3.09,0.0,4.52,0.0,0.0,55.78,16.74,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86262,0.72,0.7464,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.1829,0,,,,,,0,,,,916444,204395,0
230,26.507262468338013,2026-03-24T02:48:14.134844,51.72,0.0,3.01,0.0,5.03,0.0,0.0,64.38,16.66,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86292,0.72,0.7464,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.1828,0,,,,,,0,,,,913107,204370,0
231,26.562391757965088,2026-03-24T02:48:14.189973,41.12,0.0,3.02,0.0,5.45,0.0,0.0,55.13,16.67,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86326,0.72,0.7465,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.1829,0,,,,,,0,,,,915363,204490,0
232,26.6283175945282,2026-03-24T02:48:14.255899,49.21,0.0,5.67,0.0,4.97,0.0,0.0,64.92,16.54,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86414,0.72,0.7463,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.1829,0,,,,,,0,,,,914680,204658,0
233,26.69328260421753,2026-03-24T02:48:14.320864,51.61,0.0,3.22,0.0,5.04,0.0,0.0,64.97,16.47,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86376,0.72,0.7463,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.1829,0,,,,,,0,,,,913219,204694,0
234,26.748931407928467,2026-03-24T02:48:14.376513,42.02,0.0,3.18,0.0,5.29,0.0,0.0,55.65,16.58,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86321,0.72,0.7464,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.1829,0,,,,,,0,,,,914540,204437,0
235,26.815227031707764,2026-03-24T02:48:14.442808,50.32,1.01,3.71,0.0,5.23,0.0,0.0,65.29,16.53,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86334,0.72,0.7464,0,0.28,right_sharp,right,0.9578,0.9744,10.6405,0.183,0,,,,,,0,,,,917205,204457,0
236,26.874701261520386,2026-03-24T02:48:14.502282,45.4,1.01,2.51,0.0,4.41,0.0,1.01,59.47,16.53,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86397,0.72,0.7463,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1824,0,,,,,,0,,,,920568,204661,0
237,26.944366931915283,2026-03-24T02:48:14.571948,53.87,0.0,4.02,0.0,6.22,0.0,0.0,69.67,16.43,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86427,0.72,0.7463,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1823,0,,,,,,0,,,,921481,204740,0
238,27.008227586746216,2026-03-24T02:48:14.635809,46.98,0.0,4.48,0.0,5.55,0.0,0.0,63.86,16.43,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86385,0.72,0.7464,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1823,0,,,,,,0,,,,920664,204677,0
239,27.06610417366028,2026-03-24T02:48:14.693685,42.23,0.0,3.6,0.0,6.03,0.0,0.0,56.88,16.41,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86397,0.72,0.7464,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1822,0,,,,,,0,,,,918334,204677,0
240,27.12050771713257,2026-03-24T02:48:14.748089,40.13,1.0,3.01,0.0,5.73,0.0,0.0,54.4,16.4,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86587,0.72,0.7462,0,0.28,right_sharp,right,0.9581,0.9744,10.6405,0.1816,0,,,,,,0,,,,920901,205152,0
241,27.17712116241455,2026-03-24T02:48:14.804703,41.51,0.0,3.52,0.0,4.02,0.0,0.0,55.58,16.48,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86545,0.72,0.7463,0,0.28,right_sharp,right,0.958,0.9744,10.6405,0.182,0,,,,,,0,,,,921797,205080,0
242,27.233895301818848,2026-03-24T02:48:14.861477,43.02,0.0,4.02,0.0,5.18,0.0,0.0,56.77,16.57,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86591,0.72,0.7463,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1825,0,,,,,,0,,,,922001,205074,0
243,27.290510177612305,2026-03-24T02:48:14.918092,42.45,0.0,3.04,0.0,5.56,0.0,1.01,55.61,16.54,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86553,0.72,0.7463,0,0.28,right_sharp,right,0.958,0.9744,10.6405,0.1821,0,,,,,,0,,,,921258,205096,0
244,27.34599018096924,2026-03-24T02:48:14.973572,42.62,0.0,3.27,0.0,4.57,0.0,1.01,55.48,16.51,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86469,0.72,0.7463,0,0.28,right_sharp,right,0.958,0.9744,10.6405,0.182,0,,,,,,0,,,,924094,204811,0
245,27.401178121566772,2026-03-24T02:48:15.028760,41.57,1.0,3.02,0.0,5.56,0.0,0.0,55.19,16.56,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86524,0.72,0.7463,0,0.28,right_sharp,right,0.958,0.9744,10.6405,0.1821,0,,,,,,0,,,,924980,204976,0
246,27.460837841033936,2026-03-24T02:48:15.088419,44.99,1.01,3.02,0.0,4.53,0.0,0.0,58.59,16.6,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86528,0.72,0.7463,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1839,0,,,,,,0,,,,924000,204986,0
247,27.52331852912903,2026-03-24T02:48:15.150900,47.95,0.0,3.29,0.0,6.11,0.0,0.0,62.48,16.58,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86574,0.72,0.7462,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1843,0,,,,,,0,,,,922564,205138,0
248,27.589057683944702,2026-03-24T02:48:15.216639,51.76,0.0,4.04,0.0,4.92,0.0,0.0,65.74,16.43,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.8657,0.72,0.7462,0,0.28,right_sharp,right,0.9574,0.9744,10.6405,0.1844,0,,,,,,0,,,,921134,205044,0
249,27.644389390945435,2026-03-24T02:48:15.271971,40.74,0.0,3.52,0.0,6.05,0.0,1.0,55.33,16.48,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86511,0.72,0.7462,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.184,0,,,,,,0,,,,919928,204993,0
250,27.70344829559326,2026-03-24T02:48:15.331029,44.53,1.0,3.1,0.0,5.47,0.0,0.0,58.05,16.49,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86494,0.72,0.7462,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1838,0,,,,,,0,,,,920643,204977,0
251,27.762437343597412,2026-03-24T02:48:15.390019,44.07,1.0,3.02,0.0,5.38,0.0,0.0,58.99,16.57,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86562,0.72,0.7461,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1841,0,,,,,,0,,,,920774,205075,0
252,27.817108631134033,2026-03-24T02:48:15.444690,40.44,1.03,3.07,0.0,4.59,0.0,0.0,54.67,16.59,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.8652,0.72,0.7461,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1843,0,,,,,,0,,,,919640,205038,0
253,27.873947858810425,2026-03-24T02:48:15.501529,43.1,0.0,3.59,0.0,5.08,0.0,1.01,56.84,16.61,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.8657,0.72,0.7462,0,0.28,right_sharp,right,0.9575,0.9744,10.6405,0.1842,0,,,,,,0,,,,920068,205152,0
254,27.929839849472046,2026-03-24T02:48:15.557421,42.76,0.0,3.01,0.0,4.59,0.0,0.0,55.89,16.71,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86642,0.72,0.7462,0,0.28,right_sharp,right,0.9579,0.9744,10.6405,0.1826,0,,,,,,0,,,,921169,205341,0
255,27.98479175567627,2026-03-24T02:48:15.612373,40.99,0.0,3.6,0.0,6.35,0.0,0.0,54.95,16.81,4.191,4.191,STRAIGHT,right,right,,1.227,1.227,"CMD,4.2,1.23",3.265,0.1018,3.201,0.536,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,4,480.0,0,0,dijkstra,,template,0.86545,0.72,0.7462,0,0.28,right_sharp,right,0.9576,0.9744,10.6405,0.1835,0,,,,,,0,,,,920513,205028,0
