frame_id,timestamp,wall_clock,t_segmentation,t_detection,t_bev,t_skeleton,t_pathfinding,t_gps_fusion,t_command,t_total_pipeline,fps,heading_raw_deg,heading_smoothed_deg,command,speed_raw_mps,speed_smoothed_mps,serial_cmd,pp_lookahead_m,pp_kappa_cmd_m_inv,pp_target_x_m,pp_target_y_m,pp_valid_path,seg_iou,seg_unstable_frames,stability_mode,stab_corr_px,stab_corr_deg,has_candidate_path,has_model_path,has_control_path,has_path,num_paths,best_path_length_px,num_graph_nodes,num_graph_edges,planner_mode,path_source,bev_mask_occ_ratio,approval_confidence,approval_margin,planner_low_confidence,planner_slowdown,selected_template_id,selected_template_family,corridor_confidence,corridor_valid_ratio,corridor_forward_span_m,corridor_width_cv,num_detections,min_obstacle_dist_m,detection_classes,detection_distances,gps_lat,gps_lon,gps_fix_quality,gps_wp_name,gps_wp_dist_m,gps_correction_deg,sidewalk_mask_pixels,bev_mask_pixels,skeleton_pixels
0,0.2547879219055176,2026-03-13T02:25:55.475881,132.35,0.0,0.0,0.0,0.0,0.0,0.0,152.8,0.0,-2.597,-2.597,STRAIGHT,1.272,1.272,"CMD,-2.6,1.27",2.568,-0.19,2.473,-0.617,1,1.0,0,NORMAL,0.0,0.0,1,1,1,1,6,239.9,0,0,dijkstra,template,0.69182,0.7666,0.0388,0,0.2334,right_sharp_1,right_sharp,0.715,0.3091,7.8539,0.1515,0,,,,,,0,,,,285973,206848,0
1,0.3405487537384033,2026-03-13T02:25:55.561641,0.0,0.0,6.08,0.0,3.47,0.0,0.0,30.42,11.66,-4.278,-3.438,STRAIGHT,1.265,1.269,"CMD,-3.4,1.27",2.708,-0.1863,2.602,-0.673,1,1.0,0,NORMAL,2.595,-0.068,1,1,1,1,6,239.9,0,0,dijkstra,template,0.67864,0.7589,0.0932,0,0.2411,right_sharp_1,right_sharp,0.6794,0.3455,8.2192,0.3059,0,,,,,,0,,,,305345,203488,0
2,0.5211527347564697,2026-03-13T02:25:55.742245,109.2,0.0,0.0,0.0,0.0,0.0,0.0,152.78,7.51,-5.4,-4.278,STRAIGHT,1.303,1.28,"CMD,-4.3,1.28",2.704,-0.1864,2.598,-0.671,1,0.949,0,NORMAL,6.142,-0.139,1,1,1,1,6,239.9,0,0,dijkstra,template,0.65481,0.7981,0.1243,0,0.2019,right_sharp_1,right_sharp,0.7043,0.3818,7.8539,0.1979,0,,,,,,0,,,,282699,195713,0
3,0.6237049102783203,2026-03-13T02:25:55.844798,0.0,0.0,6.24,33.89,17.21,0.0,0.0,81.99,8.13,-4.501,-4.501,STRAIGHT,0.536,1.094,"CMD,-4.5,1.09",2.491,-0.0655,2.019,-0.134,1,0.949,0,NORMAL,8.447,-0.095,1,1,1,1,1,205.4,131,8,dijkstra,fallback_centerline,0.64419,0.244,0.0876,1,0.756,right_sharp_1,right_sharp,0.6797,0.4,8.2192,0.3047,0,,,,,,0,,,,300922,193240,0
4,0.8397891521453857,2026-03-13T02:25:56.060882,109.88,0.0,10.38,28.27,12.19,0.0,0.0,193.63,6.86,-3.637,-4.501,STRAIGHT,0.545,0.984,"CMD,-4.5,0.98",2.128,-0.0463,1.783,-0.074,1,0.9628,0,NORMAL,9.224,-0.087,1,1,1,1,1,196.6,67,10,dijkstra,fallback_centerline,0.61833,0.2513,0.0176,1,0.7487,right_gentle_2,right_gentle,0.7051,0.4364,7.8539,0.1948,0,,,,,,0,,,,276198,184819,3541
5,0.9187533855438232,2026-03-13T02:25:56.139846,2.0,0.0,2.0,15.63,14.46,0.0,0.0,60.95,7.53,-2.884,-3.637,STRAIGHT,0.542,0.911,"CMD,-3.6,0.91",2.434,-0.0334,2.149,-0.077,1,0.9628,0,NORMAL,11.876,-0.009,1,1,1,1,1,197.8,45,9,dijkstra,fallback_centerline,0.64277,0.2484,0.0122,1,0.7516,right_gentle_1,right_gentle,0.689,0.4,8.0365,0.2643,0,,,,,,0,,,,283311,192400,3541
6,1.1324694156646729,2026-03-13T02:25:56.353562,118.02,0.0,0.0,20.2,20.13,0.0,0.0,183.4,6.84,-2.4,-2.884,STRAIGHT,0.545,0.858,"CMD,-2.9,0.86",2.122,-0.0347,1.753,-0.053,1,0.938,0,NORMAL,15.547,0.029,1,1,1,1,1,189.7,46,12,dijkstra,fallback_centerline,0.60781,0.2512,0.0011,1,0.7488,straight_0,straight,0.6997,0.4545,7.8539,0.2182,0,,,,,,0,,,,281026,181563,3466
7,1.224393606185913,2026-03-13T02:25:56.445486,2.62,0.0,0.0,10.44,20.49,0.0,0.0,61.46,7.22,-2.07,-2.4,STRAIGHT,0.541,0.819,"CMD,-2.4,0.82",4.0,-0.0342,3.913,-0.263,1,0.938,0,NORMAL,19.901,0.066,1,1,1,1,1,192.2,48,8,dijkstra,fallback_centerline,0.62318,0.248,0.0108,1,0.752,right_gentle_2,right_gentle,0.6906,0.4182,8.0365,0.2573,0,,,,,,0,,,,292012,186461,3466
8,1.3067800998687744,2026-03-13T02:25:56.527873,2.0,0.0,0.0,20.27,10.35,0.0,0.0,61.75,7.6,-1.287,-2.07,STRAIGHT,0.544,0.728,"CMD,-2.1,0.73",2.295,0.0068,1.893,0.012,1,0.938,0,NORMAL,22.382,0.153,1,1,1,1,1,193.1,40,10,dijkstra,fallback_centerline,0.61347,0.2502,0.002,1,0.7498,straight_0,straight,0.6979,0.4,7.6712,0.2259,0,,,,,,0,,,,292012,184079,3466
9,1.5218658447265625,2026-03-13T02:25:56.742958,112.6,0.0,10.27,12.45,18.66,0.0,0.0,194.99,7.1,-1.395,-1.395,STRAIGHT,0.546,0.638,"CMD,-1.4,0.64",3.272,-0.039,3.218,-0.203,1,0.9527,0,NORMAL,22.308,0.191,1,1,1,1,1,193.8,43,11,dijkstra,fallback_centerline,0.57564,0.2517,0.0134,1,0.7483,right_gentle_1,right_gentle,0.7037,0.5273,7.8539,0.2008,0,,,,,,0,,,,275216,171869,3449
10,1.724740982055664,2026-03-13T02:25:56.945834,103.72,10.33,2.0,19.83,10.03,0.0,0.0,182.58,6.8,-1.466,-1.395,STRAIGHT,0.877,0.585,"CMD,-1.4,0.58",3.272,-0.039,3.218,-0.203,1,0.9126,0,NORMAL,24.093,0.198,1,1,1,1,2,491.6,56,6,dijkstra,graph,0.52855,0.5112,0.0071,1,0.4888,straight_0,straight,0.7046,0.8,7.8539,0.1966,0,,,,,,0,,,,254195,157741,3098
11,1.9307639598846436,2026-03-13T02:25:57.151856,113.32,0.0,7.05,20.45,22.58,0.0,0.0,183.76,6.56,-1.514,-1.466,STRAIGHT,0.55,0.586,"CMD,-1.5,0.59",3.272,-0.039,3.218,-0.203,1,0.9187,0,NORMAL,26.949,0.151,1,1,1,1,1,166.7,42,8,dijkstra,fallback_centerline,0.55721,0.2545,0.0647,1,0.7455,right_medium_1,right_medium,0.7053,0.5818,7.8539,0.1938,0,,,,,,0,,,,268445,166247,3398
12,2.132871627807617,2026-03-13T02:25:57.353964,109.42,0.0,3.36,20.68,13.18,0.0,0.0,183.48,6.39,-1.358,-1.466,STRAIGHT,0.552,0.587,"CMD,-1.5,0.59",2.634,-0.0254,2.615,-0.087,1,0.9053,0,NORMAL,27.608,-0.033,1,1,1,1,1,187.1,37,9,dijkstra,fallback_centerline,0.56512,0.2561,0.0121,1,0.7439,right_gentle_2,right_gentle,0.702,0.5636,7.8539,0.208,0,,,,,,0,,,,290871,168704,3310
13,2.2358484268188477,2026-03-13T02:25:57.456941,0.0,0.0,0.0,28.12,22.1,0.0,0.0,80.72,6.56,-1.255,-1.358,STRAIGHT,0.819,0.622,"CMD,-1.4,0.62",2.634,-0.0254,2.615,-0.087,1,0.9053,0,NORMAL,27.28,-0.129,1,1,1,1,2,458.7,233,6,dijkstra,graph,0.51585,0.466,0.003,1,0.534,straight_0,straight,0.6587,0.7455,8.4018,0.3954,0,,,,,,0,,,,303700,154293,3310
14,2.447887659072876,2026-03-13T02:25:57.668980,122.68,0.0,0.0,18.33,20.1,0.0,0.0,183.82,6.38,-1.185,-1.255,STRAIGHT,0.526,0.619,"CMD,-1.3,0.62",2.634,-0.0254,2.615,-0.087,1,0.9489,0,NORMAL,27.009,-0.247,1,1,1,1,1,907.0,43,9,dijkstra,fallback_skeleton,0.54686,0.2364,0.014,1,0.7636,right_medium_2,right_medium,0.7043,0.6182,7.8539,0.198,0,,,,,,0,,,,292563,163251,3316
15,2.6520097255706787,2026-03-13T02:25:57.873102,109.35,0.0,8.16,20.16,10.49,0.0,0.0,183.34,6.26,-1.139,-1.185,STRAIGHT,0.527,0.618,"CMD,-1.2,0.62",2.634,-0.0254,2.615,-0.087,1,0.9677,0,NORMAL,28.283,-0.337,1,1,1,1,1,896.3,51,10,dijkstra,fallback_skeleton,0.53841,0.2369,0.0138,1,0.7631,right_medium_2,right_medium,0.7068,0.6364,7.8539,0.1871,0,,,,,,0,,,,291729,160724,3345
16,2.8760383129119873,2026-03-13T02:25:58.097131,107.6,0.0,10.07,14.22,26.31,0.0,0.0,193.55,6.1,-1.108,-1.139,STRAIGHT,0.527,0.615,"CMD,-1.1,0.62",2.634,-0.0254,2.615,-0.087,1,0.9523,0,NORMAL,29.803,-0.353,1,1,1,1,1,891.8,44,7,dijkstra,fallback_skeleton,0.52862,0.2366,0.0155,1,0.7634,right_medium_2,right_medium,0.7071,0.6545,7.8539,0.1859,0,,,,,,0,,,,290091,157734,3270
17,2.957174777984619,2026-03-13T02:25:58.178267,2.0,0.0,0.0,16.94,13.23,0.0,0.0,60.93,6.29,-1.088,-1.108,STRAIGHT,0.522,0.612,"CMD,-1.1,0.61",2.634,-0.0254,2.615,-0.087,1,0.9523,0,NORMAL,30.69,-0.371,1,1,1,1,1,651.4,34,8,dijkstra,fallback_skeleton,0.53777,0.2332,0.0042,1,0.7668,right_gentle_1,right_gentle,0.7,0.6545,8.0365,0.2166,0,,,,,,0,,,,313533,160651,3270
18,3.0489163398742676,2026-03-13T02:25:58.270009,0.0,0.0,4.71,20.81,10.03,0.0,0.0,71.45,6.44,-1.074,-1.088,STRAIGHT,0.512,0.567,"CMD,-1.1,0.57",2.634,-0.0254,2.615,-0.087,1,0.9523,0,NORMAL,29.983,-0.402,1,1,1,1,1,644.2,36,9,dijkstra,fallback_skeleton,0.5256,0.2253,0.006,1,0.7747,right_gentle_1,right_gentle,0.6925,0.6727,8.0365,0.2491,0,,,,,,0,,,,313533,157366,3270
