epoch,train_loss,val_loss,val_iou,val_precision,val_recall,val_accuracy,lr
1,0.11921406162437051,0.10161918550729751,0.9466061587919927,0.9703791310298001,0.9747724001690098,0.981252341941551,1.973044870579824e-05
2,0.10404910361394286,0.09255264567521711,0.9507070360623469,0.9744646485635768,0.9749969350864436,0.9827629304108796,1.686241637868734e-05
3,0.09454866396263242,0.0876711991460373,0.9526549965223403,0.97527403719065,0.9762334815214286,0.9834570041232639,1.1736481776669307e-05
4,0.09110887716524303,0.08612107750959694,0.9545771618208072,0.97963079644878,0.9739075416285271,0.9841983326099537,6.039202339608432e-06
5,0.08674293520549933,0.08354388990749916,0.9543613370554396,0.9764581460671402,0.9768375008688231,0.9840718858506945,2.0000000000000003e-06
6,0.08594548240459214,0.08361587513548632,0.9544804668788596,0.9765926637087966,0.97682768890243,0.9841156051070602,2.0000000000000003e-06
