epoch,train_loss,val_loss,val_iou,val_precision,val_recall,val_accuracy,lr
1,0.09318244176801671,0.0809771152942077,0.9582753329728575,0.977232687406547,0.9801579964524794,0.9838509586352657,1.996111187371874e-05
2,0.0780676014805108,0.08068776794749757,0.9584270955933615,0.9763066791640389,0.9812504044166096,0.9838943142361111,1.8656166915251676e-05
3,0.07272696980599606,0.07490917829715688,0.9611868592006401,0.9766265093045936,0.983818597940134,0.9849674007397343,1.573018702094177e-05
4,0.06957170103540582,0.07505392866290134,0.9619373496249354,0.9798766410358717,0.9813233396664403,0.9853069331219807,1.173111860595032e-05
5,0.06602317258045914,0.07380125833594281,0.9625372693080875,0.9803045645584021,0.9815183323685517,0.9855446576841788,7.407864698025658e-06
6,0.06422151327970323,0.07119663197385229,0.9636223606835148,0.9805040650386272,0.9824462931625509,0.985965900513285,3.5700383383531467e-06
7,0.06183760039759486,0.07249108199840007,0.9634826940465204,0.9834327605564118,0.9793791477248005,0.9859539647493961,2.0000000000000003e-06
8,0.06224893954362762,0.07197435256903587,0.9632268018978452,0.9813822537131365,0.9811557756052909,0.9858261152626812,2.0000000000000003e-06
